trial,Choice_RL,Opponent_RA,Feedback_RL,Feedback_RA,RL_estimated_value_left,RL_estimated_value_right,true_alpha,true_tau,cumulative_rate
80,1,1,1,0,0.5,0.5,0,0.5,0.475
81,0,1,0,1,0.5,0.5,0,0.5,0.4691358024691358
82,1,0,0,1,0.5,0.5,0,0.5,0.47560975609756095
83,0,1,0,1,0.5,0.5,0,0.5,0.46987951807228917
84,0,1,0,1,0.5,0.5,0,0.5,0.4642857142857143
85,1,0,0,1,0.5,0.5,0,0.5,0.47058823529411764
86,1,1,1,0,0.5,0.5,0,0.5,0.47674418604651164
87,0,1,0,1,0.5,0.5,0,0.5,0.47126436781609193
88,1,0,0,1,0.5,0.5,0,0.5,0.4772727272727273
89,0,1,0,1,0.5,0.5,0,0.5,0.47191011235955055
90,1,1,1,0,0.5,0.5,0,0.5,0.4777777777777778
91,1,1,1,0,0.5,0.5,0,0.5,0.4835164835164835
92,1,1,1,0,0.5,0.5,0,0.5,0.4891304347826087
93,0,1,0,1,0.5,0.5,0,0.5,0.4838709677419355
94,0,0,1,0,0.5,0.5,0,0.5,0.4787234042553192
95,1,1,1,0,0.5,0.5,0,0.5,0.4842105263157895
96,0,1,0,1,0.5,0.5,0,0.5,0.4791666666666667
97,1,0,0,1,0.5,0.5,0,0.5,0.4845360824742268
98,1,1,1,0,0.5,0.5,0,0.5,0.4897959183673469
99,1,0,0,1,0.5,0.5,0,0.5,0.494949494949495
100,1,1,1,0,0.5,0.5,0,0.5,0.5
101,0,1,0,1,0.5,0.5,0,0.5,0.49504950495049505
102,0,1,0,1,0.5,0.5,0,0.5,0.49019607843137253
103,1,1,1,0,0.5,0.5,0,0.5,0.49514563106796117
104,1,1,1,0,0.5,0.5,0,0.5,0.5
105,0,1,0,1,0.5,0.5,0,0.5,0.49523809523809526
106,0,0,1,0,0.5,0.5,0,0.5,0.49056603773584906
107,1,1,1,0,0.5,0.5,0,0.5,0.4953271028037383
108,0,1,0,1,0.5,0.5,0,0.5,0.49074074074074076
109,0,0,1,0,0.5,0.5,0,0.5,0.48623853211009177
110,1,0,0,1,0.5,0.5,0,0.5,0.4909090909090909
111,1,1,1,0,0.5,0.5,0,0.5,0.4954954954954955
112,1,1,1,0,0.5,0.5,0,0.5,0.5
113,0,1,0,1,0.5,0.5,0,0.5,0.49557522123893805
114,1,1,1,0,0.5,0.5,0,0.5,0.5
115,0,1,0,1,0.5,0.5,0,0.5,0.4956521739130435
116,1,1,1,0,0.5,0.5,0,0.5,0.5
117,1,1,1,0,0.5,0.5,0,0.5,0.5042735042735043
118,1,1,1,0,0.5,0.5,0,0.5,0.5084745762711864
119,1,0,0,1,0.5,0.5,0,0.5,0.5126050420168067
120,0,0,1,0,0.5,0.5,0,0.5,0.5083333333333333
1,0,1,0,1,0.5,0.5,0,1,0
2,0,1,0,1,0.5,0.5,0,1,0
3,0,1,0,1,0.5,0.5,0,1,0
4,1,1,1,0,0.5,0.5,0,1,0.25
5,0,0,1,0,0.5,0.5,0,1,0.2
6,1,0,0,1,0.5,0.5,0,1,0.3333333333333333
7,0,1,0,1,0.5,0.5,0,1,0.2857142857142857
8,1,0,0,1,0.5,0.5,0,1,0.375
9,0,1,0,1,0.5,0.5,0,1,0.3333333333333333
10,1,1,1,0,0.5,0.5,0,1,0.4
11,0,0,1,0,0.5,0.5,0,1,0.36363636363636365
12,0,1,0,1,0.5,0.5,0,1,0.3333333333333333
13,1,1,1,0,0.5,0.5,0,1,0.38461538461538464
14,0,1,0,1,0.5,0.5,0,1,0.35714285714285715
15,1,1,1,0,0.5,0.5,0,1,0.4
16,1,1,1,0,0.5,0.5,0,1,0.4375
17,0,0,1,0,0.5,0.5,0,1,0.4117647058823529
18,0,1,0,1,0.5,0.5,0,1,0.3888888888888889
19,1,1,1,0,0.5,0.5,0,1,0.42105263157894735
20,0,1,0,1,0.5,0.5,0,1,0.4
21,0,1,0,1,0.5,0.5,0,1,0.38095238095238093
22,0,1,0,1,0.5,0.5,0,1,0.36363636363636365
23,1,0,0,1,0.5,0.5,0,1,0.391304347826087
24,0,1,0,1,0.5,0.5,0,1,0.375
25,1,1,1,0,0.5,0.5,0,1,0.4
26,1,1,1,0,0.5,0.5,0,1,0.4230769230769231
27,0,0,1,0,0.5,0.5,0,1,0.4074074074074074
28,0,1,0,1,0.5,0.5,0,1,0.39285714285714285
29,0,0,1,0,0.5,0.5,0,1,0.3793103448275862
30,0,1,0,1,0.5,0.5,0,1,0.36666666666666664
31,0,1,0,1,0.5,0.5,0,1,0.3548387096774194
32,0,1,0,1,0.5,0.5,0,1,0.34375
33,0,1,0,1,0.5,0.5,0,1,0.3333333333333333
34,0,0,1,0,0.5,0.5,0,1,0.3235294117647059
35,0,1,0,1,0.5,0.5,0,1,0.3142857142857143
36,1,1,1,0,0.5,0.5,0,1,0.3333333333333333
37,0,1,0,1,0.5,0.5,0,1,0.32432432432432434
38,0,0,1,0,0.5,0.5,0,1,0.3157894736842105
39,0,1,0,1,0.5,0.5,0,1,0.3076923076923077
40,1,1,1,0,0.5,0.5,0,1,0.325
41,0,0,1,0,0.5,0.5,0,1,0.3170731707317073
42,1,1,1,0,0.5,0.5,0,1,0.3333333333333333
43,0,0,1,0,0.5,0.5,0,1,0.32558139534883723
44,0,1,0,1,0.5,0.5,0,1,0.3181818181818182
45,1,0,0,1,0.5,0.5,0,1,0.3333333333333333
46,1,1,1,0,0.5,0.5,0,1,0.34782608695652173
47,1,1,1,0,0.5,0.5,0,1,0.3617021276595745
48,1,0,0,1,0.5,0.5,0,1,0.375
49,1,1,1,0,0.5,0.5,0,1,0.3877551020408163
50,1,0,0,1,0.5,0.5,0,1,0.4
51,0,1,0,1,0.5,0.5,0,1,0.39215686274509803
52,0,0,1,0,0.5,0.5,0,1,0.38461538461538464
53,0,1,0,1,0.5,0.5,0,1,0.37735849056603776
54,0,0,1,0,0.5,0.5,0,1,0.37037037037037035
55,1,1,1,0,0.5,0.5,0,1,0.38181818181818183
56,1,1,1,0,0.5,0.5,0,1,0.39285714285714285
57,0,0,1,0,0.5,0.5,0,1,0.38596491228070173
58,0,1,0,1,0.5,0.5,0,1,0.3793103448275862
59,0,0,1,0,0.5,0.5,0,1,0.3728813559322034
60,0,1,0,1,0.5,0.5,0,1,0.36666666666666664
61,1,0,0,1,0.5,0.5,0,1,0.3770491803278688
62,1,1,1,0,0.5,0.5,0,1,0.3870967741935484
63,0,1,0,1,0.5,0.5,0,1,0.38095238095238093
64,1,1,1,0,0.5,0.5,0,1,0.390625
65,0,1,0,1,0.5,0.5,0,1,0.38461538461538464
66,0,0,1,0,0.5,0.5,0,1,0.3787878787878788
67,0,0,1,0,0.5,0.5,0,1,0.373134328358209
68,0,1,0,1,0.5,0.5,0,1,0.36764705882352944
69,1,1,1,0,0.5,0.5,0,1,0.37681159420289856
70,0,1,0,1,0.5,0.5,0,1,0.37142857142857144
71,1,1,1,0,0.5,0.5,0,1,0.38028169014084506
72,1,1,1,0,0.5,0.5,0,1,0.3888888888888889
73,1,1,1,0,0.5,0.5,0,1,0.3972602739726027
74,0,1,0,1,0.5,0.5,0,1,0.3918918918918919
75,0,0,1,0,0.5,0.5,0,1,0.38666666666666666
76,1,0,0,1,0.5,0.5,0,1,0.39473684210526316
77,1,0,0,1,0.5,0.5,0,1,0.4025974025974026
78,0,1,0,1,0.5,0.5,0,1,0.3974358974358974
79,1,1,1,0,0.5,0.5,0,1,0.4050632911392405
80,1,1,1,0,0.5,0.5,0,1,0.4125
81,1,1,1,0,0.5,0.5,0,1,0.41975308641975306
82,1,1,1,0,0.5,0.5,0,1,0.4268292682926829
83,1,1,1,0,0.5,0.5,0,1,0.43373493975903615
84,0,1,0,1,0.5,0.5,0,1,0.42857142857142855
85,1,1,1,0,0.5,0.5,0,1,0.43529411764705883
86,0,0,1,0,0.5,0.5,0,1,0.43023255813953487
87,0,0,1,0,0.5,0.5,0,1,0.42528735632183906
88,0,1,0,1,0.5,0.5,0,1,0.42045454545454547
89,0,1,0,1,0.5,0.5,0,1,0.4157303370786517
90,0,1,0,1,0.5,0.5,0,1,0.4111111111111111
91,0,1,0,1,0.5,0.5,0,1,0.4065934065934066
92,1,1,1,0,0.5,0.5,0,1,0.41304347826086957
93,1,1,1,0,0.5,0.5,0,1,0.41935483870967744
94,0,1,0,1,0.5,0.5,0,1,0.4148936170212766
95,1,1,1,0,0.5,0.5,0,1,0.42105263157894735
96,0,0,1,0,0.5,0.5,0,1,0.4166666666666667
97,1,0,0,1,0.5,0.5,0,1,0.422680412371134
98,0,1,0,1,0.5,0.5,0,1,0.41836734693877553
99,0,0,1,0,0.5,0.5,0,1,0.41414141414141414
100,1,1,1,0,0.5,0.5,0,1,0.42
101,0,1,0,1,0.5,0.5,0,1,0.4158415841584158
102,0,1,0,1,0.5,0.5,0,1,0.4117647058823529
103,1,1,1,0,0.5,0.5,0,1,0.4174757281553398
104,0,0,1,0,0.5,0.5,0,1,0.41346153846153844
105,1,1,1,0,0.5,0.5,0,1,0.41904761904761906
106,1,1,1,0,0.5,0.5,0,1,0.42452830188679247
107,1,1,1,0,0.5,0.5,0,1,0.42990654205607476
108,0,1,0,1,0.5,0.5,0,1,0.42592592592592593
109,1,1,1,0,0.5,0.5,0,1,0.43119266055045874
110,0,0,1,0,0.5,0.5,0,1,0.42727272727272725
111,0,0,1,0,0.5,0.5,0,1,0.42342342342342343
112,1,1,1,0,0.5,0.5,0,1,0.42857142857142855
113,1,1,1,0,0.5,0.5,0,1,0.4336283185840708
114,1,1,1,0,0.5,0.5,0,1,0.43859649122807015
115,0,0,1,0,0.5,0.5,0,1,0.43478260869565216
116,1,0,0,1,0.5,0.5,0,1,0.4396551724137931
117,0,1,0,1,0.5,0.5,0,1,0.4358974358974359
118,0,1,0,1,0.5,0.5,0,1,0.4322033898305085
119,0,1,0,1,0.5,0.5,0,1,0.42857142857142855
120,0,1,0,1,0.5,0.5,0,1,0.425
1,1,1,1,0,0.5,0.5,0,5,1
2,0,1,0,1,0.5,0.5,0,5,0.5
3,1,1,1,0,0.5,0.5,0,5,0.6666666666666666
4,0,1,0,1,0.5,0.5,0,5,0.5
5,0,1,0,1,0.5,0.5,0,5,0.4
6,1,1,1,0,0.5,0.5,0,5,0.5
7,0,1,0,1,0.5,0.5,0,5,0.42857142857142855
8,1,0,0,1,0.5,0.5,0,5,0.5
9,0,1,0,1,0.5,0.5,0,5,0.4444444444444444
10,0,1,0,1,0.5,0.5,0,5,0.4
11,0,1,0,1,0.5,0.5,0,5,0.36363636363636365
12,0,1,0,1,0.5,0.5,0,5,0.3333333333333333
13,0,0,1,0,0.5,0.5,0,5,0.3076923076923077
14,1,1,1,0,0.5,0.5,0,5,0.35714285714285715
15,0,1,0,1,0.5,0.5,0,5,0.3333333333333333
16,0,1,0,1,0.5,0.5,0,5,0.3125
17,0,1,0,1,0.5,0.5,0,5,0.29411764705882354
18,1,1,1,0,0.5,0.5,0,5,0.3333333333333333
19,0,1,0,1,0.5,0.5,0,5,0.3157894736842105
20,1,1,1,0,0.5,0.5,0,5,0.35
21,1,1,1,0,0.5,0.5,0,5,0.38095238095238093
22,1,1,1,0,0.5,0.5,0,5,0.4090909090909091
23,1,1,1,0,0.5,0.5,0,5,0.43478260869565216
24,1,1,1,0,0.5,0.5,0,5,0.4583333333333333
25,1,0,0,1,0.5,0.5,0,5,0.48
26,0,1,0,1,0.5,0.5,0,5,0.46153846153846156
27,0,1,0,1,0.5,0.5,0,5,0.4444444444444444
28,1,1,1,0,0.5,0.5,0,5,0.4642857142857143
29,1,0,0,1,0.5,0.5,0,5,0.4827586206896552
30,1,0,0,1,0.5,0.5,0,5,0.5
31,1,0,0,1,0.5,0.5,0,5,0.5161290322580645
32,0,1,0,1,0.5,0.5,0,5,0.5
33,0,1,0,1,0.5,0.5,0,5,0.48484848484848486
34,0,1,0,1,0.5,0.5,0,5,0.47058823529411764
35,1,1,1,0,0.5,0.5,0,5,0.4857142857142857
36,0,0,1,0,0.5,0.5,0,5,0.4722222222222222
37,0,1,0,1,0.5,0.5,0,5,0.4594594594594595
38,0,1,0,1,0.5,0.5,0,5,0.4473684210526316
39,0,0,1,0,0.5,0.5,0,5,0.4358974358974359
40,0,0,1,0,0.5,0.5,0,5,0.425
41,0,1,0,1,0.5,0.5,0,5,0.4146341463414634
42,0,1,0,1,0.5,0.5,0,5,0.40476190476190477
43,1,1,1,0,0.5,0.5,0,5,0.4186046511627907
44,0,0,1,0,0.5,0.5,0,5,0.4090909090909091
45,1,1,1,0,0.5,0.5,0,5,0.4222222222222222
46,0,1,0,1,0.5,0.5,0,5,0.41304347826086957
47,0,1,0,1,0.5,0.5,0,5,0.40425531914893614
48,1,1,1,0,0.5,0.5,0,5,0.4166666666666667
49,1,1,1,0,0.5,0.5,0,5,0.42857142857142855
50,1,1,1,0,0.5,0.5,0,5,0.44
51,1,1,1,0,0.5,0.5,0,5,0.45098039215686275
52,1,1,1,0,0.5,0.5,0,5,0.46153846153846156
53,0,1,0,1,0.5,0.5,0,5,0.4528301886792453
54,1,1,1,0,0.5,0.5,0,5,0.46296296296296297
55,0,1,0,1,0.5,0.5,0,5,0.45454545454545453
56,1,1,1,0,0.5,0.5,0,5,0.4642857142857143
57,0,1,0,1,0.5,0.5,0,5,0.45614035087719296
58,0,1,0,1,0.5,0.5,0,5,0.4482758620689655
59,0,1,0,1,0.5,0.5,0,5,0.4406779661016949
60,1,1,1,0,0.5,0.5,0,5,0.45
61,1,1,1,0,0.5,0.5,0,5,0.45901639344262296
62,0,0,1,0,0.5,0.5,0,5,0.45161290322580644
63,1,0,0,1,0.5,0.5,0,5,0.4603174603174603
64,1,1,1,0,0.5,0.5,0,5,0.46875
65,0,0,1,0,0.5,0.5,0,5,0.46153846153846156
66,0,1,0,1,0.5,0.5,0,5,0.45454545454545453
67,0,1,0,1,0.5,0.5,0,5,0.44776119402985076
68,1,1,1,0,0.5,0.5,0,5,0.45588235294117646
69,0,0,1,0,0.5,0.5,0,5,0.4492753623188406
70,0,1,0,1,0.5,0.5,0,5,0.44285714285714284
71,1,0,0,1,0.5,0.5,0,5,0.4507042253521127
72,1,1,1,0,0.5,0.5,0,5,0.4583333333333333
73,0,1,0,1,0.5,0.5,0,5,0.4520547945205479
74,0,1,0,1,0.5,0.5,0,5,0.44594594594594594
75,0,0,1,0,0.5,0.5,0,5,0.44
76,1,1,1,0,0.5,0.5,0,5,0.4473684210526316
77,1,1,1,0,0.5,0.5,0,5,0.45454545454545453
78,0,1,0,1,0.5,0.5,0,5,0.44871794871794873
79,0,1,0,1,0.5,0.5,0,5,0.4430379746835443
80,0,1,0,1,0.5,0.5,0,5,0.4375
81,0,1,0,1,0.5,0.5,0,5,0.43209876543209874
82,1,1,1,0,0.5,0.5,0,5,0.43902439024390244
83,0,0,1,0,0.5,0.5,0,5,0.43373493975903615
84,0,1,0,1,0.5,0.5,0,5,0.42857142857142855
85,1,0,0,1,0.5,0.5,0,5,0.43529411764705883
86,0,1,0,1,0.5,0.5,0,5,0.43023255813953487
87,1,1,1,0,0.5,0.5,0,5,0.4367816091954023
88,0,0,1,0,0.5,0.5,0,5,0.4318181818181818
89,1,1,1,0,0.5,0.5,0,5,0.43820224719101125
90,1,0,0,1,0.5,0.5,0,5,0.4444444444444444
91,1,0,0,1,0.5,0.5,0,5,0.45054945054945056
92,0,1,0,1,0.5,0.5,0,5,0.44565217391304346
93,1,1,1,0,0.5,0.5,0,5,0.45161290322580644
94,1,1,1,0,0.5,0.5,0,5,0.4574468085106383
95,0,1,0,1,0.5,0.5,0,5,0.45263157894736844
96,1,1,1,0,0.5,0.5,0,5,0.4583333333333333
97,0,1,0,1,0.5,0.5,0,5,0.4536082474226804
98,0,1,0,1,0.5,0.5,0,5,0.4489795918367347
99,0,1,0,1,0.5,0.5,0,5,0.4444444444444444
100,0,1,0,1,0.5,0.5,0,5,0.44
101,0,1,0,1,0.5,0.5,0,5,0.43564356435643564
102,0,1,0,1,0.5,0.5,0,5,0.43137254901960786
103,0,0,1,0,0.5,0.5,0,5,0.42718446601941745
104,1,1,1,0,0.5,0.5,0,5,0.4326923076923077
105,1,1,1,0,0.5,0.5,0,5,0.4380952380952381
106,1,1,1,0,0.5,0.5,0,5,0.44339622641509435
107,0,1,0,1,0.5,0.5,0,5,0.4392523364485981
108,0,1,0,1,0.5,0.5,0,5,0.4351851851851852
109,1,1,1,0,0.5,0.5,0,5,0.44036697247706424
110,0,1,0,1,0.5,0.5,0,5,0.43636363636363634
111,1,1,1,0,0.5,0.5,0,5,0.44144144144144143
112,0,1,0,1,0.5,0.5,0,5,0.4375
113,0,1,0,1,0.5,0.5,0,5,0.4336283185840708
114,0,1,0,1,0.5,0.5,0,5,0.4298245614035088
115,1,0,0,1,0.5,0.5,0,5,0.43478260869565216
116,1,1,1,0,0.5,0.5,0,5,0.4396551724137931
117,1,1,1,0,0.5,0.5,0,5,0.4444444444444444
118,0,1,0,1,0.5,0.5,0,5,0.4406779661016949
119,1,0,0,1,0.5,0.5,0,5,0.44537815126050423
120,1,1,1,0,0.5,0.5,0,5,0.45
1,0,1,0,1,0.5,0.5,0,10,0
2,0,1,0,1,0.5,0.5,0,10,0
3,1,1,1,0,0.5,0.5,0,10,0.3333333333333333
4,0,1,0,1,0.5,0.5,0,10,0.25
5,1,0,0,1,0.5,0.5,0,10,0.4
6,1,1,1,0,0.5,0.5,0,10,0.5
7,1,1,1,0,0.5,0.5,0,10,0.5714285714285714
8,0,1,0,1,0.5,0.5,0,10,0.5
9,0,1,0,1,0.5,0.5,0,10,0.4444444444444444
10,1,1,1,0,0.5,0.5,0,10,0.5
11,1,1,1,0,0.5,0.5,0,10,0.5454545454545454
12,1,1,1,0,0.5,0.5,0,10,0.5833333333333334
13,1,0,0,1,0.5,0.5,0,10,0.6153846153846154
14,1,1,1,0,0.5,0.5,0,10,0.6428571428571429
15,1,1,1,0,0.5,0.5,0,10,0.6666666666666666
16,1,1,1,0,0.5,0.5,0,10,0.6875
17,0,1,0,1,0.5,0.5,0,10,0.6470588235294118
18,0,1,0,1,0.5,0.5,0,10,0.6111111111111112
19,0,0,1,0,0.5,0.5,0,10,0.5789473684210527
20,1,1,1,0,0.5,0.5,0,10,0.6
21,1,0,0,1,0.5,0.5,0,10,0.6190476190476191
22,1,1,1,0,0.5,0.5,0,10,0.6363636363636364
23,1,1,1,0,0.5,0.5,0,10,0.6521739130434783
24,0,1,0,1,0.5,0.5,0,10,0.625
25,0,0,1,0,0.5,0.5,0,10,0.6
26,0,0,1,0,0.5,0.5,0,10,0.5769230769230769
27,1,1,1,0,0.5,0.5,0,10,0.5925925925925926
28,1,1,1,0,0.5,0.5,0,10,0.6071428571428571
29,1,1,1,0,0.5,0.5,0,10,0.6206896551724138
30,0,0,1,0,0.5,0.5,0,10,0.6
31,1,0,0,1,0.5,0.5,0,10,0.6129032258064516
32,1,0,0,1,0.5,0.5,0,10,0.625
33,0,0,1,0,0.5,0.5,0,10,0.6060606060606061
34,0,0,1,0,0.5,0.5,0,10,0.5882352941176471
35,0,1,0,1,0.5,0.5,0,10,0.5714285714285714
36,1,0,0,1,0.5,0.5,0,10,0.5833333333333334
37,0,0,1,0,0.5,0.5,0,10,0.5675675675675675
38,1,1,1,0,0.5,0.5,0,10,0.5789473684210527
39,0,0,1,0,0.5,0.5,0,10,0.5641025641025641
40,0,1,0,1,0.5,0.5,0,10,0.55
41,1,1,1,0,0.5,0.5,0,10,0.5609756097560976
42,0,1,0,1,0.5,0.5,0,10,0.5476190476190477
43,0,1,0,1,0.5,0.5,0,10,0.5348837209302325
44,1,1,1,0,0.5,0.5,0,10,0.5454545454545454
45,0,1,0,1,0.5,0.5,0,10,0.5333333333333333
46,0,1,0,1,0.5,0.5,0,10,0.5217391304347826
47,0,1,0,1,0.5,0.5,0,10,0.5106382978723404
48,1,1,1,0,0.5,0.5,0,10,0.5208333333333334
49,1,1,1,0,0.5,0.5,0,10,0.5306122448979592
50,1,0,0,1,0.5,0.5,0,10,0.54
51,0,1,0,1,0.5,0.5,0,10,0.5294117647058824
52,0,1,0,1,0.5,0.5,0,10,0.5192307692307693
53,0,0,1,0,0.5,0.5,0,10,0.5094339622641509
54,0,1,0,1,0.5,0.5,0,10,0.5
55,0,1,0,1,0.5,0.5,0,10,0.4909090909090909
56,1,1,1,0,0.5,0.5,0,10,0.5
57,1,1,1,0,0.5,0.5,0,10,0.5087719298245614
58,1,1,1,0,0.5,0.5,0,10,0.5172413793103449
59,0,1,0,1,0.5,0.5,0,10,0.5084745762711864
60,1,1,1,0,0.5,0.5,0,10,0.5166666666666667
61,1,1,1,0,0.5,0.5,0,10,0.5245901639344263
62,0,0,1,0,0.5,0.5,0,10,0.5161290322580645
63,0,1,0,1,0.5,0.5,0,10,0.5079365079365079
64,0,1,0,1,0.5,0.5,0,10,0.5
65,0,1,0,1,0.5,0.5,0,10,0.49230769230769234
66,1,1,1,0,0.5,0.5,0,10,0.5
67,1,1,1,0,0.5,0.5,0,10,0.5074626865671642
68,1,1,1,0,0.5,0.5,0,10,0.5147058823529411
69,0,1,0,1,0.5,0.5,0,10,0.5072463768115942
70,0,0,1,0,0.5,0.5,0,10,0.5
71,0,0,1,0,0.5,0.5,0,10,0.49295774647887325
72,0,0,1,0,0.5,0.5,0,10,0.4861111111111111
73,0,1,0,1,0.5,0.5,0,10,0.4794520547945205
74,0,1,0,1,0.5,0.5,0,10,0.47297297297297297
75,1,1,1,0,0.5,0.5,0,10,0.48
76,0,1,0,1,0.5,0.5,0,10,0.47368421052631576
77,0,1,0,1,0.5,0.5,0,10,0.4675324675324675
78,1,1,1,0,0.5,0.5,0,10,0.47435897435897434
79,1,0,0,1,0.5,0.5,0,10,0.4810126582278481
80,0,1,0,1,0.5,0.5,0,10,0.475
81,1,1,1,0,0.5,0.5,0,10,0.48148148148148145
82,1,1,1,0,0.5,0.5,0,10,0.4878048780487805
83,0,1,0,1,0.5,0.5,0,10,0.4819277108433735
84,1,0,0,1,0.5,0.5,0,10,0.4880952380952381
85,0,0,1,0,0.5,0.5,0,10,0.4823529411764706
86,0,1,0,1,0.5,0.5,0,10,0.47674418604651164
87,0,1,0,1,0.5,0.5,0,10,0.47126436781609193
88,1,0,0,1,0.5,0.5,0,10,0.4772727272727273
89,0,1,0,1,0.5,0.5,0,10,0.47191011235955055
90,0,1,0,1,0.5,0.5,0,10,0.4666666666666667
91,1,1,1,0,0.5,0.5,0,10,0.4725274725274725
92,0,1,0,1,0.5,0.5,0,10,0.4673913043478261
93,1,1,1,0,0.5,0.5,0,10,0.4731182795698925
