# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = ProbAgent_model
# start_datetime = 2026-04-25 19:36:07 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b5699432be.json
# init = 2 (Default)
# random
#   seed = 1641957994
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-202604252136-2-453a23.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-profile-202604252136-2-5035c6.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=ProbAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,w,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,w_prior
-11.19201,0.99131454,0.5,1,3,0,11.358546,0.37574448,-0.86428398,-0.54805817,-0.44110039,-0.39980221,-0.44110039,1,6,7,2,7,1,2,5,2,7,0.34171802,0.35326407
-11.19201,7.1189468e-58,14.160122,1,1,0,11.421524,0.37574448,-0.86428398,-0.54805817,-0.44110039,-0.39980221,-0.44110039,2,5,6,5,4,3,6,7,5,7,0.34171802,0.40866433
-11.19201,0.0072730737,2.3819029,1,1,0,12.212844,0.37574448,-0.86428398,-0.54805817,-0.44110039,-0.39980221,-0.44110039,2,4,5,2,7,2,6,7,2,3,0.34171802,0.7822555
-11.303188,0.99180919,0.23889063,2,7,0,11.8475,0.25870741,-0.73707154,-0.5987905,-0.44727306,-0.30155479,-0.44727306,5,5,7,2,8,2,4,5,2,1,0.14034204,0.44716553
-11.695915,0.98243015,0.31555445,3,7,0,12.171706,0.1811202,-0.66987614,-0.64819499,-0.45933212,-0.25459226,-0.45933212,1,7,4,2,8,5,4,4,3,8,-0.11665288,0.58465667
-11.374709,1,0.46773506,2,3,0,11.684033,0.23854833,-0.7183338,-0.61040667,-0.44981345,-0.28785334,-0.44981345,5,2,8,3,8,4,7,5,3,7,0.086047535,0.64050979
-11.201152,1,0.79445037,2,3,0,11.333436,0.38442063,-0.87500897,-0.54542669,-0.44124587,-0.40827127,-0.44124587,1,6,8,5,7,3,6,6,3,7,0.35055014,0.42796109
-11.201152,0.62889504,1.4196577,1,1,0,11.404019,0.38442063,-0.87500897,-0.54542669,-0.44124587,-0.40827127,-0.44124587,3,6,6,5,5,4,6,8,3,3,0.35055014,0.50528192
-11.237579,0.94692388,0.81370234,2,3,0,11.504484,0.28422817,-0.7621047,-0.58530333,-0.44466676,-0.32032142,-0.44466676,2,7,7,7,6,7,4,6,1,7,0.19938768,0.8478175
-11.577736,0.90341202,1.278487,1,3,0,11.578142,0.51350102,-1.0572352,-0.52474859,-0.45394063,-0.55182926,-0.45394063,4,3,5,3,8,5,7,4,3,6,0.40473573,0.42263885
-11.577736,0.20391998,1.7679842,1,1,0,11.692406,0.51350102,-1.0572352,-0.52474859,-0.45394063,-0.55182926,-0.45394063,3,4,8,3,8,2,7,8,6,6,0.40473573,0.19529533
-11.823132,0.99097906,0.26954324,1,3,0,11.951432,0.56043914,-1.1347034,-0.52591367,-0.46373493,-0.61177275,-0.46373493,2,6,8,1,8,4,4,7,3,3,0.39074575,0.55193827
-11.184957,0.93197743,0.49722025,1,3,0,13.068983,0.32275425,-0.80271936,-0.56750956,-0.44204711,-0.35152881,-0.44204711,2,4,8,6,7,3,8,5,4,2,0.27117432,0.60489532
-11.186827,0.99843755,0.76210515,2,3,0,11.200658,0.32023391,-0.7999571,-0.56857949,-0.44216945,-0.34938462,-0.44216945,4,5,6,2,3,2,8,4,2,8,0.26704936,0.2319854
-11.177471,1,1.4350518,1,1,0,11.180772,0.34225153,-0.82459291,-0.55967709,-0.44133597,-0.36858873,-0.44133597,3,5,7,2,4,3,5,7,3,6,0.30061744,0.19909461
-11.177471,0.0071505966,2.699644,1,1,0,11.356359,0.34225153,-0.82459291,-0.55967709,-0.44133597,-0.36858873,-0.44133597,5,5,7,4,5,7,4,8,4,8,0.30061744,0.51541479
-11.240181,0.99166553,0.23755749,2,7,0,11.859311,0.28298211,-0.76084811,-0.58593032,-0.44477804,-0.31936915,-0.44477804,6,5,2,3,7,5,4,5,1,7,0.19673338,0.43547501
-11.198016,0.99706051,0.43854514,3,7,0,11.365785,0.38166617,-0.87158409,-0.54624525,-0.44119038,-0.40556573,-0.44119038,2,5,3,5,6,6,7,7,3,7,0.34782373,0.61828594
-11.232942,0.95386927,0.81640062,2,3,0,11.460843,0.2865228,-0.764428,-0.58415718,-0.44446615,-0.32208458,-0.44446615,4,3,7,2,6,4,7,7,5,5,0.20421752,0.23550564
-11.232942,0.43849553,1.3228771,1,1,0,11.62144,0.2865228,-0.764428,-0.58415718,-0.44446615,-0.32208458,-0.44446615,6,4,8,2,7,6,8,6,5,5,0.20421752,0.33487999
-11.85246,0.97330442,0.457783,2,7,0,11.896713,0.16194405,-0.65529299,-0.66237695,-0.4632489,-0.24550979,-0.4632489,2,7,4,5,5,1,3,6,1,6,-0.20541532,0.60521034
-11.872036,0.99756503,0.78411086,1,1,0,11.978578,0.15978333,-0.65369938,-0.66402447,-0.46371307,-0.24455341,-0.46371307,1,7,6,5,7,6,5,1,2,7,-0.21627255,0.95870386
-12.681467,0.76975163,1.429719,1,1,0,12.949241,0.097160851,-0.61183184,-0.71618516,-0.47914745,-0.22312006,-0.47914745,5,6,7,3,4,3,3,5,3,6,-0.64183882,0.39012424
-13.556333,0.87063704,1.3312398,1,1,0,13.861713,0.060087558,-0.59094079,-0.75115125,-0.49006154,-0.21665982,-0.49006154,2,6,7,3,6,4,4,7,2,3,-1.0821616,0.59052128
-11.807499,0.70992224,1.6601083,1,3,0,11.99512,0.55775206,-1.1300968,-0.52571992,-0.46309538,-0.60823422,-0.46309538,2,5,7,3,4,6,3,4,4,6,0.39203411,0.43705439
-11.184221,1,1.3032392,1,1,0,11.394293,0.32383326,-0.80390648,-0.56705553,-0.44199686,-0.35245109,-0.44199686,2,6,7,2,7,4,3,6,2,6,0.27291737,0.90244189
-11.184221,0.15465405,2.3367946,1,1,0,11.502937,0.32383326,-0.80390648,-0.56705553,-0.44199686,-0.35245109,-0.44199686,7,7,6,4,5,1,4,5,1,5,0.27291737,0.24124647
-11.177939,0.97562687,0.38617042,3,7,0,11.930047,0.33866419,-0.82050094,-0.56105913,-0.4414354,-0.36538753,-0.4414354,4,6,3,1,6,5,4,3,3,5,0.29551968,0.14500307
-11.236689,0.98881485,0.6473531,1,3,0,11.269101,0.28466104,-0.76254206,-0.58508628,-0.44462849,-0.32065309,-0.44462849,3,4,5,3,6,7,3,6,2,5,0.20030455,0.59248765
-11.227411,0.96400303,1.1157773,2,3,0,11.321,0.40272635,-0.8982459,-0.54038557,-0.44183608,-0.42664574,-0.44183608,3,6,4,2,6,2,4,5,3,7,0.3668816,0.42451001
-11.227411,0.051721287,1.7806255,2,3,0,12.683291,0.40272635,-0.8982459,-0.54038557,-0.44183608,-0.42664574,-0.44183608,2,7,6,2,7,7,6,5,1,4,0.3668816,0.7628605
-11.303184,0.99866963,0.23667016,2,5,0,11.316241,0.43773815,-0.94503044,-0.53267803,-0.44405414,-0.46365892,-0.44405414,1,7,6,3,5,4,4,5,6,6,0.38983748,0.17775742
