# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = ProbAgent_model
# start_datetime = 2026-04-25 19:46:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b5686cc467.json
# init = 2 (Default)
# random
#   seed = 158275517
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-202604252146-2-524d3a.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-profile-202604252146-2-01a334.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=ProbAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,w,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,w_prior
-14.368373,0.1090673,2,2,3,0,14.404093,0.077479878,-0.87571499,-0.54573964,-0.57711914,-0.5785415,-0.21590097,5,5,8,8,6,1,8,6,4,5,-0.84662364,0.56176709
-14.368373,0.0012772192,2.8472221,2,7,0,14.634563,0.077479878,-0.87571499,-0.54573964,-0.57711914,-0.5785415,-0.21590097,1,6,8,8,4,4,8,1,7,7,-0.84662364,0.73275894
-14.261537,0.99996862,0.29862504,4,15,0,14.480318,0.081610523,-0.87916147,-0.53789599,-0.57916431,-0.57227671,-0.21611857,1,8,6,8,5,3,7,6,8,8,-0.79917131,0.58093547
-14.269016,0.99963862,0.32173239,2,3,0,14.451718,0.081314062,-0.8789135,-0.53845359,-0.57901616,-0.57272614,-0.21610198,5,7,6,6,5,2,8,7,5,8,-0.8024878,0.29153633
-14.027965,1,0.44404097,1,1,0,14.274409,0.091461162,-0.88745604,-0.5198251,-0.58420784,-0.55736028,-0.21675541,7,7,7,7,6,3,8,6,6,6,-0.69599903,0.61390308
-13.875981,0.98343692,0.70396541,3,7,0,14.72485,0.77737196,-1.7795381,-0.25651387,-1.7525143,0.4073556,-0.55770995,2,8,8,8,7,3,8,7,8,5,0.037670254,0.61632949
-12.014315,1,1.1491685,1,1,0,13.12345,0.54229791,-1.3939894,-0.21527099,-1.1167974,0.092063456,-0.38626719,4,8,7,8,8,3,8,7,7,5,0.39828293,0.32802127
-12.014315,0.093703999,2.0661399,1,1,0,12.043245,0.54229791,-1.3939894,-0.21527099,-1.1167974,0.092063456,-0.38626719,2,6,6,8,6,2,7,4,7,3,0.39828293,0.58257702
-12.014618,0.99999365,0.22108349,1,1,0,12.020049,0.5423767,-1.3941025,-0.21526989,-1.1169554,0.092171635,-0.38631643,4,8,8,8,7,6,6,6,6,6,0.39825605,0.49979617
-12.183276,0.99034265,0.40816261,3,7,0,12.449267,0.58057659,-1.4501157,-0.21606135,-1.1971574,0.14441937,-0.41086954,1,2,5,6,3,4,7,4,6,6,0.37915157,0.54881374
