# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = ProbAgent_model
# start_datetime = 2026-04-25 19:50:29 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b578f23c1b.json
# init = 2 (Default)
# random
#   seed = 769130837
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-202604252150-1-396fd3.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-profile-202604252150-1-1c0236.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=ProbAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,w,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,w_prior
-17.775275,3.0682861e-14,4,1,1,0,17.821636,0.17106604,-3.0739674,-2.0281981,-2.4261822,-4.0720633,-2.2682233,3,2,4,3,5,2,3,3,1,3,-0.16156091,0.74119708
-14.749517,1,2.3350648,1,1,0,14.750856,0.95987366,-1.6793619,-1.5981861,-1.6672013,-2.0307775,-1.2606384,5,1,3,1,3,6,6,4,4,8,-1.4649163,0.77747608
-12.892744,0.39150191,2.4311673,2,3,0,12.91649,0.61960926,-2.1136625,-1.6770548,-1.9238989,-2.7586783,-1.529005,2,1,5,4,5,5,1,3,5,5,0.34653696,0.4138276
-13.165651,0.94570868,0.68061854,1,1,0,13.182679,0.5681408,-2.200303,-1.7014272,-1.9719635,-2.8873399,-1.594534,2,2,1,6,5,1,2,2,2,3,0.3867178,0.54596133
-12.695387,1,0.84999271,1,1,0,13.021058,0.67026124,-2.0338513,-1.6564812,-1.8789606,-2.636998,-1.4700107,7,3,8,7,8,1,5,2,6,7,0.28221717,0.83303839
-12.695387,0.15681774,1.3861483,2,3,0,13.854173,0.67026124,-2.0338513,-1.6564812,-1.8789606,-2.636998,-1.4700107,2,2,6,5,6,3,4,1,6,5,0.28221717,0.59606577
-13.180701,0.99554664,0.18339368,3,15,0,13.283126,0.56563279,-2.2046693,-1.7027068,-1.9743676,-2.8937412,-1.5978659,0,0,4,2,6,2,1,4,7,7,0.38808428,0.35936308
-14.760425,0.96935307,0.31544283,3,7,0,14.825145,0.37725062,-2.5725219,-1.8251413,-2.1715846,-3.4115442,-1.8827197,3,1,7,5,7,1,1,5,2,5,0.34330281,0.40729286
-13.867144,0.99168566,0.51948428,2,3,0,15.16096,0.47047233,-2.3804753,-1.7578519,-2.069866,-3.1459663,-1.7334085,3,1,3,6,3,3,2,6,3,4,0.40197148,0.66696982
-13.122223,1,0.93810075,1,1,0,13.741641,0.57553258,-2.1875126,-1.6977064,-1.9649113,-2.8685452,-1.5847881,2,2,7,3,6,3,6,3,8,5,0.38238,0.6527713
