# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = ProbAgent_model
# start_datetime = 2026-04-25 19:50:32 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b54c72412d.json
# init = 2 (Default)
# random
#   seed = 480035673
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-202604252150-1-5515a3.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-profile-202604252150-1-062073.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=ProbAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,w,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,w_prior
-13.761657,0.47265338,2,1,3,0,14.199232,0.33597777,-1.8756182,-2.7574297,-1.6418183,-1.7276798,-2.7588112,6,7,1,2,3,7,2,0,2,8,0.29160953,0.4194543
-13.761657,3.5133123e-20,5.5146568,1,2,1,14.747694,0.33597777,-1.8756182,-2.7574297,-1.6418183,-1.7276798,-2.7588112,8,7,5,2,7,7,2,1,4,7,0.29160953,0.32740792
-12.40934,1,0.70145651,2,7,0,13.591249,0.78528813,-1.5236827,-1.5717093,-1.5137379,-2.3012167,-1.9386676,7,7,3,6,5,8,5,3,3,5,0.01159659,0.71022104
-12.942532,0.96260599,0.84492326,2,3,0,12.950797,0.43601819,-1.7506915,-2.476731,-1.5695871,-1.814625,-2.5252881,4,3,3,0,5,8,7,5,3,6,0.38895487,0.32424483
-12.787508,1,1.1248074,2,3,0,12.800822,0.84057402,-1.5095484,-1.4378956,-1.5393457,-2.4071575,-1.8738688,6,5,0,2,8,8,3,2,2,6,-0.21808633,0.8468539
-12.365392,0.65787358,1.8567986,1,3,0,12.365795,0.54906448,-1.6467211,-2.1717298,-1.5157267,-1.9399289,-2.299345,8,6,2,2,7,6,4,0,1,6,0.39578915,0.42120756
-15.498315,0.25681523,1.148269,1,1,0,15.505543,0.19949286,-2.1141945,-3.1583393,-1.7751103,-1.6445329,-3.137165,7,7,0,5,4,8,6,4,2,7,-0.042727198,0.61894668
-14.851559,0.99947241,0.20425482,1,3,0,15.955915,0.24255369,-2.0286423,-3.0294925,-1.7288374,-1.6663568,-3.0095608,5,5,7,4,5,7,6,5,5,8,0.097424646,0.26788283
-15.01843,0.99753347,0.36822267,1,1,0,15.061489,0.23071937,-2.0510941,-3.0646798,-1.7411707,-1.6599532,-3.0438268,6,8,3,6,8,7,5,3,2,4,0.062906873,0.34605132
-14.810257,1,0.67621503,3,7,0,14.933013,0.95009313,-1.4952013,-1.1795764,-1.6276184,-2.6442805,-1.7659965,5,6,3,6,7,8,7,3,3,7,-1.2570325,0.48221293
-13.502508,1,1.2680402,1,1,0,14.765809,0.89805747,-1.4998543,-1.3012184,-1.5789031,-2.5268994,-1.813898,6,8,3,1,7,5,7,1,4,2,-0.59910783,0.77284473
-13.502508,0.14224326,2.3906213,1,3,0,13.733136,0.89805747,-1.4998543,-1.3012184,-1.5789031,-2.5268994,-1.813898,5,7,4,3,6,4,6,5,1,5,-0.59910783,0.53715455
-14.599389,0.99348007,0.30254171,3,7,0,14.602447,0.94422095,-1.4955376,-1.1932067,-1.6214517,-2.6305878,-1.7711012,6,8,4,1,2,6,7,2,3,2,-1.1519925,0.59289858
-14.725597,0.99766932,0.56357121,1,1,0,14.798428,0.94781968,-1.4953259,-1.1848505,-1.6252098,-2.6389655,-1.7679637,8,1,3,3,5,6,8,0,1,3,-1.2148815,0.59218802
-12.755611,0.83193696,1.0604271,1,3,0,14.411363,0.83696812,-1.5103229,-1.4465517,-1.53732,-2.3999783,-1.8778805,7,2,1,3,6,6,6,0,3,6,-0.20001935,0.24053194
-12.218635,0.89382414,1.1874094,2,3,0,12.829687,0.60079874,-1.6099613,-2.036179,-1.5016639,-2.0071721,-2.2080892,8,3,2,5,6,8,7,2,6,5,0.36397462,0.067801875
-12.168667,1,1.6083753,1,1,0,12.171213,0.70549605,-1.5531215,-1.7691006,-1.4956929,-2.1632457,-2.0448724,7,8,2,3,1,5,6,0,4,5,0.22044251,0.74024304
-12.168667,0.029968624,3.0028996,1,3,0,12.170597,0.70549605,-1.5531215,-1.7691006,-1.4956929,-2.1632457,-2.0448724,7,3,2,6,4,5,8,2,5,4,0.22044251,0.39204452
-12.30055,0.98993193,0.29386466,2,7,0,12.663065,0.75996889,-1.5318247,-1.633789,-1.5057106,-2.2555746,-1.9707219,8,8,0,6,8,8,1,0,1,4,0.090294955,0.062846454
-12.351147,0.98111763,0.53506481,2,3,0,12.61019,0.77273614,-1.527584,-1.6024217,-1.5094802,-2.2783689,-1.9543696,5,6,3,3,4,6,8,0,2,6,0.052298281,0.69226365
-14.9081,0.39414326,0.94053306,1,3,0,15.441799,0.9525893,-1.4950725,-1.1737897,-1.630294,-2.6501363,-1.7638496,8,7,6,4,5,4,4,4,3,3,-1.3057193,0.61892267
-15.514638,0.99673628,0.28896119,1,3,0,15.888588,0.96539267,-1.4945451,-1.1441775,-1.6445353,-2.6805053,-1.7530542,5,7,3,4,7,7,8,0,1,1,-1.6071506,0.53820545
-15.648985,0.99875646,0.53005657,1,1,0,15.715316,0.96770389,-1.4944734,-1.1388443,-1.6472001,-2.6860474,-1.751144,4,4,3,4,5,8,8,0,5,5,-1.6738783,0.78713081
-12.658532,0.66141202,0.96843102,1,3,0,15.649098,0.82508649,-1.5130179,-1.4751442,-1.5310059,-2.376592,-1.8913102,4,4,1,0,6,6,5,1,2,6,-0.14397127,0.65994087
-13.983598,0.91225811,0.66263933,2,3,0,14.064329,0.92226678,-1.4972168,-1.2443833,-1.5999365,-2.5804117,-1.7908631,7,6,1,5,5,5,3,3,3,1,-0.84363391,0.50160013
-12.201538,1,0.93462598,2,3,0,13.466197,0.60944189,-1.6044105,-2.0137689,-1.5000023,-2.0190303,-2.1935454,8,6,1,4,3,7,3,1,4,2,0.35636928,0.45776415
-12.201538,0.20922218,1.6806025,1,1,0,12.699108,0.60944189,-1.6044105,-2.0137689,-1.5000023,-2.0190303,-2.1935454,8,4,5,5,7,7,3,2,3,7,0.35636928,0.072144244
-12.20741,0.9989083,0.32464022,2,3,0,12.236875,0.60634707,-1.6063793,-2.0217856,-1.5005741,-2.0147635,-2.1987303,5,8,1,3,5,8,8,2,4,7,0.35917109,0.72433734
-13.091965,0.91433643,0.58151444,2,3,0,13.140002,0.41461905,-1.7745345,-2.535892,-1.5831605,-1.7941614,-2.5724412,8,5,4,4,4,8,6,2,1,6,0.37587189,0.34166421
-12.543148,0.88259745,0.8166981,1,3,0,14.126065,0.80873904,-1.5170897,-1.5146604,-1.5232032,-2.345085,-1.9103183,8,4,0,1,2,7,4,5,4,7,-0.074636013,0.58238598
-12.543148,0.30056858,1.0455983,1,3,0,16.82006,0.80873904,-1.5170897,-1.5146604,-1.5232032,-2.345085,-1.9103183,6,6,1,4,8,7,4,1,7,2,-0.074636013,0.64098154
-12.678721,0.99798323,0.27439155,2,3,0,12.681431,0.82768054,-1.5124107,-1.4688926,-1.5323376,-2.3816626,-1.8883506,5,6,0,2,6,8,7,2,3,3,-0.15577373,0.71052831
-12.16449,0.95417558,0.48169883,2,5,0,14.268578,0.63448572,-1.5892342,-1.9492089,-1.4963383,-2.0544159,-2.1525118,6,6,4,2,7,8,6,2,5,2,0.33036904,0.7696145
-12.181174,0.99599755,0.74535592,1,1,0,12.182787,0.62162015,-1.5968642,-1.9823057,-1.4980051,-2.0360461,-2.1733872,5,2,2,5,3,7,5,0,2,6,0.34447671,0.67152649
-12.285502,0.94456199,1.2794576,1,3,0,12.289468,0.75571486,-1.5332995,-1.6442695,-1.5045779,-2.2480785,-1.9762562,8,2,1,3,3,7,5,2,2,4,0.1022492,0.32472687
-12.285502,0.16111384,1.901958,1,1,0,12.331074,0.75571486,-1.5332995,-1.6442695,-1.5045779,-2.2480785,-1.9762562,8,6,0,3,8,7,6,3,6,5,0.1022492,0.44840327
-12.297929,0.99946337,0.3639545,1,1,0,12.300182,0.75924553,-1.5320733,-1.6355701,-1.5055136,-2.2542965,-1.9716599,2,3,4,4,7,8,4,1,0,3,0.092351747,0.53650472
-12.288169,0.94984263,0.62583524,1,3,0,12.942232,0.57299734,-1.6289456,-2.1087187,-1.5083561,-1.9702463,-2.2562238,7,3,2,6,5,8,6,1,5,5,0.38392023,0.37438212
-12.145356,1,0.93942553,1,3,0,12.239047,0.66700819,-1.5714647,-1.8661863,-1.494207,-2.1026791,-2.1016383,4,8,0,5,1,7,7,4,5,7,0.28716913,0.88137124
-12.379102,0.80747162,1.5924751,1,1,0,12.418359,0.77900101,-1.5256039,-1.5870771,-1.5115361,-2.289718,-1.9464863,7,8,3,1,7,6,4,3,3,5,0.032419393,0.75281772
-12.151745,1,1.6454261,1,1,0,12.188464,0.6490615,-1.5810054,-1.9118872,-1.4950096,-2.0757205,-2.1293778,7,6,2,0,5,5,4,2,6,4,0.31238738,0.64884596
-12.145834,0.65724493,2.7555326,1,3,0,12.145967,0.67449516,-1.5676732,-1.8472024,-1.4941491,-2.1141651,-2.0903065,8,5,5,4,7,6,8,2,2,5,0.27559075,0.31318854
-12.145834,0.080486242,1.9488598,1,1,0,13.072872,0.67449516,-1.5676732,-1.8472024,-1.4941491,-2.1141651,-2.0903065,8,4,3,5,4,6,6,2,4,2,0.27559075,0.37485624
-12.367436,0.98956259,0.33242894,2,7,0,12.535835,0.54849124,-1.6471637,-2.1732456,-1.5159211,-1.9392192,-2.3003973,8,6,2,6,4,8,7,3,5,7,0.39601499,0.40791521
-12.161907,0.96975322,0.54269476,3,7,0,12.88946,0.63691506,-1.5878324,-1.9429756,-1.4960753,-2.0579303,-2.1486181,7,5,3,5,6,5,8,2,3,3,0.32752202,0.6899155
-12.191081,0.90972176,0.83822407,2,3,0,12.594873,0.7197084,-1.5470517,-1.7335629,-1.4973871,-2.1865775,-2.0248343,7,8,0,2,5,2,4,3,2,4,0.19092554,0.7549602
-12.192343,0.99975297,1.1125661,2,3,0,12.199533,0.61461984,-1.601163,-2.0003754,-1.4991037,-2.026221,-2.184927,4,0,3,3,5,4,8,2,6,6,0.35148312,0.52915097
-12.192343,0.017167113,1.8264506,2,3,0,13.597986,0.61461984,-1.601163,-2.0003754,-1.4991037,-2.026221,-2.184927,8,5,3,4,5,8,4,6,2,7,0.35148312,0.56381134
-12.605452,0.9836757,0.28473138,4,15,0,13.118596,0.81791248,-1.5147525,-1.4924604,-1.5274572,-2.3626705,-1.8995759,7,6,3,6,5,6,8,1,4,3,-0.11250831,0.28269023
-12.574041,1,0.45099254,1,1,0,12.61878,0.81339876,-1.5158857,-1.5033756,-1.5253246,-2.3539875,-1.9048373,4,5,0,3,4,6,3,1,4,4,-0.093555693,0.79126183
-12.955697,0.89092843,0.73772139,1,3,0,14.479042,0.43405396,-1.7528199,-2.4821419,-1.5707895,-1.812704,-2.5295554,4,6,3,0,7,8,4,4,3,5,0.38791651,0.49168843
-12.160209,1,0.9286123,1,3,0,12.752378,0.6982438,-1.5563627,-1.7872993,-1.4950703,-2.1515426,-2.055288,5,5,2,5,5,6,6,3,1,4,0.23443664,0.50835822
-12.160209,0.70506081,1.5018357,1,1,0,12.357476,0.6982438,-1.5563627,-1.7872993,-1.4950703,-2.1515426,-2.055288,3,8,0,3,4,7,7,2,0,7,0.23443664,0.8528474
-12.695208,0.76897296,1.2208025,1,1,0,12.698795,0.82974852,-1.5119342,-1.4639125,-1.5334179,-2.385719,-1.8860022,8,7,3,4,6,3,5,0,2,7,-0.1653518,0.62453035
-12.5803,1,1.1522073,2,3,0,12.817844,0.81431548,-1.5156529,-1.5011575,-1.5257515,-2.3557463,-1.903765,6,4,5,4,7,7,7,1,3,2,-0.09735412,0.6267145
-13.217482,0.41644999,1.8435545,1,1,0,13.458747,0.39797839,-1.794102,-2.5822237,-1.5944308,-1.7789532,-2.6101328,6,8,4,5,8,7,6,3,7,7,0.36293996,0.42470396
-13.170636,1,0.78073391,1,1,0,13.450158,0.40406156,-1.786842,-2.5652533,-1.5902388,-1.7844414,-2.5962489,5,6,2,5,6,7,6,4,2,5,0.36795353,0.77014934
-12.404596,1,1.2447654,1,3,0,12.749034,0.78433183,-1.5239706,-1.5740448,-1.513394,-2.2994606,-1.9398509,5,8,3,2,4,8,8,3,4,3,0.014822074,0.86841718
-12.145693,1,1.9731771,1,1,0,12.19764,0.67369932,-1.5680711,-1.8492181,-1.4941474,-2.1129374,-2.0915044,6,8,4,8,2,4,8,1,3,5,0.2768521,0.65044632
-12.145693,0.0011976716,3.1103041,1,1,0,13.035534,0.67369932,-1.5680711,-1.8492181,-1.4941474,-2.1129374,-2.0915044,5,4,0,6,6,6,7,0,3,2,0.2768521,0.66203853
-12.17961,0.98636559,0.53463738,3,7,0,12.355507,0.71305727,-1.5498461,-1.7501731,-1.4965155,-2.1755929,-2.0341504,7,7,2,6,3,6,6,1,1,7,0.2050933,0.43207003
-12.17961,0.5106201,0.81966282,1,3,0,14.782901,0.71305727,-1.5498461,-1.7501731,-1.4965155,-2.1755929,-2.0341504,8,4,3,2,4,5,5,3,7,5,0.2050933,0.7321354
-12.152257,0.99992616,0.44166864,2,5,0,12.180676,0.64828291,-1.581434,-1.9138761,-1.4950654,-2.0745692,-2.1305997,8,5,5,5,4,8,5,1,3,2,0.31340323,0.13772074
-12.16523,0.99335459,0.69460163,1,3,0,12.202053,0.70274763,-1.5543383,-1.7759923,-1.4954379,-2.1587945,-2.0488044,7,3,0,3,8,7,7,2,2,6,0.22582825,0.43867959
-12.156628,1,1.0713176,1,1,0,12.166175,0.69452552,-1.5580627,-1.7966469,-1.4948136,-2.145595,-2.0606785,4,8,3,4,4,7,5,0,5,6,0.24134407,0.79565759
-12.156628,0.16614,1.6678038,1,1,0,13.329103,0.69452552,-1.5580627,-1.7966469,-1.4948136,-2.145595,-2.0606785,7,2,0,3,8,7,3,2,5,5,0.24134407,0.12929747
-12.29811,0.98932087,0.43448136,2,7,0,12.376888,0.56961761,-1.6313739,-2.117585,-1.5093077,-1.965883,-2.2622179,8,7,1,3,7,6,6,2,3,7,0.38588828,0.18782295
-12.244481,1,0.66118195,2,3,0,12.294822,0.58940157,-1.6175329,-2.0658321,-1.5041606,-1.9918107,-2.2275707,7,7,3,5,8,6,8,1,1,3,0.37297233,0.199609
-12.145305,1,1.0243353,1,3,0,12.20101,0.66944802,-1.5702171,-1.8599947,-1.49417,-2.1064066,-2.0979301,8,6,2,3,7,7,7,1,3,1,0.28346635,0.55921034
-12.145305,0.26599804,1.5793182,1,1,0,12.853815,0.66944802,-1.5702171,-1.8599947,-1.49417,-2.1064066,-2.0979301,8,6,0,3,6,6,7,1,3,6,0.28346635,0.61397817
-12.201556,0.98888544,0.52202424,2,5,0,12.280614,0.72503913,-1.5448701,-1.7202764,-1.4981868,-2.1954652,-2.0174453,6,4,0,3,6,8,7,4,7,8,0.17910334,0.62213083
-12.171111,0.99154231,0.78555637,1,3,0,12.270664,0.62890457,-1.5925014,-1.9635486,-1.497005,-2.0463971,-2.1615149,7,5,1,3,3,8,7,1,6,5,0.33668769,0.52922747
-12.209739,0.97006202,1.1834551,2,3,0,12.232803,0.72884088,-1.5433456,-1.7108151,-1.4988125,-2.2018496,-2.0122177,8,8,0,5,7,8,5,2,3,5,0.17041016,0.55080315
-12.982937,0.54476268,1.6983928,1,1,0,13.188521,0.86013516,-1.5056944,-1.3911091,-1.5512454,-2.4467767,-1.8526222,6,8,0,3,6,3,3,3,5,4,-0.32598499,0.84205887
-12.329706,1,1.0161902,1,1,0,12.806534,0.76757958,-1.5292635,-1.615075,-1.5078903,-2.2691088,-1.9609277,8,8,4,0,5,7,8,4,2,5,0.068038971,0.93604649
-12.226173,1,1.5454045,1,1,0,12.346153,0.7357524,-1.5406402,-1.6936447,-1.5000692,-2.2135544,-2.0028034,6,6,0,3,7,6,6,1,3,5,0.15402909,0.8916218
-12.226173,0.043844857,2.3401482,1,1,0,13.708638,0.7357524,-1.5406402,-1.6936447,-1.5000692,-2.2135544,-2.0028034,7,8,3,4,3,7,7,6,1,7,0.15402909,0.35705814
-12.267404,0.99626308,0.51281124,1,1,0,12.267415,0.75023768,-1.5352444,-1.6577848,-1.5032093,-2.2384992,-1.9834453,2,7,5,3,5,5,5,2,5,6,0.11714873,0.90629114
-12.228009,1,0.77170147,2,3,0,12.268613,0.73647516,-1.5403623,-1.6918514,-1.5002096,-2.2147857,-2.0018256,8,5,0,2,3,4,8,4,3,5,0.15227205,0.69021234
-12.206131,1,1.1652205,1,1,0,12.248346,0.72719864,-1.544001,-1.7149006,-1.4985365,-2.1990871,-2.0144715,4,6,0,2,3,8,8,1,4,5,0.17419249,0.92159289
-12.290576,0.89475502,1.7522606,1,1,0,12.317492,0.57216895,-1.6295383,-2.1108909,-1.5085866,-1.9691743,-2.2576901,8,4,5,8,4,4,7,3,2,5,0.3844116,0.133925
-12.290576,0.0064267073,2.1313192,1,1,0,13.157546,0.57216895,-1.6295383,-2.1108909,-1.5085866,-1.9691743,-2.2576901,4,7,5,3,6,5,6,1,1,7,0.3844116,0.57687825
-12.341596,0.99541394,0.45019971,1,1,0,12.342417,0.55593657,-1.6414775,-2.1535827,-1.5134604,-1.9484962,-2.2868015,8,5,4,6,6,8,8,2,2,8,0.39287053,0.34061894
-12.228307,1,0.66997916,1,1,0,12.319516,0.59633804,-1.6128903,-2.0477709,-1.5025999,-2.0011227,-2.2156727,5,5,0,2,5,6,8,3,4,5,0.36763439,0.48435557
-12.177988,0.98544274,1.0021943,2,3,0,12.287725,0.71202582,-1.5502867,-1.7527523,-1.4963928,-2.1738998,-2.0356048,7,4,3,3,2,7,7,0,2,3,0.20723392,0.89713128
