# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = ProbAgent_model
# start_datetime = 2026-04-25 19:47:05 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b56bd11d1a.json
# init = 2 (Default)
# random
#   seed = 224771726
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-202604252147-2-781391.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-profile-202604252147-2-38bb3b.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=ProbAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,w,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,w_prior
-11.252225,0.31743358,2,2,3,0,11.294224,0.23106202,-0.29415819,0.2429249,-0.62184402,-0.71160587,-0.66845162,5,7,3,2,6,7,8,2,8,3,0.063945392,0.80071252
-11.252225,8.6131062e-13,4.1586546,1,1,0,12.487405,0.23106202,-0.29415819,0.2429249,-0.62184402,-0.71160587,-0.66845162,3,7,4,2,8,8,7,1,6,4,0.063945392,0.46817074
-11.450745,0.97172909,0.48653183,2,3,0,11.873311,0.20242814,-0.25264548,0.30035039,-0.60932224,-0.68701355,-0.68368278,5,7,1,2,5,7,7,1,8,6,-0.031794195,0.76251858
-11.077152,1,0.51816789,2,3,0,11.470569,0.26422137,-0.34255507,0.17580722,-0.63751851,-0.7423554,-0.65179682,5,6,4,3,3,7,8,1,3,5,0.15396548,0.538615
-11.740496,0.94070205,0.74096101,2,7,0,11.780992,0.66206656,-0.95230052,-0.68650511,-0.93698011,-1.3252537,-0.53202286,6,6,4,4,2,5,7,1,5,2,0.29446396,0.6498615
-11.36358,1,1.0065064,1,1,0,11.775484,0.6016939,-0.85610766,-0.54829404,-0.87670247,-1.2081454,-0.54079776,6,7,3,4,3,7,4,1,1,2,0.36321856,0.47750269
-11.753542,0.70415784,1.7452703,1,1,0,12.532974,0.66388557,-0.95522048,-0.6907141,-0.93889098,-1.3289685,-0.53181069,6,8,3,5,4,7,6,1,3,4,0.29181038,0.53291576
-11.753542,0.65628618,1.2581361,1,1,0,13.099669,0.66388557,-0.95522048,-0.6907141,-0.93889098,-1.3289685,-0.53181069,5,7,1,4,6,7,5,2,2,6,0.29181038,0.82133557
-12.040552,0.95812961,0.78503338,1,1,0,12.154973,0.70065358,-1.0145192,-0.77636564,-0.9787533,-1.4065128,-0.52817879,5,8,3,3,5,3,4,1,2,7,0.22986399,0.36851992
-11.827783,0.78681331,1.2776494,2,3,0,12.439393,0.67396986,-0.97143163,-0.71409632,-0.94958803,-1.3497678,-0.53068993,6,7,4,5,4,7,6,1,2,7,0.27642413,0.42847137
