# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = ProbAgent_model
# start_datetime = 2026-04-25 19:36:09 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b55c9dbad5.json
# init = 2 (Default)
# random
#   seed = 780230540
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-202604252136-1-608f52.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-profile-202604252136-1-14cc40.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=ProbAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,w,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,w_prior
-10.824295,0.038164107,2,1,1,0,11.224219,0.67540704,-1.3397177,-0.27398427,0.051867129,-0.50574983,-0.50062456,4,5,5,2,1,7,3,7,6,3,0.27413641,0.48889907
-10.999279,0.6238912,2.5028471,1,1,0,11.298377,0.55191534,-1.6079553,-0.33166477,-0.20899346,-0.58725539,-0.46173963,6,3,5,3,3,3,5,8,3,2,0.39462576,0.2910763
-11.033195,0.99126468,1.0961765,2,3,0,11.100949,0.76553814,-1.1611657,-0.24304408,0.23607394,-0.4662555,-0.54372528,3,4,6,2,2,5,3,6,5,2,0.074120875,0.38360866
-11.033195,0.70939457,1.3674008,1,3,0,11.417687,0.76553814,-1.1611657,-0.24304408,0.23607394,-0.4662555,-0.54372528,3,3,7,1,6,5,2,8,3,6,0.074120875,0.43526046
-12.09288,0.78549176,0.91424286,1,3,0,12.113648,0.88445,-0.94697875,-0.21899588,0.47165662,-0.44187059,-0.62274674,6,3,5,4,2,6,1,7,6,1,-0.48908181,0.67586889
-11.767393,1,0.78901257,1,1,0,12.122328,0.8607697,-0.9877174,-0.22211036,0.42539251,-0.4440783,-0.60480096,4,3,5,7,2,5,1,8,4,3,-0.32979472,0.49439636
-11.256607,0.79764493,1.3591815,2,3,0,11.784611,0.80555456,-1.0863993,-0.23267791,0.3162731,-0.45440493,-0.56731612,4,3,7,4,5,4,2,7,1,6,-0.062068562,0.52605255
-10.893293,0.59758212,1.3053222,2,3,0,11.646126,0.5921731,-1.5174292,-0.31104994,-0.12283726,-0.55729741,-0.47203284,5,2,8,5,2,1,5,6,4,1,0.37089072,0.8458273
-10.90985,0.99890336,0.67750107,2,3,0,10.919962,0.58459376,-1.5342409,-0.3148016,-0.13897372,-0.56268989,-0.46992487,3,4,7,6,2,6,3,4,5,3,0.37642302,0.17036717
-11.31269,0.72810864,1.2532669,2,3,0,11.453309,0.81337188,-1.0721131,-0.23091176,0.33182962,-0.45251237,-0.57226674,2,1,6,5,3,5,1,8,3,2,-0.093444682,0.26594002
-11.406925,0.97636544,0.9955407,1,1,0,11.544516,0.82524004,-1.0506228,-0.22839732,0.3553791,-0.44990761,-0.58000318,5,5,7,4,3,4,3,8,4,2,-0.14466339,0.43391548
-11.63199,0.58462824,1.7423447,2,3,0,11.681933,0.42166438,-1.9223915,-0.40939209,-0.49557762,-0.70614032,-0.44285636,5,3,8,3,1,5,1,7,3,1,0.38061296,0.83235066
-10.986745,1,0.88891449,2,3,0,11.56567,0.75420389,-1.1828423,-0.24637117,0.21318409,-0.47025926,-0.53756017,6,2,6,4,2,6,3,8,4,2,0.10641403,0.82212229
-13.005195,0.23175801,1.6820235,2,3,0,13.054178,0.26572667,-2.3460908,-0.52274954,-0.85565858,-0.89238374,-0.44648789,1,4,7,6,1,4,2,6,4,3,0.15759848,0.60505421
-12.947474,0.99977018,0.2888,3,9,0,13.843776,0.92648716,-0.87699538,-0.21571982,0.55301325,-0.44137735,-0.65756778,5,5,7,3,6,5,5,8,3,3,-0.89489083,0.60546096
-11.931529,0.9602347,0.54842499,2,5,0,14.955219,0.37947549,-2.0316823,-0.43796733,-0.59109687,-0.75178841,-0.44115243,3,2,8,3,3,1,6,6,4,3,0.34560402,0.64678175
-10.887488,1,0.91616133,1,3,0,11.580476,0.59502138,-1.5111389,-0.30965585,-0.11678325,-0.55530077,-0.47284573,4,1,8,1,1,3,4,5,5,2,0.36868052,0.79458601
-10.887488,0.17422728,1.717648,1,1,0,11.235297,0.59502138,-1.5111389,-0.30965585,-0.11678325,-0.55530077,-0.47284573,2,1,8,4,2,2,3,8,4,1,0.36868052,0.60175988
-10.853198,0.99940062,0.2613866,1,3,0,10.9198,0.615074,-1.4672777,-0.3000875,-0.074315114,-0.54170692,-0.47889277,5,1,7,7,2,4,2,8,3,4,0.35104261,0.65667395
-10.836167,0.9883966,0.49013125,1,3,0,11.031708,0.69050061,-1.3088245,-0.26810851,0.083067883,-0.49793165,-0.50692476,7,3,6,2,3,3,2,8,3,2,0.24862189,0.18480663
-10.820672,1,0.88108573,1,3,0,10.831867,0.66406874,-1.3631909,-0.27857388,0.028333672,-0.51193525,-0.49612385,2,5,7,4,2,5,2,6,3,3,0.29154114,0.50532875
-10.820672,0.13844371,1.624186,1,1,0,11.893818,0.66406874,-1.3631909,-0.27857388,0.028333672,-0.51193525,-0.49612385,2,6,5,8,3,4,2,8,4,5,0.29154114,0.087874322
-11.066252,0.99403673,0.23716754,2,7,0,11.210178,0.53240582,-1.6529282,-0.34225408,-0.25114706,-0.60293418,-0.45753704,5,5,8,4,2,6,2,6,6,6,0.40125571,0.85012664
-11.155312,0.97980616,0.43034428,2,3,0,11.447171,0.51001533,-1.7054452,-0.35487639,-0.29985405,-0.62185622,-0.45332794,3,5,6,8,1,3,3,8,3,5,0.4050638,0.16613015
-10.847298,0.97725313,0.74218324,1,3,0,11.322764,0.69953607,-1.2905235,-0.26472088,0.10167669,-0.49348019,-0.51086764,4,2,6,4,6,3,3,8,2,2,0.23199398,0.2061358
-13.901578,0.39605677,1.2592149,2,3,0,14.139531,0.19699229,-2.5511561,-0.57922225,-1.0207721,-0.98995598,-0.45636764,2,4,8,4,2,2,2,5,2,2,-0.05222219,0.46632135
-13.174811,0.99991731,0.40814415,3,7,0,14.05758,0.25127762,-2.3882111,-0.53430031,-0.89002933,-0.91209511,-0.44816022,5,4,8,3,3,1,3,5,8,3,0.12117554,0.62876929
-12.795816,0.98519731,0.73531549,2,3,0,14.398987,0.28465464,-2.2916833,-0.50788015,-0.81090045,-0.86719955,-0.44462905,1,3,8,4,1,2,3,7,6,3,0.20029102,0.60756772
-10.832714,1,1.259066,1,1,0,11.589135,0.68704073,-1.3158705,-0.26943157,0.075928528,-0.49968167,-0.50544911,8,3,6,7,5,4,2,7,7,2,0.25471555,0.71884962
