# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = ProbAgent_model
# start_datetime = 2026-04-25 19:36:08 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b53b381f42.json
# init = 2 (Default)
# random
#   seed = 1685414154
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-202604252136-2-358aad.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-profile-202604252136-2-5f60c7.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=ProbAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,w,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,w_prior
-10.993061,0.32326007,2,1,1,0,12.043834,0.31187615,-0.48702179,-0.23124298,-0.54009582,-0.7470537,-0.72992556,5,8,3,7,6,2,7,4,6,5,0.25282391,0.38297394
-10.993061,1.5019566e-11,4.202944,1,1,0,11.791199,0.31187615,-0.48702179,-0.23124298,-0.54009582,-0.7470537,-0.72992556,4,5,3,7,7,1,7,7,6,5,0.25282391,0.75747727
-11.167227,0.98986258,0.49325955,2,3,0,11.249105,0.27707993,-0.51379487,-0.23983089,-0.53236583,-0.82877594,-0.67990869,2,6,4,8,4,2,6,4,2,6,0.1838536,0.39588456
-11.00155,1,0.55232979,1,1,0,11.152842,0.30995392,-0.48847416,-0.23167332,-0.53959843,-0.75154221,-0.7271079,1,8,1,5,5,1,7,2,8,5,0.24943092,0.83759493
-11.190076,0.94975783,0.79346156,2,3,0,11.626543,0.273095,-0.51692571,-0.24092016,-0.53165149,-0.83819924,-0.67431473,2,7,3,5,7,2,3,3,8,8,0.17486442,0.6095789
-10.875474,1,1.110621,1,1,0,11.132412,0.34218184,-0.4645408,-0.22516374,-0.54903872,-0.67668512,-0.77518656,2,8,3,6,8,3,4,5,8,7,0.30051975,0.20538364
-10.875474,0.098561651,1.930925,1,1,0,10.948151,0.34218184,-0.4645408,-0.22516374,-0.54903872,-0.67668512,-0.77518656,2,7,3,5,6,4,8,4,6,2,0.30051975,0.2926223
-10.680295,0.99842218,0.21169466,2,7,0,11.098,0.47123031,-0.37789893,-0.21563297,-0.61119346,-0.38507108,-0.9853984,4,6,5,4,8,1,7,2,6,3,0.40214883,0.48059931
-10.723175,0.99492209,0.38050879,2,7,0,10.810747,0.51804556,-0.3502924,-0.21965881,-0.64393562,-0.28234486,-1.0686276,3,7,5,4,3,1,7,1,8,6,0.40416169,0.61196181
-10.701372,1,0.69314888,1,1,0,10.719503,0.50168756,-0.35969704,-0.21774699,-0.63184722,-0.31806043,-1.0391231,3,8,3,6,3,1,8,3,8,6,0.40545372,0.73795162
