# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = ProbAgent_model
# start_datetime = 2026-04-25 19:36:05 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b52c80cf4e.json
# init = 2 (Default)
# random
#   seed = 1730699033
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-202604252136-2-30907a.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-profile-202604252136-2-14fc7c.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=ProbAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,w,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,w_prior
-11.495913,1,1,1,3,0,11.709899,0.36972843,-0.69611095,-0.85695513,-0.44104977,-0.54997424,-0.85124077,2,3,3,2,3,1,5,8,2,6,0.33516846,0.47230391
-11.495913,1.0339128e-60,14.38551,1,1,0,13.028615,0.36972843,-0.69611095,-0.85695513,-0.44104977,-0.54997424,-0.85124077,2,3,7,5,4,6,4,6,3,3,0.33516846,0.83794199
-11.76675,0.58377509,2.4311673,1,1,0,12.089276,0.25158348,-0.63139436,-0.73034606,-0.44812256,-0.6027982,-0.71303122,2,4,7,6,2,4,3,7,3,6,0.12198345,0.49257862
-11.603382,0.99821673,1.1360937,2,3,0,11.739532,0.29738451,-0.65448232,-0.77558902,-0.44359275,-0.5788804,-0.76334205,4,6,8,5,4,4,2,7,5,6,0.22608465,0.55172907
-11.678036,0.93170222,1.7106055,1,1,0,11.824673,0.27353849,-0.6421531,-0.75143964,-0.44567489,-0.59078727,-0.73663386,4,2,5,3,4,1,1,6,6,5,0.17587675,0.73070772
-11.678036,0.056501686,2.3459744,1,1,0,11.678339,0.27353849,-0.6421531,-0.75143964,-0.44567489,-0.59078727,-0.73663386,1,4,4,4,2,2,4,5,4,3,0.17587675,0.49110392
-11.703729,0.99970274,0.23156235,2,3,0,11.70873,0.26664489,-0.63871423,-0.74469946,-0.446389,-0.59445011,-0.72912105,2,3,7,3,6,2,2,3,7,2,0.15979673,0.40072912
-11.505133,0.99697,0.40504423,2,5,0,11.856322,0.41093256,-0.72276601,-0.90893339,-0.44222666,-0.53835095,-0.9059705,3,2,3,4,4,1,4,5,3,6,0.3732187,0.47093923
-11.512527,0.99946249,0.72928205,2,3,0,11.513522,0.41906385,-0.72828735,-0.91969029,-0.44269134,-0.53647256,-0.91717574,3,3,6,3,5,7,3,8,3,4,0.37891306,0.48054346
-12.63959,0.56874883,1.3519189,1,3,0,12.645553,0.13940101,-0.58498215,-0.63915813,-0.46831767,-0.68006231,-0.60719053,1,3,8,6,3,5,6,7,5,7,-0.3287677,0.78223288
-13.052597,0.97719727,0.64886358,1,1,0,13.058663,0.11030181,-0.575204,-0.61992912,-0.47559367,-0.70452681,-0.58378535,5,4,4,6,7,5,5,3,6,7,-0.52964844,0.45320652
-12.832763,1,1.1391488,1,1,0,13.334159,0.1247396,-0.57994196,-0.6292455,-0.47188099,-0.69215685,-0.59518818,8,6,7,7,6,1,5,5,7,1,-0.42300129,0.17938199
-11.939112,1,2.1525563,1,1,0,12.972979,0.2189454,-0.61643185,-0.70097943,-0.45268591,-0.62252111,-0.67969078,2,4,5,4,4,5,2,8,8,7,0.025716353,0.74610384
-11.939112,1.5991662e-05,4.057221,2,3,0,12.676809,0.2189454,-0.61643185,-0.70097943,-0.45268591,-0.62252111,-0.67969078,3,2,6,5,5,3,1,4,7,5,0.025716353,0.60489711
-12.318114,0.985462,0.33657401,1,3,0,12.580844,0.16930081,-0.59598353,-0.66079407,-0.46170311,-0.65684284,-0.63298318,5,3,8,3,7,5,8,5,3,4,-0.16980626,0.51067061
-12.035607,0.97655185,0.61084096,2,5,0,12.844365,0.58279935,-0.85905186,-1.1738694,-0.46943749,-0.52812975,-1.1720755,3,4,2,3,2,3,2,6,4,4,0.37765915,0.50553729
-11.493815,0.93987039,1.0721685,2,3,0,12.125669,0.37874983,-0.70176007,-0.86797819,-0.44114107,-0.54712902,-0.86293186,3,6,7,3,5,1,1,6,5,7,0.34485867,0.66992293
-11.493815,0.12854843,1.6709516,2,3,0,13.205202,0.37874983,-0.70176007,-0.86797819,-0.44114107,-0.54712902,-0.86293186,5,3,7,2,5,4,4,6,4,6,0.34485867,0.66276744
-11.570351,0.99709351,0.221456,3,11,0,11.749162,0.31087005,-0.66175586,-0.78982433,-0.44268447,-0.57266992,-0.7789417,1,4,7,1,6,2,2,2,7,5,0.25105375,0.92173962
-11.589457,0.99675613,0.41293555,2,3,0,11.649644,0.30275697,-0.65735375,-0.78120979,-0.44320744,-0.57636099,-0.76951379,1,4,8,7,6,2,3,7,5,3,0.23631335,0.29056124
-11.723296,0.97496481,0.7621211,1,1,0,11.723862,0.26171507,-0.63628918,-0.7399452,-0.44693031,-0.59713036,-0.72380561,4,2,7,1,3,4,3,6,6,5,0.14783513,0.44317412
-11.723296,0.11939341,1.3062407,1,3,0,14.556315,0.26171507,-0.63628918,-0.7399452,-0.44693031,-0.59713036,-0.72380561,1,2,7,3,4,5,4,2,2,3,0.14783513,0.78139446
-12.82693,0.98835511,0.18071274,3,9,0,13.66977,0.12515314,-0.58008095,-0.62951885,-0.47177762,-0.69180928,-0.59552088,2,2,7,3,1,1,4,4,6,4,-0.42016414,0.8652415
-13.312387,0.99781489,0.32328256,3,7,0,13.314908,0.09571006,-0.57064094,-0.61096016,-0.47954995,-0.71749572,-0.57268224,5,3,5,6,7,2,1,4,3,6,-0.65527764,0.30255106
-12.033641,0.98278372,0.58867604,2,5,0,14.154753,0.58243523,-0.85871723,-1.1732196,-0.46933914,-0.528085,-1.1714449,2,5,7,3,2,6,2,3,4,2,0.37790657,0.32031441
-12.474614,0.85837004,1.0166865,1,1,0,12.641057,0.65121419,-0.92569719,-1.3033228,-0.49125803,-0.54170295,-1.2958551,5,2,6,5,4,2,4,5,4,2,0.30954552,0.17596721
-11.505024,1,1.2230955,1,1,0,11.930994,0.41079563,-0.72267377,-0.90875367,-0.4422195,-0.53838375,-0.90578295,1,7,8,5,3,2,6,6,4,5,0.37311785,0.28968161
-11.505024,0.022454999,2.1836017,1,1,0,12.131403,0.41079563,-0.72267377,-0.90875367,-0.4422195,-0.53838375,-0.90578295,3,2,6,1,3,1,3,7,5,3,0.37311785,0.70483386
-11.545261,0.99912269,0.25369238,2,5,0,11.559661,0.44337036,-0.74531661,-0.95284875,-0.44454678,-0.53167583,-0.95147362,4,3,5,6,4,1,3,6,5,4,0.39255446,0.47430737
-12.912671,0.80383466,0.45344186,1,3,0,14.842038,0.7034402,-0.9818723,-1.4125847,-0.51261152,-0.5591361,-1.3976601,2,3,7,3,7,2,1,8,4,4,0.22448067,0.64845549
-12.595901,0.98886975,0.47019331,3,7,0,13.850576,0.6668791,-0.94204806,-1.3351064,-0.49722105,-0.54627827,-1.3257108,2,3,7,8,5,3,6,6,4,6,0.28736318,0.34559372
-12.807238,0.964825,0.80542784,1,1,0,13.000679,0.69188712,-0.9690322,-1.3875926,-0.50752141,-0.5547404,-1.3745775,5,2,7,1,5,1,5,6,3,5,0.24613794,0.33621392
-11.713357,1,1.2817715,1,1,0,12.372209,0.50948717,-0.79573958,-1.0509005,-0.45323646,-0.52486626,-1.0509392,5,3,7,5,7,3,2,7,1,5,0.40510502,0.29846569
-11.713357,0.040479694,2.2239502,1,1,0,11.81486,0.50948717,-0.79573958,-1.0509005,-0.45323646,-0.52486626,-1.0509392,6,1,6,8,3,4,1,6,4,2,0.40510502,0.49599866
-11.565558,0.99646054,0.30068261,2,7,0,11.95424,0.31307172,-0.66296421,-0.79218843,-0.44255482,-0.57169181,-0.78152258,4,6,6,5,3,3,5,7,4,2,0.2549111,0.2008226
-11.702391,0.99258358,0.51825749,2,5,0,11.708447,0.50623175,-0.79311255,-1.0457956,-0.4526805,-0.52498669,-1.0458277,3,4,8,4,4,3,4,8,2,2,0.40530976,0.3946267
-11.582856,1,0.87667454,1,1,0,11.678115,0.46285655,-0.75954551,-0.98053534,-0.44654679,-0.52871814,-0.97984443,2,1,8,2,8,2,5,8,1,3,0.39993128,0.63607786
-14.330845,0.19563408,1.4992899,2,3,0,14.416191,0.056015959,-0.55936118,-0.58882145,-0.4913395,-0.75518012,-0.54463566,2,3,8,3,5,5,5,8,5,6,-1.1480052,0.75906609
-15.666846,0.98874374,0.32215126,3,15,0,17.461451,0.028346355,-0.55246539,-0.57533283,-0.50043613,-0.78356245,-0.52696857,2,6,7,3,5,2,8,2,7,5,-1.8002532,0.59802076
-11.651816,0.99611842,0.53498675,3,15,0,17.754139,0.48997968,-0.78022459,-1.0207469,-0.45010639,-0.52592208,-1.0206435,1,3,7,3,4,1,3,7,5,5,0.4050634,0.41512939
-11.49456,0.98519383,0.89819984,2,3,0,11.727567,0.37428187,-0.69894932,-0.86249411,-0.44108431,-0.54851711,-0.85712134,2,4,7,2,4,5,3,7,1,7,0.34015809,0.35824421
-14.571036,0.12420645,1.4558165,1,1,0,14.598365,0.83489965,-1.1459701,-1.7335076,-0.58649926,-0.63176026,-1.6841465,1,2,6,1,6,2,1,7,4,6,-0.1898861,0.63864888
-11.757768,0.9995442,0.27396293,2,5,0,14.962413,0.52190743,-0.80590335,-1.070648,-0.4554826,-0.52461262,-1.0706475,5,3,7,5,4,3,4,4,7,2,0.40354352,0.25391733
-12.03215,0.98390671,0.46075665,2,3,0,12.091887,0.58215859,-0.85846313,-1.1727261,-0.46926454,-0.52805119,-1.170966,1,2,7,6,7,5,5,7,3,5,0.37809377,0.6145426
-12.154794,0.86025821,0.74007735,3,7,0,13.397683,0.18815394,-0.60342508,-0.67542418,-0.45798726,-0.64319048,-0.65015119,5,1,5,2,5,3,3,7,4,3,-0.08717989,0.63723953
-12.190494,0.99436701,0.87322936,1,1,0,12.320222,0.18376302,-0.60165676,-0.67194817,-0.45882101,-0.64630223,-0.64609036,3,5,8,4,2,3,3,7,3,4,-0.10539935,0.40618666
-12.177084,1,1.4223754,1,1,0,12.568766,0.18539302,-0.60231069,-0.67323366,-0.45850925,-0.64514229,-0.6475934,6,1,8,6,4,7,7,7,6,5,-0.098567338,0.53562203
-12.177084,0.00010269961,2.3324689,2,3,0,13.210858,0.18539302,-0.60231069,-0.67323366,-0.45850925,-0.64514229,-0.6475934,2,2,8,2,2,4,5,7,4,3,-0.098567338,0.87773742
-12.702198,0.99389446,0.34850703,3,7,0,12.789969,0.13442011,-0.58324388,-0.63573932,-0.46950476,-0.68411859,-0.60306528,1,4,5,1,3,3,3,6,4,8,-0.35938136,0.70395387
-11.713768,0.98786526,0.5647845,1,3,0,13.160551,0.26408393,-0.63745091,-0.74222287,-0.44666702,-0.59583612,-0.72635382,6,3,7,5,5,4,5,3,7,5,0.15363197,0.43524751
-12.377795,0.90500555,0.89646038,1,3,0,12.380568,0.16311438,-0.59362713,-0.65616034,-0.46299941,-0.66148879,-0.627502,3,2,6,1,2,2,5,7,5,4,-0.19961203,0.83058293
-11.702448,1,1.1647394,1,1,0,12.178708,0.26697673,-0.63887849,-0.74502146,-0.44635348,-0.59427152,-0.72948056,4,6,7,5,5,3,2,3,5,5,0.16058786,0.20784222
-11.557865,0.41030949,1.8809369,2,3,0,11.557867,0.450507,-0.75046767,-0.96287355,-0.44522583,-0.53050076,-0.96177344,2,4,7,4,2,2,1,7,5,6,0.39561856,0.70638155
-11.627196,0.95389797,0.7725365,1,3,0,11.852009,0.28900005,-0.65007015,-0.7669497,-0.44425587,-0.5829321,-0.75382375,4,3,6,7,4,6,1,4,7,6,0.20934813,0.57773173
-11.627196,0.65103379,1.118151,1,3,0,12.568485,0.28900005,-0.65007015,-0.7669497,-0.44425587,-0.5829321,-0.75382375,1,6,5,5,6,2,4,6,6,6,0.20934813,0.31948852
-11.634252,0.99850122,0.80700391,1,1,0,11.663099,0.28667724,-0.64886266,-0.76458479,-0.44445285,-0.58408043,-0.7512113,3,2,1,5,5,5,5,7,4,6,0.20453989,0.23810381
-11.634252,0.62687192,1.2858392,1,1,0,12.340672,0.28667724,-0.64886266,-0.76458479,-0.44445285,-0.58408043,-0.7512113,4,1,7,3,6,3,4,6,3,6,0.20453989,0.67507583
-11.549929,1,0.88151751,2,3,0,11.609649,0.44610353,-0.74728117,-0.95667237,-0.44479958,-0.53121328,-0.95540585,5,1,2,6,5,3,2,7,3,5,0.39377776,0.026037008
-12.016485,0.83459822,1.4003085,1,3,0,12.016807,0.20693065,-0.61122976,-0.69076133,-0.45464041,-0.63034698,-0.66794328,3,4,8,3,1,4,6,6,6,4,-0.015456698,0.85760915
-11.859224,1,1.5304833,1,3,0,11.872786,0.54681747,-0.8269704,-1.111569,-0.46059278,-0.5250913,-1.1111683,2,2,5,5,7,5,3,7,2,3,0.39665894,0.22275353
-13.58731,0.036888162,2.4094797,1,3,0,14.091919,0.082610163,-0.56673603,-0.60328937,-0.48327534,-0.72954156,-0.56307651,3,5,5,2,4,4,6,6,8,2,-0.78808587,0.58805975
-12.388329,0.98886225,0.45335102,2,7,0,14.469729,0.63937554,-0.91361602,-1.2798467,-0.48699598,-0.53861182,-1.2736716,3,6,4,5,3,3,2,6,4,7,0.32457804,0.22727081
-11.525019,1,0.69771755,2,3,0,12.235879,0.33614475,-0.67598307,-0.81764533,-0.44151373,-0.56204568,-0.80914594,3,4,7,5,5,4,3,7,5,4,0.29185491,0.40997882
-12.476869,0.73008951,1.0945649,1,3,0,12.491402,0.15353525,-0.5900612,-0.64914748,-0.46508121,-0.66884524,-0.61916358,8,4,2,4,2,3,4,1,4,6,-0.24875234,0.14216631
-11.607593,0.98137895,0.95298337,2,3,0,12.674307,0.29583398,-0.65366004,-0.77397918,-0.44370972,-0.57961867,-0.76157141,7,3,8,5,3,2,6,7,7,7,0.22306148,0.28942005
-12.061802,0.69857153,1.4263067,1,1,0,12.066926,0.58758656,-0.86347072,-1.1824502,-0.47074768,-0.52874491,-1.1803936,5,4,6,6,5,7,2,3,2,4,0.37429882,0.30697199
-11.983866,1,1.1608375,2,3,0,12.009168,0.2118424,-0.61333671,-0.69490032,-0.45382367,-0.62711078,-0.67271157,4,2,5,3,6,6,4,4,5,5,0.0017895784,0.71575251
-11.509821,1,1.7972902,1,1,0,11.680861,0.34900177,-0.68352212,-0.83237567,-0.44118754,-0.55714871,-0.82499621,1,3,4,3,2,6,5,4,4,3,0.30983283,0.36431385
-11.509821,0.011207214,2.7692303,1,1,0,11.556573,0.34900177,-0.68352212,-0.83237567,-0.44118754,-0.55714871,-0.82499621,8,1,8,7,4,4,5,6,6,3,0.30983283,0.60423595
-11.64946,0.98471231,0.53086313,3,7,0,11.806949,0.28188243,-0.6463904,-0.75974208,-0.44487761,-0.58648635,-0.74585214,4,2,2,2,4,5,1,5,5,5,0.19437227,0.53243116
-11.702912,0.99650319,0.79363448,2,3,0,11.723808,0.26685655,-0.63881898,-0.74490481,-0.44636633,-0.59433617,-0.72935033,2,3,5,4,4,3,5,6,7,7,0.16030154,0.49670364
