# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = ProbAgent_model
# start_datetime = 2026-04-25 19:50:29 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b578f23c1b.json
# init = 2 (Default)
# random
#   seed = 769130837
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-202604252150-2-396fd3.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-profile-202604252150-2-1c0236.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=ProbAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,w,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,w_prior
-12.558467,1,1,2,3,0,12.567866,0.74090669,-1.9314394,-1.6331941,-1.8201947,-2.4752483,-1.3974948,5,2,2,6,8,7,3,6,1,8,0.14131186,0.61065279
-12.558467,1.5926731e-50,14.38551,1,1,0,12.56106,0.74090669,-1.9314394,-1.6331941,-1.8201947,-2.4752483,-1.3974948,4,0,3,6,6,5,1,3,7,8,0.14131186,0.46982315
-12.554582,0.85320197,2.4311673,1,3,0,12.554591,0.75922768,-1.9065602,-1.6281498,-1.805699,-2.4347868,-1.3806723,6,0,4,6,4,0,2,3,4,8,0.092402378,0.20153919
-13.053812,0.45307096,2.3292257,1,1,0,13.428083,0.87992795,-1.7598965,-1.604715,-1.7179058,-2.1832195,-1.292918,1,1,2,5,6,4,3,4,2,4,-0.45581909,0.65332818
-13.51944,0.94591499,0.77808397,1,1,0,13.519794,0.915109,-1.7228092,-1.6009823,-1.6948546,-2.1147475,-1.275848,5,4,5,0,3,7,0,4,5,8,-0.76333979,0.38675034
-12.792086,0.99795924,1.0757738,2,3,0,13.639417,0.84642178,-1.7976033,-1.6095497,-1.7409298,-2.2504616,-1.3129759,4,1,4,1,5,5,2,5,1,6,-0.24852329,0.51933104
-12.792086,0.11276002,1.8570913,1,1,0,12.871789,0.84642178,-1.7976033,-1.6095497,-1.7409298,-2.2504616,-1.3129759,2,4,3,7,4,6,2,5,2,7,-0.24852329,0.8879447
-12.74691,0.99986335,0.21266223,1,3,0,12.812563,0.83830618,-1.8070848,-1.610911,-1.7466628,-2.267047,-1.3183594,2,0,5,6,7,6,2,2,3,7,-0.20666314,0.59149816
-12.826437,0.99473102,0.38400003,2,3,0,12.912901,0.85194545,-1.7912275,-1.6086658,-1.7370626,-2.2392399,-1.3094265,6,4,3,8,7,4,1,5,6,8,-0.2786478,0.85043939
-12.555476,0.98691113,0.6991176,2,7,0,12.98837,0.74718727,-1.9228329,-1.6314195,-1.8151909,-2.4613094,-1.3916322,6,3,2,3,6,3,5,2,7,6,0.12521377,0.5496541
-12.597631,0.37484126,1.2578903,2,3,0,14.543626,0.70928101,-1.9760113,-1.6428571,-1.845939,-2.5465265,-1.4284938,2,1,7,7,5,7,1,4,2,3,0.21285784,0.13633869
-13.709223,0.91286247,0.3291779,2,7,0,15.905844,0.92516716,-1.7126804,-1.6001648,-1.688477,-2.0955724,-1.2717696,6,0,0,6,7,4,6,4,7,7,-0.87851979,0.8666681
-14.0376,0.99240574,0.47451706,2,3,0,14.163832,0.93913087,-1.6989702,-1.5992123,-1.6797805,-2.0692475,-1.2667304,0,0,4,3,6,2,1,7,4,8,-1.0700701,0.35777701
-13.70389,1,0.87920155,1,1,0,14.092483,0.92490738,-1.7129393,-1.6001845,-1.6886405,-2.0960654,-1.2718703,5,1,5,3,4,2,5,3,4,8,-0.87533525,0.35365479
-12.608007,1,1.6623257,1,1,0,13.104857,0.80123866,-1.852114,-1.6180862,-1.7736203,-2.3442849,-1.3454082,1,0,7,4,5,4,0,3,5,8,-0.045487416,0.1394212
-12.608007,8.4547032e-07,3.1242977,1,1,0,14.132204,0.80123866,-1.852114,-1.6180862,-1.7736203,-2.3442849,-1.3454082,2,5,7,4,6,1,5,6,1,8,-0.045487416,0.36890492
-12.600475,0.97649198,0.26867113,2,7,0,14.300625,0.70775523,-1.9782138,-1.6433542,-1.8472042,-2.5500115,-1.4300505,1,1,3,6,7,3,2,3,6,7,0.21593892,0.7229687
-12.712357,0.99293956,0.47309109,2,5,0,12.73265,0.83124566,-1.815444,-1.6121563,-1.7517,-2.281571,-1.3232036,1,4,4,1,2,4,3,2,4,8,-0.17238167,0.1203487
-14.644502,0.6009414,0.86926997,1,3,0,15.160922,0.95741009,-1.6816432,-1.5982837,-1.668674,-2.0353067,-1.261272,1,1,4,1,5,5,3,4,4,6,-1.4079019,0.13745375
-12.554873,0.99262915,0.48729011,2,7,0,14.523921,0.74921598,-1.9200702,-1.6308564,-1.8135823,-2.4568223,-1.3897597,6,2,4,3,5,3,3,4,7,6,0.11986831,0.67494992
-12.596264,0.99117624,0.88714476,2,3,0,12.609281,0.79612741,-1.8585445,-1.6192,-1.7774366,-2.3551271,-1.349444,3,0,7,1,4,8,1,8,1,5,-0.026496596,0.2756034
-12.596264,0.23883118,1.5931533,1,1,0,12.83008,0.79612741,-1.8585445,-1.6192,-1.7774366,-2.3551271,-1.349444,2,3,2,1,6,6,3,3,6,6,-0.026496596,0.18450146
-13.599676,0.97528964,0.31228781,3,9,0,13.771661,0.91957623,-1.7182845,-1.6006056,-1.6920103,-2.1062091,-1.2739911,6,2,3,4,6,6,7,1,6,8,-0.81252838,0.37255978
-13.426626,1,0.53534579,1,1,0,13.59989,0.90948778,-1.728562,-1.6014873,-1.6984601,-2.1255415,-1.2782866,8,0,2,3,0,5,5,4,3,8,-0.70538468,0.44847361
-12.998005,1,0.97677217,2,3,0,13.376025,0.87408217,-1.766308,-1.605468,-1.7218478,-2.1948085,-1.2961592,4,6,3,6,4,4,4,3,4,6,-0.41494712,0.43960117
-12.555922,0.23074632,1.7643656,2,3,0,14.69126,0.74597447,-1.9244885,-1.6317585,-1.8161544,-2.4639955,-1.3927566,4,1,6,5,5,4,1,3,2,3,0.12837506,0.17629621
-12.734943,0.99243431,0.35700811,2,5,0,12.801434,0.65836785,-2.0521097,-1.6610151,-1.889302,-2.6651358,-1.4833564,6,3,1,6,7,4,2,3,2,7,0.2997473,0.75212299
-12.749936,0.99735818,0.63052753,1,1,0,12.776291,0.65416847,-2.0586269,-1.6626591,-1.8929842,-2.675134,-1.4881439,1,2,4,2,4,6,7,6,2,6,0.30556558,0.69644331
-12.596926,1,1.1182828,1,1,0,12.693387,0.70966606,-1.9754562,-1.642732,-1.8456201,-2.5456477,-1.4281019,2,6,5,3,6,2,4,3,5,7,0.21207521,0.64229859
-12.596926,0.05155394,1.9788368,2,3,0,14.845229,0.70966606,-1.9754562,-1.642732,-1.8456201,-2.5456477,-1.4281019,4,5,4,1,5,2,1,3,6,8,0.21207521,0.46330171
-12.594838,0.99488609,0.25828386,2,7,0,12.959961,0.7954551,-1.8593944,-1.6193488,-1.7779404,-2.3565567,-1.3499803,7,0,3,2,7,3,3,5,6,4,-0.024049159,0.45745815
-12.603334,0.99236152,0.45195366,3,7,0,12.85199,0.70626503,-1.9803696,-1.6438425,-1.8484419,-2.5534193,-1.4315762,3,2,1,3,3,7,1,4,6,3,0.21891736,0.25761322
-12.699436,0.9751935,0.77830034,1,1,0,12.700738,0.6689807,-2.035803,-1.6569607,-1.8800678,-2.6400149,-1.4714324,1,0,8,5,5,6,2,5,3,4,0.2841808,0.48860805
-12.699436,0.1223629,1.2689194,1,1,0,14.530115,0.6689807,-2.035803,-1.6569607,-1.8800678,-2.6400149,-1.4714324,2,3,4,2,3,5,2,6,7,4,0.2841808,0.3332371
-12.586893,0.99901947,0.2141053,3,9,0,12.859266,0.79145004,-1.8644762,-1.6202459,-1.78095,-2.3650897,-1.3532003,7,5,4,4,1,3,2,3,1,8,-0.0097056893,0.26631012
-12.555333,0.99804383,0.37252797,2,5,0,12.664267,0.76205528,-1.9027819,-1.627407,-1.8034892,-2.428596,-1.3781523,5,0,4,4,5,7,4,6,5,6,0.084306377,0.57826583
-12.559961,0.99889399,0.64086299,3,7,0,12.56682,0.77064617,-1.8914032,-1.6252087,-1.79682,-2.4098754,-1.3706234,0,2,7,4,5,2,2,5,7,6,0.058744162,0.41289468
-12.567033,0.93682718,1.0955376,2,3,0,12.689068,0.77816526,-1.8815685,-1.6233562,-1.7910384,-2.3935991,-1.3641927,7,0,2,3,6,6,6,4,3,4,0.035120528,0.68114021
-12.567033,0.3056046,1.5835843,1,1,0,12.783524,0.77816526,-1.8815685,-1.6233562,-1.7910384,-2.3935991,-1.3641927,3,1,1,4,6,4,3,1,5,8,0.035120528,0.69284363
-12.576061,0.99133326,0.45543514,2,5,0,12.749936,0.72287576,-1.9565989,-1.6385538,-1.8347605,-2.5156632,-1.4148701,5,3,1,4,5,4,1,4,4,1,0.18395221,0.85208839
-12.614946,0.98693472,0.75635301,2,3,0,12.681841,0.70058684,-1.988626,-1.6457284,-1.8531764,-2.5664418,-1.4374377,7,6,6,4,6,3,3,6,2,8,0.22999166,0.28629789
-15.756065,0.16633303,1.2328528,1,1,0,15.809846,0.29487493,-2.7595605,-1.8966473,-2.2683249,-3.6626473,-2.0277172,5,1,3,3,5,3,2,5,1,4,0.2211754,0.79029235
-15.6585,0.99783766,0.2580057,2,3,0,16.308837,0.30219791,-2.7422453,-1.8898018,-2.2594605,-3.6396674,-2.014339,4,2,3,5,2,2,4,3,5,7,0.23526657,0.28056194
-15.900666,0.99930349,0.43227915,3,7,0,15.984394,0.2842838,-2.7848474,-1.9067233,-2.2812375,-3.6961171,-2.0472335,1,3,6,1,4,4,3,5,3,5,0.19950567,0.35010319
-14.496269,1,0.7214333,1,1,0,15.794209,0.40245695,-2.5185936,-1.8055772,-2.1432753,-3.33785,-1.8407803,5,1,4,2,5,3,0,5,2,3,0.36666338,0.45755951
-16.540838,0.43085301,1.1972027,2,3,0,16.566163,0.98471161,-1.6570831,-1.5975634,-1.6526749,-1.9857134,-1.2556677,2,1,1,4,7,7,3,5,5,8,-2.4043085,0.64347685
-16.750432,0.9986157,0.49692558,1,1,0,16.78149,0.98629146,-1.6557106,-1.597546,-1.6517708,-1.982884,-1.2554414,1,0,3,1,4,1,3,5,3,6,-2.5117804,0.075688075
-15.670819,0.99669738,0.81810386,2,3,0,17.45332,0.97579555,-1.6649293,-1.5977113,-1.657822,-2.0017643,-1.2571496,5,4,3,5,6,7,3,2,6,6,-1.9539616,0.83741647
-13.282036,1,1.3314623,1,1,0,15.162875,0.89956687,-1.738876,-1.6024631,-1.7048956,-2.1447278,-1.282863,2,3,6,5,3,4,3,6,2,5,-0.61234553,0.39495452
-13.282036,0.053467796,2.169481,2,3,0,13.296442,0.89956687,-1.738876,-1.6024631,-1.7048956,-2.1447278,-1.282863,6,0,6,1,5,4,1,2,2,7,-0.61234553,0.0069816802
-12.591896,0.99837559,0.3772329,2,5,0,13.430675,0.71250601,-1.9713717,-1.6418157,-1.843272,-2.5391744,-1.4252219,6,3,0,4,2,6,3,4,1,6,0.20623922,0.37040722
