# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = WeightedAgent_model
# start_datetime = 2026-04-25 19:50:30 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b56cf880f9.json
# init = 2 (Default)
# random
#   seed = 1506444454
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-202604252150-2-2d839f.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-profile-202604252150-2-22cffc.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=WeightedAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,rho,kappa,weight_direct,weight_social,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,rho_prior,kappa_prior,wd_prior,ws_prior
-9.8939926,0.71846367,0.5,2,7,0,19.428111,0.11906709,4.0927754,0.48731486,3.6054606,-0.5227692,-0.28863394,-0.40162907,-0.38722419,0.6755097,4,6,4,3,8,6,6,6,1,8,-3.1236273,0.61047007,1.1114487,0.67850613,0.43294252
-9.8939926,0,8.6221737,0,1,1,11.498624,0.11906709,4.0927754,0.48731486,3.6054606,-0.5227692,-0.28863394,-0.40162907,-0.38722419,0.6755097,6,2,4,3,5,5,7,5,4,6,-3.1236273,0.64480512,1.9226432,1.2397302,0.68291303
-9.1495431,0.33333333,1.2520523,1,3,0,9.9474313,0.24627605,1.2843074,0.31629416,0.96801329,-0.61014553,-0.48536501,-0.62329688,-0.58077508,0.34450357,5,6,4,1,8,3,7,6,2,8,-0.76065247,0.59813088,2.3458759,1.4031408,0.94273506
-8.6021542,0.97546729,0.27528104,2,7,0,9.833682,0.25277547,3.2031681,0.80968232,2.3934858,-0.47701396,-0.35949409,-0.51262744,-0.45476588,0.41273464,7,6,3,3,7,5,5,5,1,8,-1.7084846,0.78211245,1.3990015,1.0941765,0.304825
-8.6907865,0.93513335,0.35060734,3,7,0,9.6184043,0.3552989,1.515322,0.53839223,0.97692976,-0.55446771,-0.50285702,-0.6860991,-0.59704459,0.18527637,4,4,2,5,8,4,2,5,3,5,-0.47745804,0.46689472,1.5215501,0.71040368,0.81114637
-9.3929121,0.9453266,0.453415,2,7,0,9.8594051,0.12672579,3.3331178,0.42239198,2.9107259,-0.53426044,-0.31098765,-0.42507852,-0.40944157,0.64511223,5,7,5,1,8,2,4,2,3,8,-2.360929,0.33627066,2.4802087,0.83402141,1.6461873
-8.5569227,1,0.65087328,2,3,0,9.305655,0.27040373,1.6782543,0.45380621,1.224448,-0.55650346,-0.449088,-0.59936796,-0.54398682,0.33378711,4,3,5,3,8,4,5,4,2,6,-0.63641455,0.48637595,3.0498538,1.4833755,1.5664783
-8.5569227,0.088718858,1.1592508,1,3,0,9.2431818,0.27040373,1.6782543,0.45380621,1.224448,-0.55650346,-0.449088,-0.59936796,-0.54398682,0.33378711,7,6,2,3,6,2,5,6,3,7,-0.63641455,0.72857816,2.2405477,1.6324141,0.60813358
-8.4187993,0.99893826,0.1214359,3,15,0,8.9401588,0.36277827,2.7200499,0.986775,1.7332749,-0.46391037,-0.43435559,-0.63979532,-0.53019073,0.20180292,7,5,4,2,4,3,6,5,2,6,-1.0883994,0.50918984,2.2159977,1.1283635,1.0876342
-8.7083547,0.97081338,0.22280156,2,7,0,9.8683656,0.30384762,3.5178474,1.0688896,2.4489579,-0.44985423,-0.37618864,-0.55464033,-0.47130218,0.3222708,2,5,4,4,7,4,5,7,3,8,-1.8830737,0.25251896,1.7769655,0.44871748,1.328248
-9.18963,0.97589783,0.38037633,2,3,0,9.3111426,0.2617273,4.2892194,1.1226058,3.1666136,-0.4463664,-0.33748367,-0.49802127,-0.43268383,0.41095399,4,5,4,4,6,2,5,6,3,8,-2.6982394,0.098087692,0.7446204,0.073038097,0.67158231
-10.403166,0.71097995,0.66545867,2,3,0,11.371115,0.5971352,4.2032786,2.5099256,1.693353,-0.40958968,-0.59506981,-1.0268722,-0.72830963,-0.25650217,5,6,4,6,8,2,3,3,1,7,-2.3979218,0.55119634,1.7308345,0.95402963,0.77680485
-11.899491,0.97530325,0.50688907,2,3,0,12.222855,0.73505487,0.93513568,0.68737604,0.24775964,-0.66965592,-0.80700257,-1.2069054,-0.92826185,-0.42570677,8,5,5,1,4,4,3,0,3,6,-1.1588519,0.93160759,3.2064796,2.9871807,0.21929885
-10.715336,0.35115597,0.88988859,2,3,0,12.682921,0.61586957,1.0009217,0.61643721,0.38448448,-0.63415433,-0.71497795,-1.027956,-0.81960693,-0.24326957,5,5,5,4,5,3,7,0,4,7,-0.83479978,0.66515185,2.1610591,1.4374325,0.72362667
-11.923287,0.97438288,0.22248551,2,3,0,12.039195,0.67784794,0.80854981,0.54807382,0.26047599,-0.69195792,-0.78225436,-1.1139984,-0.88824872,-0.32922681,5,4,4,6,7,5,6,5,4,5,-1.3835235,0.34599394,4.4314403,1.5332515,2.8981888
-10.986743,0.99871386,0.39117826,3,7,0,12.515921,0.72215284,3.1459466,2.2718543,0.87409233,-0.46987845,-0.73786813,-1.3091567,-0.91141846,-0.5016246,4,5,3,0,7,5,4,2,1,7,-1.5967087,0.52484397,2.0084727,1.0541348,0.95433792
-9.057282,0.89899497,0.73733577,3,7,0,16.763717,0.47108986,1.4393986,0.67808608,0.76131251,-0.55205765,-0.57466226,-0.81931322,-0.6722022,-0.0093494067,5,6,0,0,7,1,5,5,3,8,-0.40427951,0.62412218,2.136221,1.3332629,0.80295809
-8.4755773,1,1.0170732,1,1,0,8.9190026,0.36878628,1.7872238,0.65910361,1.1281202,-0.52362994,-0.48645215,-0.68195234,-0.58127306,0.17236475,5,3,2,3,8,7,7,5,4,6,-0.49764927,0.92560662,1.2463258,1.1536074,0.092718387
-8.4755773,1.2589628e-15,1.8979098,1,1,0,8.5244116,0.36878628,1.7872238,0.65910361,1.1281202,-0.52362994,-0.48645215,-0.68195234,-0.58127306,0.17236475,5,6,4,2,8,7,2,5,4,6,-0.49764927,0.30726209,1.6419891,0.50452099,1.1374681
-8.6312452,0.99471059,0.17363154,3,11,0,8.9540539,0.4458839,2.6439826,1.1789093,1.4650733,-0.45595875,-0.49183628,-0.7515841,-0.59226386,0.046422455,3,7,4,3,8,1,8,2,0,7,-0.96023325,0.2021573,3.1342492,0.63361136,2.5006378
-8.3260007,0.98277514,0.32078562,2,7,0,9.554917,0.33056237,2.4765196,0.81864417,1.6578754,-0.4831116,-0.42582541,-0.61089368,-0.52080213,0.25655979,4,3,2,2,8,4,6,3,1,7,-0.94050461,0.45461087,2.7966247,1.271376,1.5252487
-8.9755823,0.87930723,0.56674034,2,3,0,9.1216712,0.43988308,3.4771849,1.5295548,1.9476301,-0.42386659,-0.4657525,-0.73238865,-0.56727128,0.061226484,7,3,2,1,5,7,6,4,6,4,-1.6928968,0.44302716,2.6369521,1.1682414,1.4687107
-10.203229,0.49005933,0.7326399,1,1,0,10.594476,0.43401429,5.3942178,2.3411676,3.0530502,-0.38448284,-0.43503796,-0.71159442,-0.53806267,0.076553773,4,5,2,2,7,4,5,8,2,6,-3.4920678,0.64432594,2.2887808,1.4747208,0.81405996
-8.9912895,0.99235731,0.30430563,3,7,0,10.942794,0.1952023,1.510264,0.294807,1.215457,-0.59857716,-0.44037528,-0.56626179,-0.5372207,0.44471135,5,6,6,3,8,1,8,6,0,7,-0.85496725,0.23344427,2.1855768,0.51021038,1.6753664
-9.9021152,0.86573193,0.54575539,2,3,0,10.27177,0.30363442,5.3997169,1.6395399,3.760177,-0.41338526,-0.34395064,-0.52886014,-0.43935258,0.33797789,3,7,2,1,8,7,5,4,1,7,-3.6470797,0.12663467,1.2997538,0.16459389,1.1351599
-10.255885,0.8522758,0.67506687,1,3,0,12.655519,0.68836599,2.4084403,1.6578884,0.75055191,-0.49162082,-0.70865377,-1.2003556,-0.85751197,-0.41592239,5,6,3,0,5,5,3,3,1,7,-0.9214389,0.8545619,3.2264559,2.7572063,0.4692496
-9.0068031,1,0.801011,1,1,0,9.9846062,0.5242877,1.7884011,0.93763669,0.8507644,-0.51287632,-0.58561672,-0.88257829,-0.69028732,-0.099089385,5,6,4,4,6,2,4,3,2,7,-0.42902033,0.1733371,2.7319035,0.47354023,2.2583633
-9.0068031,1.1466732e-05,1.4352008,1,1,0,10.577133,0.5242877,1.7884011,0.93763669,0.8507644,-0.51287632,-0.58561672,-0.88257829,-0.69028732,-0.099089385,6,8,3,2,8,6,5,2,2,8,-0.42902033,0.597763,0.65778472,0.39319937,0.26458535
-9.3766294,0.98550193,0.15719575,2,7,0,10.134006,0.54712247,1.4659873,0.8020746,0.66391272,-0.54940391,-0.6229478,-0.9219124,-0.72731761,-0.13761616,6,5,2,1,8,7,7,4,3,7,-0.40474435,0.34698123,1.696787,0.58875325,1.1080338
-10.688306,0.91462424,0.27168379,2,7,0,11.860745,0.32592054,6.5157762,2.1236253,4.3921509,-0.39378353,-0.34702136,-0.54777416,-0.44305447,0.29827341,5,5,4,5,8,4,7,2,3,7,-4.6136632,0.43610059,4.6873698,2.0441647,2.6432051
-10.578454,1,0.38321394,3,7,0,10.760074,0.32822121,6.3530465,2.0852046,4.2678419,-0.39467192,-0.34981425,-0.55166739,-0.445896,0.29310353,3,4,3,5,6,3,6,3,4,8,-4.4665485,0.24370761,1.9935996,0.48585538,1.5077442
-11.094504,0.90114577,0.67772593,2,3,0,12.294857,0.51180161,0.79006468,0.40435637,0.38570831,-0.68373901,-0.68938641,-0.9166759,-0.78228705,-0.089387955,5,7,3,0,8,5,1,5,3,7,-1.310536,0.82407186,1.0819769,0.89162672,0.19035019
-8.3267061,0.69104901,0.90981947,1,3,0,9.3192993,0.33824492,2.4381098,0.82467826,1.6134315,-0.48337049,-0.43176841,-0.62047367,-0.52681975,0.24191579,4,3,4,2,7,3,5,4,0,8,-0.90056784,0.60790559,1.4210123,0.86384131,0.55717098
-8.3355019,0.83372668,0.69338501,2,3,0,8.5947316,0.31604584,2.0335122,0.64268308,1.3908291,-0.51429265,-0.4421499,-0.61531583,-0.53676634,0.27107174,7,1,3,2,8,3,6,2,0,7,-0.676081,0.51659302,5.4725625,2.8270876,2.6454749
-9.694857,0.45371897,0.774647,2,3,0,9.9347592,0.1939867,1.1477989,0.22265773,0.9251412,-0.64738992,-0.49137213,-0.61465503,-0.58845867,0.40901054,3,6,6,1,4,6,5,6,5,6,-1.0442172,0.83705625,1.1051531,0.92507532,0.1800778
-8.4278861,0.95482293,0.31805861,4,15,0,14.582102,0.23592732,2.5256413,0.59586779,1.9297735,-0.51014872,-0.37870283,-0.52236905,-0.47427575,0.42719231,3,1,5,0,8,3,6,6,2,7,-1.1827532,0.63331048,3.3241779,2.1052367,1.2189412
-8.5109734,0.96768612,0.48942535,2,3,0,8.6813702,0.25414039,2.9894135,0.75973072,2.2296828,-0.48384596,-0.36726432,-0.52009375,-0.46251491,0.40604552,2,5,5,1,7,4,5,2,1,8,-1.5152909,0.34049039,0.92623579,0.31537439,0.6108614
-9.1725697,0.6604759,0.773352,2,3,0,9.364149,0.22111485,1.3171301,0.29123703,1.0258931,-0.61313995,-0.4726226,-0.60382115,-0.56874844,0.38665685,7,7,2,3,6,0,7,4,2,8,-0.81738495,0.70297048,2.559427,1.7992016,0.76022537
-8.5312848,0.98848338,0.55117265,1,3,0,9.7753847,0.39092627,1.7584856,0.6874382,1.0710474,-0.52293124,-0.50083894,-0.70769178,-0.59611377,0.13355176,5,2,1,1,6,6,4,5,5,8,-0.46666151,0.92945177,2.4892487,2.3136367,0.17561208
-9.4542722,0.14146452,0.91098142,2,3,0,9.9863149,0.28030344,1.1250442,0.31535375,0.8096904,-0.62710177,-0.52194981,-0.66801616,-0.61645882,0.27689997,6,6,8,1,8,4,7,5,6,8,-0.81465978,0.22035566,1.1403101,0.25127378,0.8890363
-8.3066382,0.99743725,0.17530906,2,5,0,9.6651327,0.30460957,2.2608437,0.68867462,1.5721691,-0.5020745,-0.42309911,-0.59335914,-0.5178384,0.29783439,5,6,3,5,7,2,6,4,3,7,-0.83183323,0.71655304,1.964289,1.4075172,0.55677173
-10.52634,0.90031817,0.296593,3,7,0,10.710914,0.31746576,6.2934404,1.9979518,4.2954885,-0.39858029,-0.34347914,-0.53853842,-0.43925236,0.31448335,1,4,3,4,7,2,7,3,3,8,-4.4311534,0.58027514,1.5194733,0.88171259,0.63776072
