# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = WeightedAgent_model
# start_datetime = 2026-04-25 19:46:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b54205292.json
# init = 2 (Default)
# random
#   seed = 1080559435
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-202604252146-1-04bb73.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-profile-202604252146-1-145dde.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=WeightedAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,rho,kappa,weight_direct,weight_social,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,rho_prior,kappa_prior,wd_prior,ws_prior
-10.539307,0.34403658,1,2,3,0,12.567113,0.41619476,0.80272816,0.33409126,0.4686369,-0.087001075,-0.75184478,-0.58306846,-inf,-0.72842456,8,6,3,7,4,8,6,5,8,4,-1.2958055,0.7781845,1.1900497,0.92607819,0.26397146
-10.539307,0,4.364749,0,1,1,12.74555,0.41619476,0.80272816,0.33409126,0.4686369,-0.087001075,-0.75184478,-0.58306846,-inf,-0.72842456,7,2,7,6,4,8,7,5,8,4,-1.2958055,0.36791351,3.4848794,1.2821342,2.2027452
-12.89449,0.56339877,0.51801604,1,1,0,13.375436,0.32167157,0.55498106,0.17852163,0.37645943,-0.20950501,-0.76361407,-0.69117827,-inf,-0.8569494,7,3,6,8,3,7,2,5,6,6,-2.6544449,0.38552168,3.1880092,1.2290467,1.9589625
-11.776208,1,0.18737519,2,3,0,13.130408,0.35390962,0.65652251,0.23234963,0.42417288,-0.16976224,-0.74787023,-0.6459576,-inf,-0.80848902,8,2,5,6,5,7,4,2,7,2,-1.9705122,0.69171398,2.1131347,1.4616848,0.65144989
-11.279737,1,0.24896156,3,7,0,12.121256,0.39487464,7.2871317,2.8775035,4.4096282,-0.13567232,-0.61011256,-0.38180336,-inf,-0.62529362,7,5,6,8,2,6,2,7,6,2,-5.1951542,0.3904581,2.1873144,0.85405462,1.3332598
-13.14143,0.7661469,0.38488398,1,1,0,13.253135,0.35409867,9.7432941,3.4500875,6.2932066,-0.21880033,-0.55949044,-0.40603223,-inf,-0.70312711,8,2,7,8,2,8,4,6,8,1,-7.2004136,0.30015969,1.241453,0.37263416,0.86881887
-14.675291,0.94938968,0.31779435,2,3,0,14.834926,0.36823494,12.407601,4.568912,7.8386885,-0.19327248,-0.57249306,-0.38911103,-inf,-0.67313696,8,2,8,4,3,7,3,6,7,4,-9.0730459,0.36868196,2.2905022,0.84446682,1.4460353
-12.722698,1,0.47780147,1,1,0,15.121716,0.45671473,9.848163,4.4978011,5.3503619,-0.018286174,-0.68621552,-0.3277848,-inf,-0.51796277,7,3,2,6,2,7,2,4,8,4,-7.1976843,0.064151539,1.2907028,0.082800573,1.2079022
-12.680332,0.99840728,0.86989867,1,3,0,12.963221,0.56730469,0.52206201,0.29616823,0.22589379,0.066724729,-0.89262297,-0.62939425,-inf,-0.72212662,6,4,5,8,4,6,4,4,7,4,-2.7965648,0.4830571,2.4863512,1.2010496,1.2853016
-12.680332,5.9365836e-110,1.6085957,1,1,0,12.697713,0.56730469,0.52206201,0.29616823,0.22589379,0.066724729,-0.89262297,-0.62939425,-inf,-0.72212662,6,5,4,4,5,7,1,5,8,3,-2.7965648,0.29668525,1.6046678,0.47608128,1.1285865
-9.4767933,0.99917737,0.12783734,4,23,0,13.846176,0.37030777,1.1158275,0.41319958,0.70262789,-0.14930603,-0.6836094,-0.54929318,-inf,-0.73616243,7,4,8,3,2,3,2,5,7,3,-0.68063642,0.20099709,1.1991171,0.24101906,0.95809807
-8.4224986,0.99607793,0.24101132,2,3,0,9.6358035,0.37555203,2.0209972,0.75898962,1.2620076,-0.15064115,-0.63516933,-0.47417821,-inf,-0.69043102,8,3,5,7,6,7,3,4,7,3,-0.58808663,0.48747422,2.9793021,1.452333,1.5269691
-9.9778477,0.7089584,0.45193674,2,3,0,10.453563,0.40575068,0.92540348,0.3754831,0.54992039,-0.098787214,-0.72809328,-0.56216766,-inf,-0.71902712,8,3,6,8,4,6,3,4,5,3,-0.96685172,0.72005621,2.5691855,1.849958,0.71922751
-8.0322023,0.99273281,0.34439619,3,7,0,11.525199,0.53267255,1.8759073,0.99924434,0.876663,0.10530672,-0.79274374,-0.40054265,-inf,-0.52085833,8,6,7,8,3,6,4,5,7,2,-0.46190384,0.78023629,1.2723856,0.99276141,0.27962417
-9.6691751,0.67720651,0.63985258,2,5,0,10.979763,0.21577742,2.3465243,0.50632697,1.8401974,-0.43347563,-0.50646548,-0.57887789,-inf,-0.98957469,4,6,6,5,2,7,3,4,6,2,-1.1146018,0.048176297,4.587822,0.22102428,4.3667977
-10.137549,0.79941189,0.44501626,2,7,0,11.805402,0.31219262,1.0034958,0.31328398,0.69021181,-0.23165525,-0.66199347,-0.59506418,-inf,-0.81387814,8,3,7,8,3,8,4,3,8,1,-0.92715783,0.78329102,1.8868063,1.4779184,0.40888788
-9.4797228,1,0.45389267,2,3,0,10.592816,0.23482824,2.4490757,0.57511213,1.8739636,-0.40206643,-0.51466943,-0.56059943,-inf,-0.94772896,7,2,4,8,2,6,5,5,7,4,-1.1283624,0.27065336,1.4990596,0.40572552,1.093334
-11.121775,0.82633955,0.85540676,1,1,0,11.121795,0.1266817,1.5836238,0.20061615,1.3830077,-0.55498025,-0.50661154,-0.67627349,-inf,-1.1702595,7,1,7,6,1,7,4,6,7,2,-1.2042609,0.37939034,4.0856179,1.550044,2.5355739
-10.150261,0.8224398,0.94432798,1,1,0,11.633156,0.21531307,1.3369057,0.28785326,1.0490524,-0.39402016,-0.57086605,-0.6209579,-inf,-0.96126855,7,5,5,8,3,6,2,4,6,2,-0.82700092,0.62534075,0.89863497,0.56195306,0.3366819
-8.377935,1,1.0295421,1,1,0,9.527266,0.38575908,2.0008906,0.7718617,1.2290289,-0.13342114,-0.64455881,-0.4689105,-inf,-0.67646576,8,3,5,8,4,7,3,5,7,3,-0.56753496,0.5975779,1.9291585,1.1528225,0.77633603
-8.377935,4.744023e-54,1.9042514,1,1,0,10.103977,0.38575908,2.0008906,0.7718617,1.2290289,-0.13342114,-0.64455881,-0.4689105,-inf,-0.67646576,5,2,4,7,5,5,1,6,6,7,-0.56753496,0.89538838,1.3054716,1.1689041,0.1365675
