# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = WeightedAgent_model
# start_datetime = 2026-04-25 19:36:04 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b5268e795a.json
# init = 2 (Default)
# random
#   seed = 488684317
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-202604252136-1-51eeee.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-profile-202604252136-1-668f20.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=WeightedAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,rho,kappa,weight_direct,weight_social,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,rho_prior,kappa_prior,wd_prior,ws_prior
-23.144601,1.2480405e-07,1,1,1,0,23.855539,0.54401608,0.1836663,0.099917422,0.08374888,-0.98577393,-0.96817338,-0.87800389,-0.99746231,-1.1101469,8,4,5,3,3,5,8,2,3,7,-9.5364764,0.20803027,1.3519049,0.28123715,1.0706678
-23.144601,0,2.3350653,0,1,1,23.922677,0.54401608,0.1836663,0.099917422,0.08374888,-0.98577393,-0.96817338,-0.87800389,-0.99746231,-1.1101469,6,3,5,1,5,7,8,1,6,2,-9.5364764,0.30728844,2.164182,0.66502812,1.4991539
-22.438965,1,0.23023591,1,1,0,23.524617,0.53927937,0.19650252,0.10596975,0.090532764,-0.96982078,-0.94977339,-0.86028382,-0.99223872,-1.1013929,4,4,3,5,7,7,6,3,8,2,-8.9663455,0.50755745,3.7809169,1.9190325,1.8618843
-12.37334,0.98887272,0.23979149,2,3,0,23.104072,0.62556758,0.86617822,0.54185301,0.32432521,-0.58939074,-0.56580945,-0.47451284,-1.2425609,-1.2264465,5,5,5,2,5,3,6,6,3,4,-1.1423151,0.72003188,4.7376922,3.4112894,1.3264028
-11.612475,1,0.31418346,3,7,0,12.739728,0.48309313,4.5860813,2.2155044,2.3705769,-0.50448771,-0.31400672,-0.24470692,-1.1746469,-1.111208,6,6,2,5,7,4,5,3,2,3,-2.7218936,0.69913829,0.73414646,0.5132699,0.22087656
-10.614498,1,0.4906552,2,3,0,11.75396,0.56992317,1.7393075,0.99127165,0.74803587,-0.50201449,-0.4254609,-0.34024753,-1.2654877,-1.2183569,6,8,3,5,4,5,4,2,3,3,-0.43257397,0.50181557,1.9824315,0.99481499,0.9876165
-10.614498,0.050201892,0.83445667,1,1,0,12.101949,0.56992317,1.7393075,0.99127165,0.74803587,-0.50201449,-0.4254609,-0.34024753,-1.2654877,-1.2183569,8,5,3,3,3,5,5,3,5,3,-0.43257397,0.15909993,3.4540846,0.54954463,2.90454
-10.410994,0.99865113,0.077612503,4,15,0,11.055813,0.47344374,1.5881136,0.75188247,0.83623118,-0.59222827,-0.44071667,-0.36974485,-1.0406922,-1.0197416,5,8,3,5,1,8,5,3,4,5,-0.39205105,0.38324249,1.3824823,0.52982596,0.85265634
-10.706432,0.99182478,0.1382586,3,15,0,11.362824,0.41150136,3.3422132,1.3753253,1.9668879,-0.61610876,-0.35920436,-0.30344743,-0.9728904,-0.9373823,6,5,2,3,4,5,5,4,3,6,-1.5861246,0.44052655,1.5357232,0.67652682,0.85919634
-13.398209,0.9482601,0.2481875,3,15,0,14.300971,0.085019865,1.3103437,0.11140525,1.1989385,-1.2462325,-0.69927585,-0.68767584,-0.41378057,-0.52575162,6,6,3,4,5,8,1,4,2,7,-1.6156619,0.6557448,2.0388277,1.3369506,0.70187702
