# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = WeightedAgent_model
# start_datetime = 2026-04-25 19:36:07 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b510f04f93.json
# init = 2 (Default)
# random
#   seed = 576514038
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-202604252136-1-6ca91c.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-profile-202604252136-1-06c6bb.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=WeightedAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,rho,kappa,weight_direct,weight_social,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,rho_prior,kappa_prior,wd_prior,ws_prior
-12.075555,1,0.5,3,7,0,12.27875,0.74922388,1.9485542,1.4599033,0.48865086,-1.7233826,-0.47819043,-0.45217251,-0.94185207,-0.45217251,2,5,6,5,8,1,6,6,5,8,-0.77438985,0.75187156,1.9869874,1.4939593,0.49302809
-12.075555,0,14.38551,0,1,1,12.312261,0.74922388,1.9485542,1.4599033,0.48865086,-1.7233826,-0.47819043,-0.45217251,-0.94185207,-0.45217251,4,4,5,3,7,4,5,6,4,7,-0.77438985,0.62843048,1.5121551,0.95028433,0.56187073
-12.075555,4.496592e-39,2.4311673,1,1,0,12.386697,0.74922388,1.9485542,1.4599033,0.48865086,-1.7233826,-0.47819043,-0.45217251,-0.94185207,-0.45217251,3,3,5,3,5,3,6,8,3,7,-0.77438985,0.16599679,1.7251625,0.28637143,1.438791
-10.078922,0.99245256,0.23979141,3,15,0,14.960368,0.12654939,1.9196729,0.24293344,1.6767394,-0.54387114,-0.62184851,-0.36278849,-0.12143139,-0.36278849,3,6,7,1,6,5,4,8,2,6,-1.2919737,0.61384949,2.4013133,1.4740449,0.92726833
-10.010979,0.99551612,0.31741334,3,15,0,10.266878,0.51537725,3.1266344,1.6113962,1.5152381,-1.1468705,-0.34628352,-0.28603082,-0.50801842,-0.28603082,4,5,8,2,6,2,6,8,2,5,-1.3605079,0.3768948,3.417725,1.2881228,2.1296022
-10.372113,0.9953298,0.48933432,2,3,0,10.73817,0.55663398,1.3844377,0.77062506,0.61381263,-1.1597608,-0.4623394,-0.40456123,-0.59319036,-0.40456123,2,4,7,4,7,1,4,7,3,3,-0.42916478,0.32168154,1.3325841,0.42866769,0.90391637
-9.3724203,1,0.82033507,1,1,0,9.9957614,0.45296136,2.1930345,0.99335989,1.1996746,-0.98771388,-0.39597881,-0.31350566,-0.42120738,-0.31350566,3,2,6,2,6,6,6,6,5,8,-0.63148158,0.15064569,0.74209423,0.1117933,0.63030093
-9.3724203,0.36938006,1.4666927,1,3,0,9.6708299,0.45296136,2.1930345,0.99335989,1.1996746,-0.98771388,-0.39597881,-0.31350566,-0.42120738,-0.31350566,4,8,8,7,5,6,5,7,2,6,-0.63148158,0.79354669,1.9216492,1.5249183,0.39673083
-10.454615,0.92708071,0.37201218,2,7,0,11.22328,0.10527036,3.0995617,0.32629196,2.7732697,-0.48169255,-0.61766912,-0.31499046,-0.05575765,-0.31499046,3,4,8,3,8,7,6,3,1,7,-2.3116366,0.64764052,0.91328059,0.59147752,0.32180308
-10.09717,1,0.54692789,2,3,0,10.526894,0.13435689,3.1996062,0.42988913,2.7697171,-0.50730747,-0.57931879,-0.30138512,-0.064393174,-0.30138512,1,7,8,2,7,5,5,5,2,6,-2.1901733,0.89842918,2.5750127,2.3134665,0.26154614
