# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = WeightedAgent_model
# start_datetime = 2026-04-25 19:46:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b55517d786.json
# init = 2 (Default)
# random
#   seed = 2026439510
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-202604252146-2-3b82a4.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-profile-202604252146-2-33aab6.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=WeightedAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,rho,kappa,weight_direct,weight_social,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,rho_prior,kappa_prior,wd_prior,ws_prior
-10.607255,0.98066205,0.25,2,7,0,12.281593,0.3059146,1.3293156,0.40665704,0.92265852,-1.1182075,-0.24621656,-0.73426948,-0.25109778,-0.21724353,5,7,8,8,6,6,5,7,7,6,-0.60202234,0.56275952,1.9273973,1.0846612,0.84273613
-10.607255,0,13.888505,0,1,1,14.38385,0.3059146,1.3293156,0.40665704,0.92265852,-1.1182075,-0.24621656,-0.73426948,-0.25109778,-0.21724353,2,7,8,8,5,4,4,6,6,5,-0.60202234,0.91942784,1.9642578,1.8059933,0.1582645
-10.607255,5.3733723e-72,2.3228422,1,3,1,11.326168,0.3059146,1.3293156,0.40665704,0.92265852,-1.1182075,-0.24621656,-0.73426948,-0.25109778,-0.21724353,2,7,7,7,8,3,7,7,6,8,-0.60202234,0.72424298,2.9387085,2.128339,0.81036952
-10.288828,1,0.22774798,2,3,0,10.657491,0.29230614,1.8468625,0.53984926,1.3070133,-1.1298604,-0.22533751,-0.69658747,-0.28728524,-0.16288361,1,6,8,8,7,5,6,6,7,5,-0.63590851,0.96440335,3.216691,3.1021875,0.11450344
-10.367635,0.9839589,0.30689868,2,7,0,10.766645,0.48860004,1.5415875,0.75321974,0.78836781,-1.4057236,-0.14369825,-1.0457413,0.031122571,-0.29555938,4,7,6,8,6,1,8,8,6,5,-0.389207,0.37752938,2.3151436,0.87403474,1.4411089
-10.829283,0.94510613,0.4564305,2,3,0,11.138187,0.59932361,2.0430945,1.2244748,0.81861973,-1.6851185,-0.096823005,-1.3882038,0.21450908,-0.35292432,5,8,5,4,7,2,5,8,7,6,-0.57596117,0.11975933,3.2939555,0.39448191,2.8994736
-12.860321,0.50679349,0.65487697,1,1,0,12.882861,0.72777714,3.1258823,2.2749457,0.85093662,-2.1446349,-0.075708272,-2.0822724,0.44452129,-0.45731398,2,6,8,6,5,2,5,8,8,6,-1.5914916,0.77147966,3.6386658,2.8071567,0.83150917
-15.011138,0.89951366,0.25128425,2,3,0,15.261223,0.74736241,5.2048835,3.8899343,1.3149492,-2.3744816,-0.042699901,-2.410337,0.50165999,-0.47065401,2,6,6,8,7,2,8,8,7,6,-3.5802273,0.60821471,1.2986376,0.78985047,0.5087871
-14.023927,1,0.33154535,1,1,0,15.038962,0.74287347,4.1845655,3.1086027,1.0759628,-2.2914107,-0.056185275,-2.2944977,0.48468046,-0.46828717,3,8,7,8,6,1,7,7,8,7,-2.6108942,0.63823712,1.2151639,0.77556274,0.4396012
-13.040137,1,0.61330938,3,7,0,14.351527,0.73367155,3.2321785,2.3713574,0.8608211,-2.1739154,-0.074699062,-2.1303576,0.45609604,-0.4629543,2,8,8,8,3,4,6,8,8,7,-1.7007247,0.63651177,2.8049597,1.7853898,1.0195698
