# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = ProbAgent_model
# start_datetime = 2026-04-25 19:47:05 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b56bd11d1a.json
# init = 2 (Default)
# random
#   seed = 224771726
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-202604252147-1-781391.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-profile-202604252147-1-38bb3b.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=ProbAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,w,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,w_prior
-11.684965,0.54213379,2,1,3,0,11.844369,0.65415639,-0.93961761,-0.66823268,-0.92873631,-1.3092294,-0.53298111,7,6,3,1,5,5,6,1,3,1,0.30558204,0.69221616
-11.684965,4.0623713e-26,6.257229,1,1,0,11.689896,0.65415639,-0.93961761,-0.66823268,-0.92873631,-1.3092294,-0.53298111,8,8,1,5,4,2,7,3,4,7,0.30558204,0.10689689
-11.605833,1,0.82627348,1,1,0,11.839332,0.64237855,-0.92077813,-0.64111833,-0.91665829,-1.2857579,-0.534515,5,5,4,1,6,5,7,1,2,7,0.3209017,0.42527269
-12.021312,0.89592206,1.0167737,1,1,0,12.229443,0.6983621,-1.010808,-0.77099533,-0.97619898,-1.4015406,-0.52836851,5,5,4,5,5,6,6,3,1,3,0.23421393,0.14034336
-10.805691,0.94940328,1.1338306,2,3,0,12.034935,0.38754533,-0.52568128,-0.079847216,-0.70736791,-0.87891679,-0.59898151,7,7,2,5,7,6,7,2,7,6,0.35355667,0.43867899
-10.805691,0.72540336,1.6101721,1,1,0,10.903963,0.38754533,-0.52568128,-0.079847216,-0.70736791,-0.87891679,-0.59898151,8,8,5,2,5,7,6,4,5,5,0.35355667,0.23354131
-10.805691,0.53728816,1.219773,1,1,0,11.282007,0.38754533,-0.52568128,-0.079847216,-0.70736791,-0.87891679,-0.59898151,7,8,2,8,4,6,4,2,5,3,0.35355667,0.46576934
-11.572337,0.92707119,0.51998144,3,7,0,12.130962,0.18780009,-0.23153679,0.32949967,-0.60328179,-0.67514252,-0.69176986,8,7,1,1,4,7,8,1,5,5,-0.088626531,0.47931654
-11.07448,0.91533653,0.75340134,1,3,0,12.69112,0.53799565,-0.756101,-0.40550258,-0.81940434,-1.0968739,-0.55369369,3,8,4,2,5,8,7,4,5,3,0.39967369,0.62385821
-10.817359,1,1.0709637,1,1,0,10.958531,0.42522594,-0.58264849,-0.15993771,-0.73252983,-0.92795358,-0.58567741,6,4,1,6,2,7,3,3,4,8,0.38284659,0.68998512
-10.904406,0.8739518,2.0095559,1,1,0,10.952781,0.31377981,-0.41554458,0.074234255,-0.66335409,-0.79295116,-0.6288543,7,7,4,3,6,8,6,2,5,2,0.25613897,0.64701685
-10.904406,0.00031475818,2.5429504,1,1,0,11.885684,0.31377981,-0.41554458,0.074234255,-0.66335409,-0.79295116,-0.6288543,7,8,2,5,3,5,6,2,3,5,0.25613897,0.11831692
-10.898075,0.98942606,0.20578791,3,11,0,12.235883,0.47835788,-0.6638101,-0.27451768,-0.77123806,-1.0032755,-0.56914882,6,5,5,2,2,6,6,1,1,7,0.40358983,0.68287722
-10.833085,0.99902588,0.37914313,2,7,0,10.938533,0.44054042,-0.60594111,-0.19276358,-0.74329314,-0.94891015,-0.58064598,6,8,5,3,6,7,8,6,2,4,0.3912224,0.55757394
-11.128205,0.90701905,0.71798828,1,3,0,11.474994,0.25345535,-0.32680348,0.19767195,-0.63228971,-0.73210221,-0.65708902,7,6,1,1,3,8,4,6,5,6,0.12689202,0.70542806
-11.106922,1,1.0170361,2,3,0,11.226171,0.25780924,-0.33316913,0.18883816,-0.63438802,-0.73621733,-0.65493549,6,8,4,5,3,4,8,5,3,2,0.13807515,0.46857962
-11.022884,1,1.9119258,1,1,0,11.348964,0.27707807,-0.36141414,0.1496033,-0.64394056,-0.75494229,-0.64562145,8,5,1,3,3,8,7,3,7,6,0.18384946,0.61766953
-11.022884,1.2548006e-08,3.565076,1,1,0,12.314205,0.27707807,-0.36141414,0.1496033,-0.64394056,-0.75494229,-0.64562145,6,6,5,3,5,7,7,2,2,8,0.18384946,0.65469275
-11.02667,0.99995816,0.31816699,2,3,0,11.032923,0.27612384,-0.36001258,0.15155168,-0.64345722,-0.75399522,-0.64607439,7,7,6,2,7,8,5,1,2,2,0.1817187,0.24336256
-10.888448,0.98212248,0.59666004,3,7,0,11.353149,0.47387234,-0.65691997,-0.26476858,-0.7678203,-0.99662946,-0.57044359,7,8,5,1,7,7,7,6,4,2,0.40273075,0.6414038
-14.944302,0.23824667,1.0510097,2,3,0,15.082429,0.034195414,-0.01379573,0.62823153,-0.55385751,-0.57805155,-0.78946704,6,8,4,2,8,7,8,5,7,7,-1.618698,0.51560464
-13.93791,1,0.20346935,3,7,0,14.959434,0.055708229,-0.043869711,0.58717882,-0.55928014,-0.58866268,-0.77435301,7,5,2,3,5,7,8,1,7,8,-1.153188,0.42199943
-12.648214,0.9973324,0.37794149,1,3,0,14.971821,0.10506681,-0.11338326,0.49203698,-0.57354096,-0.6166598,-0.74145693,6,8,5,1,6,5,7,1,7,6,-0.57240561,0.43803883
-12.2791,1,0.6896416,1,1,0,12.672595,0.12695306,-0.144438,0.44941799,-0.58068806,-0.6307128,-0.72765428,8,8,3,4,7,7,7,3,7,5,-0.40794435,0.37486045
-11.221653,0.91014251,1.2555772,2,3,0,11.784233,0.57331777,-0.8113714,-0.48430703,-0.85040525,-1.1570788,-0.54608184,7,6,4,2,4,8,6,4,1,3,0.38372859,0.15349984
-11.221653,0.088241042,1.7506872,2,3,0,12.951762,0.57331777,-0.8113714,-0.48430703,-0.85040525,-1.1570788,-0.54608184,6,8,2,4,4,6,5,3,6,5,0.38372859,0.47352264
-11.116409,0.99968673,0.23659615,1,3,0,11.260275,0.54888071,-0.77308462,-0.42968866,-0.82875676,-1.1150383,-0.55122574,7,8,3,4,7,5,8,2,4,5,0.39586185,0.23303653
-11.960584,0.904416,0.42795454,2,7,0,13.561694,0.15045057,-0.17793951,0.4033605,-0.58893422,-0.646931,-0.71336509,7,3,3,5,5,8,7,3,7,6,-0.26541037,0.58962332
-12.126945,0.99197134,0.58783114,3,7,0,12.53312,0.13754771,-0.15952262,0.42869023,-0.58433224,-0.63787989,-0.7211439,8,7,2,5,6,4,5,5,5,7,-0.3400004,0.35997119
-12.660774,0.93219682,1.0228837,1,1,0,12.841704,0.10440288,-0.11244344,0.49332566,-0.57333212,-0.6162493,-0.74188312,5,8,6,2,3,3,5,2,2,2,-0.57800318,0.29324468
-10.805112,1,1.4972927,1,1,0,11.457005,0.39929198,-0.54338835,-0.10471261,-0.7150129,-0.89382304,-0.59469279,4,5,2,6,5,5,8,4,3,4,0.36405083,0.50883515
-10.805112,0.68859836,2.6183561,1,1,0,10.814357,0.39929198,-0.54338835,-0.10471261,-0.7150129,-0.89382304,-0.59469279,7,8,2,2,2,3,8,3,3,4,0.36405083,0.94042916
-10.805112,0.10479195,1.9609594,1,1,0,11.178272,0.39929198,-0.54338835,-0.10471261,-0.7150129,-0.89382304,-0.59469279,7,7,4,2,5,5,6,3,1,6,0.36405083,0.17287294
-10.9139,0.98531553,0.31009694,2,7,0,11.449333,0.48526572,-0.674435,-0.28955927,-0.77655661,-1.0136163,-0.56719109,5,8,4,2,6,6,7,5,3,4,0.40459633,0.21569799
-11.69522,0.93872303,0.52110174,2,3,0,11.699491,0.65563816,-0.94199158,-0.67165175,-0.93027246,-1.3122151,-0.53279721,7,3,4,6,7,8,8,1,3,2,0.30355093,0.35483503
-11.702476,0.99884142,0.76829893,1,1,0,11.881351,0.65668078,-0.94366251,-0.67405858,-0.93135559,-1.3143204,-0.53266902,5,2,2,6,6,2,6,5,2,6,0.30210762,0.63417664
-10.872449,1,1.3169475,1,3,0,11.145324,0.32765889,-0.436129,0.045511683,-0.67111914,-0.80813745,-0.62284463,5,5,4,2,2,5,8,3,8,6,0.27898782,0.34219895
-10.872449,0.0012708175,2.2451294,1,1,0,12.188234,0.32765889,-0.436129,0.045511683,-0.67111914,-0.80813745,-0.62284463,6,5,2,2,2,6,7,6,3,4,0.27898782,0.79602258
-11.789483,0.9703067,0.2919156,2,7,0,12.423012,0.66882294,-0.96315269,-0.70215203,-0.94410639,-1.3391085,-0.5312502,8,7,3,4,4,6,8,2,4,5,0.28442142,0.63624203
-12.390073,0.95030547,0.46286672,2,3,0,13.063147,0.73880453,-1.0766133,-0.86641811,-1.0226931,-1.4921294,-0.52573808,6,2,2,2,5,5,4,1,2,4,0.14655134,0.87873072
-10.950982,1,0.69282636,2,3,0,12.286779,0.49974054,-0.69675365,-0.32118755,-0.78791976,-1.0357041,-0.56323129,5,6,4,2,6,4,8,6,2,5,0.40546484,0.54280229
-11.414336,0.79366748,1.1677292,1,1,0,11.492428,0.61090497,-0.87069421,-0.56919697,-0.8855128,-1.2252557,-0.5392418,6,8,2,1,2,7,6,2,1,5,0.35501393,0.93966332
-13.952355,0.48006478,1.1677096,2,3,0,14.292739,0.055319009,-0.043324402,0.58792378,-0.55917779,-0.58846214,-0.77462225,5,6,2,3,5,5,8,7,4,6,-1.1597872,0.7188171
-13.777577,1,0.53737802,2,3,0,14.013634,0.060220083,-0.050194174,0.57853724,-0.56047805,-0.59101035,-0.77124334,7,6,1,2,2,8,8,4,4,3,-1.0800995,0.85969819
-12.539302,1,0.89696836,1,1,0,13.705638,0.11103043,-0.12183093,0.48045064,-0.57543777,-0.62038873,-0.73764856,7,7,2,2,4,8,6,5,4,8,-0.52388377,0.42152402
-10.898122,1,1.4862035,1,1,0,11.711774,0.31629361,-0.41926816,0.069041064,-0.66474309,-0.79566834,-0.62775239,4,2,2,2,3,5,6,5,3,4,0.26044841,0.82377794
-10.898122,0.00065299463,2.4449628,1,1,0,11.841227,0.31629361,-0.41926816,0.069041064,-0.66474309,-0.79566834,-0.62775239,7,5,4,6,3,2,6,3,5,4,0.26044841,0.71183255
-10.842058,0.99910011,0.3609402,3,7,0,10.960365,0.34470689,-0.46150024,0.010062594,-0.68098087,-0.82741128,-0.61571024,7,8,2,1,6,7,8,3,2,4,0.304026,0.55244626
-11.243283,0.97206113,0.59412785,3,7,0,11.252827,0.23253451,-0.29629992,0.23995857,-0.62251316,-0.71291937,-0.6676897,6,8,6,5,8,7,7,5,1,5,0.068381059,0.076276241
-13.891085,0.5005214,0.91092947,1,3,0,14.282934,0.056989136,-0.04566461,0.58472661,-0.55961808,-0.58932487,-0.77346807,5,8,2,1,2,7,8,2,5,2,-1.1318126,0.6448734
-14.257273,0.99919637,0.45696193,2,3,0,14.258023,0.047714575,-0.03267923,0.6024621,-0.55720954,-0.58460743,-0.77991355,6,8,3,4,4,8,6,6,5,6,-1.2996494,0.18011246
