# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = ProbAgent_model
# start_datetime = 2026-04-25 19:50:32 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b54c72412d.json
# init = 2 (Default)
# random
#   seed = 480035673
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-202604252150-2-5515a3.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-profile-202604252150-2-062073.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=ProbAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,w,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,w_prior
-15.654604,0.37863209,2,1,1,0,15.719339,0.96779701,-1.4944707,-1.1386295,-1.647308,-2.6862711,-1.7510672,6,8,7,4,6,8,6,1,1,1,-1.6766693,0.42006272
-15.654604,0.045553005,4.6481144,2,5,0,16.112811,0.96779701,-1.4944707,-1.1386295,-1.647308,-2.6862711,-1.7510672,3,4,3,4,8,7,7,1,4,6,-1.6766693,0.53122014
-15.48428,1,0.62572943,2,3,0,15.751131,0.96484701,-1.4945631,-1.1454372,-1.6439105,-2.6791996,-1.7535069,7,5,4,4,6,7,8,0,2,4,-1.5920718,0.58463439
-12.4095,1,0.74255184,3,7,0,15.206324,0.53720733,-1.6560389,-2.2031445,-1.5199173,-1.9254068,-2.3212977,6,7,4,3,6,5,5,6,2,6,0.39991218,0.31225837
-12.507106,0.9810664,1.0897748,2,3,0,12.572302,0.80299253,-1.5186225,-1.5286002,-1.5206982,-2.3341915,-1.9171468,8,7,4,6,6,7,8,3,3,3,-0.052164027,0.48720495
-12.274185,1,1.6978923,1,1,0,12.512926,0.75234061,-1.5344915,-1.6525928,-1.5037229,-2.2421675,-1.9806766,5,4,2,4,5,5,3,3,3,3,0.11149244,0.42676504
-12.274185,5.399561e-05,2.9859548,1,1,0,12.466929,0.75234061,-1.5344915,-1.6525928,-1.5037229,-2.2421675,-1.9806766,6,6,4,3,7,7,5,0,4,6,0.11149244,0.50046524
-12.265927,1,0.24266361,1,1,0,12.274174,0.74977084,-1.5354125,-1.6589378,-1.5030973,-2.2376865,-1.9840613,7,4,0,5,5,6,5,4,3,3,0.11839366,0.3669291
-12.148975,0.99513498,0.43891997,3,7,0,12.474944,0.65394055,-1.5783478,-1.8994353,-1.4946996,-2.0829698,-2.1217555,8,3,3,6,8,8,7,2,0,5,0.30587593,0.30892375
-12.252327,0.97621149,0.8006433,1,3,0,12.258927,0.58623297,-1.6196896,-2.074097,-1.504916,-1.9875953,-2.2330487,8,6,3,2,4,8,5,4,1,2,0.37526927,0.68688838
