# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = WeightedAgent_model
# start_datetime = 2026-04-25 19:36:07 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b541080b66.json
# init = 2 (Default)
# random
#   seed = 1407515429
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-202604252136-2-688615.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-profile-202604252136-2-415331.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=WeightedAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,rho,kappa,weight_direct,weight_social,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,rho_prior,kappa_prior,wd_prior,ws_prior
-10.17786,1,0.5,2,3,0,17.341221,0.63516422,0.9814241,0.62336547,0.35805863,-0.45044553,-0.44929965,-0.47305428,-0.48892663,-0.53215251,7,2,8,3,5,8,2,8,4,2,-0.89105782,0.55818262,0.84900283,0.47389862,0.37510421
-10.17786,0,14.38551,0,1,1,12.099507,0.63516422,0.9814241,0.62336547,0.35805863,-0.45044553,-0.44929965,-0.47305428,-0.48892663,-0.53215251,6,5,7,3,3,6,2,7,1,3,-0.89105782,0.933591,2.0421298,1.906514,0.1356158
-10.17786,0,2.4311673,0,1,1,10.978101,0.63516422,0.9814241,0.62336547,0.35805863,-0.45044553,-0.44929965,-0.47305428,-0.48892663,-0.53215251,7,5,5,5,5,6,3,4,2,2,-0.89105782,0.39942985,2.0463225,0.81736229,1.2289602
-12.119317,0.91575928,0.23979141,2,3,0,12.247984,0.62953595,0.65227859,0.41063282,0.24164577,-0.50203474,-0.53991626,-0.56305064,-0.56867043,-0.61346337,8,4,5,3,2,3,1,5,5,5,-1.9732495,0.35945782,2.1637567,0.77777927,1.3859775
-12.260153,0.93850452,0.2549535,3,7,0,15.987687,0.70602726,0.66101451,0.46669427,0.19432025,-0.54699427,-0.55057291,-0.5466872,-0.58865279,-0.57621552,5,4,5,2,7,6,3,4,1,4,-2.043881,0.14157607,1.2061758,0.17076563,1.0354102
-9.1767992,1,0.32845999,3,7,0,12.096565,0.51718531,4.0229081,2.080589,1.9423191,-0.23925924,-0.24593579,-0.33350503,-0.26380413,-0.50130351,6,3,4,3,3,7,4,6,3,2,-2.1903179,0.29061728,2.0315202,0.59039488,1.4411253
-11.794438,0.66245769,0.55259562,2,3,0,12.949877,0.12651709,1.8836668,0.23831604,1.6453508,-0.11126832,-0.61354277,-0.6674033,-0.36539722,-1.1648228,7,1,8,2,1,6,5,6,4,3,-1.2770793,0.89244678,1.8661741,1.665461,0.20071303
-8.978729,0.987143,0.34325549,2,7,0,13.574922,0.44333179,3.2391598,1.4360225,1.8031373,-0.19353633,-0.29032286,-0.39143484,-0.26686458,-0.61072849,8,4,8,3,5,5,3,5,4,6,-1.4735382,0.1747305,1.429588,0.24979262,1.1797953
-8.8604519,0.90690121,0.59827957,3,7,0,9.4592672,0.71855842,1.8875279,1.356299,0.53122883,-0.46648435,-0.36505662,-0.34176592,-0.43455777,-0.38174901,7,2,6,1,5,6,2,7,3,4,-0.67433851,0.78171743,1.3560482,1.0600465,0.29600169
-8.7203864,0.95817332,0.82717934,1,3,0,9.2624828,0.44260611,2.3663698,1.0473697,1.3190001,-0.21912349,-0.32470628,-0.41894418,-0.30221406,-0.6235362,8,5,4,6,5,5,4,8,1,7,-0.75153624,0.56440189,4.6373942,2.6173541,2.0200402
-8.7203864,0.48090293,1.3593342,1,1,0,9.5664781,0.44260611,2.3663698,1.0473697,1.3190001,-0.21912349,-0.32470628,-0.41894418,-0.30221406,-0.6235362,6,3,5,2,4,8,4,5,2,6,-0.75153624,0.73900173,1.3983803,1.0334055,0.36497484
-9.3635917,0.80021215,0.49724625,1,3,0,9.9643069,0.5510959,4.4122339,2.431564,1.9806699,-0.26532025,-0.23332572,-0.30984382,-0.26832701,-0.45498338,6,5,8,6,4,7,2,4,2,5,-2.5673077,0.70021458,2.772647,1.9414478,0.83119914
-9.0626237,1,0.50209362,1,1,0,9.392249,0.54953671,3.9161423,2.1520639,1.7640783,-0.26938162,-0.24349177,-0.31914333,-0.27696693,-0.46254143,6,3,7,3,3,3,5,3,5,5,-2.0983575,0.69616023,3.1977268,2.2261302,0.97159657
