# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = WeightedAgent_model
# start_datetime = 2026-04-25 19:50:30 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b56cf880f9.json
# init = 2 (Default)
# random
#   seed = 1506444454
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-202604252150-1-2d839f.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-profile-202604252150-1-22cffc.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=WeightedAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,rho,kappa,weight_direct,weight_social,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,rho_prior,kappa_prior,wd_prior,ws_prior
-10.182101,0.054200977,1,1,1,0,11.295814,0.67729327,2.5287835,1.712728,0.81605546,-0.48234105,-0.69556795,-1.1793433,-0.84223297,-0.39719317,5,5,4,3,8,5,6,4,1,7,-0.9924985,0.90026844,2.512079,2.2615454,0.25053357
-10.182101,1.2123916e-42,2.5768993,1,2,1,10.206486,0.67729327,2.5287835,1.712728,0.81605546,-0.48234105,-0.69556795,-1.1793433,-0.84223297,-0.39719317,2,6,5,2,7,4,3,1,3,7,-0.9924985,0.23855491,2.421131,0.57757267,1.8435583
-8.8720687,0.99501753,0.2616106,2,5,0,10.593423,0.50477392,1.8758631,0.94688678,0.92897635,-0.50455516,-0.56662804,-0.85178886,-0.66970593,-0.064375719,2,7,4,0,8,5,3,5,2,7,-0.45769835,0.095325104,7.7615313,0.73986878,7.0216625
-9.1323618,0.97188099,0.27339609,3,7,0,9.6901096,0.36325448,4.1341422,1.5017457,2.6323965,-0.41860164,-0.39913624,-0.61573772,-0.49594289,0.21369964,5,4,5,3,8,6,5,6,2,6,-2.3718859,0.39899177,2.9835065,1.1903945,1.793112
-8.4991818,1,0.34448592,2,3,0,9.190908,0.39083262,1.8151242,0.70940975,1.1057144,-0.51766972,-0.49669646,-0.70473229,-0.59209593,0.1351361,4,5,5,2,7,4,3,2,0,8,-0.48413927,0.2605161,2.9225206,0.76136366,2.161157
-8.8944714,0.97557298,0.54013707,2,3,0,8.977747,0.47721657,1.6186078,0.77242646,0.84618135,-0.53018165,-0.56389602,-0.81973433,-0.66294217,-0.017406793,7,7,5,5,7,3,5,2,2,8,-0.393504,0.41501933,1.04052,0.43183591,0.60868408
-8.8944714,0.0004435957,0.85462451,1,1,0,12.803439,0.47721657,1.6186078,0.77242646,0.84618135,-0.53018165,-0.56389602,-0.81973433,-0.66294217,-0.017406793,3,6,1,0,5,5,4,5,1,7,-0.393504,0.83923766,2.8749293,2.4127489,0.46218037
-8.7455915,0.99993396,0.068110129,4,15,0,9.0760423,0.48859088,2.133124,1.0422249,1.0908991,-0.48432202,-0.54232795,-0.82319533,-0.64508165,-0.034697224,1,8,2,1,7,8,4,1,1,6,-0.58673974,0.39417069,1.292298,0.50938599,0.78291198
-8.6065148,0.99611714,0.12166775,3,11,0,9.6973736,0.44948443,1.9736649,0.88713164,1.0865333,-0.4980059,-0.52299583,-0.77117218,-0.62170255,0.03485314,4,7,6,3,6,6,4,4,1,8,-0.51082955,0.41751629,2.1444264,0.89533295,1.2490934
-8.4926249,0.99750227,0.22124912,3,15,0,8.7996696,0.371769,2.8912248,1.0748677,1.816357,-0.45464761,-0.43397793,-0.64662818,-0.53028224,0.18723599,2,6,3,4,6,4,7,2,1,6,-1.2216752,0.42513237,1.2546724,0.53340183,0.72127052
