# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = WeightedAgent_model
# start_datetime = 2026-04-25 19:36:09 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b51b682183.json
# init = 2 (Default)
# random
#   seed = 1530396534
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-202604252136-2-0218eb.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-profile-202604252136-2-0c9965.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=WeightedAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,rho,kappa,weight_direct,weight_social,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,rho_prior,kappa_prior,wd_prior,ws_prior
-8.8438755,0.00011095045,2,1,1,0,8.894501,0.69874799,2.4013706,1.6779529,0.72341773,-1.4904969,-0.13474181,0.13718469,-0.36458048,-0.39733403,3,2,8,4,3,5,1,6,4,4,-0.93524414,0.79132529,2.0993495,1.6612683,0.43808115
-8.8438755,0.00010933326,2.3355359,1,3,1,9.8983183,0.69874799,2.4013706,1.6779529,0.72341773,-1.4904969,-0.13474181,0.13718469,-0.36458048,-0.39733403,5,1,8,8,1,5,5,7,5,3,-0.93524414,0.77188937,1.5866734,1.2247363,0.36193707
-9.3245045,0.98205482,0.23035542,2,7,0,9.4407942,0.62625866,1.4008143,0.87727209,0.52354222,-1.5428245,-0.24053853,-0.045983709,-0.48235035,-0.4261041,5,3,7,3,2,8,2,6,3,4,-0.47687383,0.6972317,1.1926895,0.83158096,0.36110858
-9.1567256,1,0.22872902,3,7,0,9.5186963,0.55321643,2.3970476,1.3260861,1.0709615,-1.9104551,-0.22081437,-0.23321794,-0.4894716,-0.32654781,5,1,4,4,1,3,2,8,4,1,-0.77154427,0.37271747,1.2943481,0.48242614,0.81192195
-10.252089,0.96457394,0.30831636,3,7,0,10.695322,0.39062687,1.789379,0.69897952,1.0903995,-2.310589,-0.37159869,-0.63901718,-0.70620624,-0.33652003,6,5,5,6,5,4,5,6,4,1,-0.47599332,0.31171569,0.81174836,0.2530347,0.55871366
-9.9318351,0.80638098,0.43287581,2,7,0,12.791039,0.81596793,3.893538,3.1770021,0.71653584,-1.2496479,-0.041119846,0.44943021,-0.25808843,-0.46599036,3,6,6,7,8,5,3,8,5,4,-2.5769434,0.18824343,2.0938813,0.3941594,1.6997219
-8.9409876,1,0.40556249,2,3,0,9.9025917,0.73892067,2.5871152,1.9116729,0.67544233,-1.3973132,-0.10847795,0.23901648,-0.33232589,-0.41919725,1,5,6,5,4,4,3,7,2,2,-1.1625767,0.079165072,1.4901081,0.11796451,1.3721436
-11.868393,0.41181828,0.71668971,2,3,0,13.022716,0.32958831,3.9046324,1.2869212,2.6177112,-2.9046975,-0.38900132,-0.90214647,-0.79628058,-0.24347062,7,1,8,4,3,4,5,7,3,2,-2.2011358,0.85070407,2.6971783,2.2945005,0.40267774
-10.761554,0.99947403,0.2062856,3,15,0,12.373977,0.86543779,1.1524575,0.99738032,0.15507723,-0.99417249,-0.19394107,0.45556027,-0.41496417,-0.59378683,4,4,4,4,2,5,4,8,3,1,-1.3339313,0.3589351,1.4493838,0.52023471,0.92914905
-8.9135597,0.97652948,0.38009108,3,7,0,11.183084,0.65727873,2.6596457,1.7481285,0.91151714,-1.6281056,-0.14545611,0.03454174,-0.38407056,-0.36231456,6,2,8,2,1,6,1,6,3,3,-1.0652118,0.9566691,1.6371765,1.5662361,0.070940335
