# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = WeightedAgent_model
# start_datetime = 2026-04-25 19:50:28 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b560abd59.json
# init = 2 (Default)
# random
#   seed = 370953032
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-202604252150-2-577593.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-profile-202604252150-2-7636bf.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=WeightedAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,rho,kappa,weight_direct,weight_social,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,rho_prior,kappa_prior,wd_prior,ws_prior
-12.950609,1,0.5,2,3,0,20.767269,0.16263856,0.72754895,0.11832752,0.60922143,-0.63186996,-0.95065452,-0.71538677,-0.55421093,-0.63186996,8,4,1,8,1,7,5,6,5,2,-2.1548188,0.69201011,4.0133201,2.7772581,1.236062
-12.950609,0,14.38551,0,1,1,13.339619,0.16263856,0.72754895,0.11832752,0.60922143,-0.63186996,-0.95065452,-0.71538677,-0.55421093,-0.63186996,7,5,2,8,5,4,2,6,7,5,-2.1548188,0.34066038,1.630761,0.55553566,1.0752253
-12.950609,0,2.4311673,0,1,1,13.496653,0.16263856,0.72754895,0.11832752,0.60922143,-0.63186996,-0.95065452,-0.71538677,-0.55421093,-0.63186996,6,2,2,5,2,6,4,2,8,4,-2.1548188,0.14724384,1.9788401,0.29137201,1.6874681
-11.800456,0.9987953,0.23979141,2,3,0,13.08902,0.16248028,0.96436868,0.15669089,0.80767779,-0.57322948,-0.926038,-0.64885234,-0.59192372,-0.57322948,7,5,4,7,2,5,1,7,8,0,-1.4563921,0.8234895,2.3476266,1.9332459,0.41438075
-11.96685,0.98422712,0.32321798,1,1,0,12.106694,0.1606709,0.92658245,0.14887484,0.77770761,-0.58182454,-0.93119425,-0.65757757,-0.58934741,-0.58182454,7,3,4,6,1,6,3,1,4,3,-1.5452801,0.67842998,1.7996014,1.2209035,0.57869785
-13.097979,0.84939688,0.4821711,1,1,0,13.344673,0.12921707,0.78448082,0.10136832,0.68311251,-0.62783748,-0.98019491,-0.69268924,-0.61439585,-0.62783748,7,3,1,8,3,6,4,8,5,1,-2.1276668,0.38324282,1.3878254,0.53187411,0.85595125
-9.3053112,1,0.51684428,2,3,0,12.720612,0.28904848,3.0397419,0.8786328,2.1611091,-0.34748696,-0.68522797,-0.49963928,-0.47631988,-0.34748696,5,4,4,7,4,5,3,1,6,6,-1.4786109,0.40668588,1.8654082,0.75863519,1.106773
-8.4568455,1,0.91702194,1,3,0,9.1289402,0.49950752,1.5660587,0.78225811,0.78380062,-0.40394281,-0.57423386,-0.69065151,-0.057808267,-0.40394281,4,0,3,7,2,7,3,6,7,2,-0.38853304,0.34968412,1.7792896,0.62218931,1.1571003
-8.1072222,1,1.6800962,1,1,0,8.145884,0.54030075,2.3292887,1.2585165,1.0707723,-0.34153294,-0.49642121,-0.68067446,0.019056724,-0.34153294,5,2,2,8,0,8,2,5,8,2,-0.71886815,0.27029201,2.1094146,0.57015791,1.5392567
-8.1072222,3.6308276e-16,3.132414,1,1,0,8.153785,0.54030075,2.3292887,1.2585165,1.0707723,-0.34153294,-0.49642121,-0.68067446,0.019056724,-0.34153294,8,5,4,6,1,8,5,1,8,2,-0.71886815,0.36283114,1.6316826,0.59202526,1.0396574
