# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = WeightedAgent_model
# start_datetime = 2026-04-25 19:36:08 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b56443af65.json
# init = 2 (Default)
# random
#   seed = 1152880394
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-202604252136-1-99b090.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-profile-202604252136-1-54bede.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=WeightedAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,rho,kappa,weight_direct,weight_social,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,rho_prior,kappa_prior,wd_prior,ws_prior
-8.81692,0.99699063,0.25,4,15,0,9.4981794,0.36027191,2.4015999,0.86522897,1.5363709,-0.37865242,-0.080881619,-0.42025387,-0.75714525,-0.84108066,2,7,5,7,7,1,7,4,3,6,-0.84474445,0.17277084,1.2107482,0.20918198,1.0015662
-8.81692,0,14.307014,0,1,1,8.8968243,0.36027191,2.4015999,0.86522897,1.5363709,-0.37865242,-0.080881619,-0.42025387,-0.75714525,-0.84108066,1,7,1,8,7,2,6,2,5,6,-0.84474445,0.62715268,6.0134512,3.771352,2.2420992
-8.81692,1.1365567e-71,2.4139837,1,1,0,9.499616,0.36027191,2.4015999,0.86522897,1.5363709,-0.37865242,-0.080881619,-0.42025387,-0.75714525,-0.84108066,5,6,4,8,3,3,7,4,7,5,-0.84474445,0.68439782,1.0584369,0.72439189,0.33404498
-8.7817283,0.98853576,0.2378762,2,7,0,9.6396968,0.51187555,1.9549193,1.0006754,0.95424389,-0.26949837,-0.10922024,-0.55684575,-0.33156468,-1.1503332,4,7,3,6,6,6,8,4,5,6,-0.49227894,0.42815636,2.3175727,0.99228349,1.3252892
-8.7409239,0.99816428,0.31119377,2,7,0,8.8515811,0.45073721,1.8886855,0.85130083,1.0373847,-0.31843378,-0.10674709,-0.50688011,-0.48706985,-1.0119083,1,8,4,6,6,2,6,2,8,2,-0.47252085,0.40536672,2.9310822,1.1881632,1.742919
-9.1439623,0.90354308,0.4831327,3,7,0,10.49479,0.29221232,1.8714323,0.54685557,1.3245767,-0.45659899,-0.13004378,-0.42562169,-0.91107072,-0.70286205,3,7,5,4,4,4,6,5,3,8,-0.64545104,0.42034316,2.4555426,1.0321705,1.4233721
-9.2432326,0.67076623,0.61129271,2,3,0,10.211197,0.47188483,3.663441,1.7287222,1.9347188,-0.25376072,-0.031756766,-0.46628157,-0.47538482,-1.1260203,1,8,5,8,3,3,7,2,4,7,-1.8545648,0.96545818,2.1387369,2.064861,0.073875876
-9.0526908,0.98641985,0.39031748,2,7,0,9.9755423,0.58028609,2.6203375,1.5205454,1.0997921,-0.19420705,-0.09735068,-0.61532922,-0.16470219,-1.3623126,3,7,5,7,5,2,5,4,4,7,-0.95571948,0.38505283,2.365407,0.91080667,1.4546004
-8.8716368,0.98526475,0.6796047,1,3,0,9.1519545,0.47742847,2.9301907,1.3989565,1.5312343,-0.26262909,-0.05439888,-0.48777515,-0.44685188,-1.1179745,6,5,3,6,4,5,8,6,8,5,-1.18916,0.35052152,4.2699842,1.4967214,2.7732629
-8.8716368,0.026173676,1.2041809,1,1,0,9.1615138,0.47742847,2.9301907,1.3989565,1.5312343,-0.26262909,-0.05439888,-0.48777515,-0.44685188,-1.1179745,2,3,6,6,3,2,8,5,8,6,-1.18916,0.43641251,2.2573465,0.98513425,1.2722122
-8.8155393,0.99987549,0.10391396,3,7,0,8.9161072,0.45264411,2.8332054,1.2824337,1.5507717,-0.28573122,-0.055683402,-0.46760394,-0.51361707,-1.055611,3,8,3,7,2,1,8,4,8,3,-1.113318,0.7184372,2.6269424,1.8872931,0.73964925
-9.9563114,0.97769522,0.19638729,3,7,0,10.21005,0.61424122,3.9641761,2.4349604,1.5292157,-0.13870122,-0.081828628,-0.6516944,-0.079768346,-1.5228205,5,7,4,5,6,2,6,2,7,3,-2.1873653,0.023868953,3.9552788,0.094408362,3.8608704
-9.1234077,0.99610119,0.34776004,3,7,0,10.936514,0.33249424,3.0819279,1.0247233,2.0572046,-0.39409062,-0.058578764,-0.37987827,-0.86731296,-0.79454347,5,8,4,5,6,3,7,6,3,4,-1.4388809,0.29168263,1.7230608,0.5025869,1.2204739
-9.1362279,0.90929532,0.65274685,3,7,0,10.135749,0.34212623,3.1837661,1.0892499,2.0945162,-0.38302319,-0.053034978,-0.38132276,-0.84242814,-0.81611245,3,8,3,7,6,3,7,3,6,6,-1.5157112,0.29652277,0.90494571,0.26833701,0.6366087
-9.1362279,0.2666778,0.9316543,1,3,0,9.5784499,0.34212623,3.1837661,1.0892499,2.0945162,-0.38302319,-0.053034978,-0.38132276,-0.84242814,-0.81611245,7,7,4,5,8,3,6,3,6,5,-1.5157112,0.25470191,4.0517517,1.0319889,3.0197628
-9.2876421,0.99007575,0.18117963,2,7,0,10.286677,0.25764345,2.1988727,0.56652514,1.6323475,-0.48370504,-0.12013966,-0.39486985,-1.0373237,-0.64299154,3,7,2,4,6,2,6,2,8,6,-0.89405411,0.59905648,2.0475174,1.2265786,0.82093884
-9.48529,0.95519374,0.33432783,2,7,0,10.160298,0.38993852,1.2408663,0.48386157,0.75700471,-0.40603029,-0.17725455,-0.52883301,-0.59526036,-0.86083029,1,7,1,8,4,3,8,6,7,3,-0.54150541,0.72561576,2.7050803,1.9628489,0.74223139
-8.9435318,1,0.55073617,1,1,0,9.3337369,0.39875497,1.6182201,0.64527329,0.97294677,-0.37340721,-0.13138743,-0.49221479,-0.60601252,-0.89381342,1,7,2,7,3,4,5,5,4,7,-0.43325532,0.14651409,1.2507007,0.18324527,1.0674554
-8.9435318,0.0082776286,1.032604,1,3,0,10.854655,0.39875497,1.6182201,0.64527329,0.97294677,-0.37340721,-0.13138743,-0.49221479,-0.60601252,-0.89381342,2,8,2,8,5,2,8,3,7,7,-0.43325532,0.7783795,2.43276,1.8936105,0.53914949
-8.8052595,0.99223319,0.097322916,3,15,0,11.216001,0.51062258,2.5804091,1.3176152,1.262794,-0.2455443,-0.07439264,-0.53164368,-0.34917125,-1.1840661,4,6,4,5,6,2,6,3,7,6,-0.89857254,0.4562041,0.97848253,0.44638774,0.53209478
-9.7360765,0.97655862,0.1793331,2,7,0,10.330315,0.60831941,3.6803686,2.2388396,1.4415289,-0.14789149,-0.083172225,-0.64379846,-0.095157422,-1.4941887,4,7,1,6,4,2,7,2,8,2,-1.915281,0.44443916,3.3909663,1.5070782,1.8838881
-8.9087872,0.97797221,0.31257842,1,3,0,10.184363,0.55527663,2.4724577,1.372898,1.0995597,-0.21655571,-0.092772234,-0.58622046,-0.22881355,-1.2887731,1,8,6,7,6,1,8,6,8,6,-0.82777982,0.71164325,1.4544016,1.0350151,0.41938651
-8.7963805,0.94074995,0.5423305,2,3,0,9.2456623,0.44527002,2.7840159,1.2396388,1.5443771,-0.29319733,-0.057272392,-0.46280002,-0.53291505,-1.0368281,5,5,1,7,5,4,8,1,6,6,-1.0750621,0.45946221,1.6024717,0.73627521,0.86619653
-8.7963805,0.42065982,0.83695864,2,3,0,10.2586,0.44527002,2.7840159,1.2396388,1.5443771,-0.29319733,-0.057272392,-0.46280002,-0.53291505,-1.0368281,3,8,2,7,4,3,7,5,5,5,-1.0750621,0.81931614,2.5049037,2.052308,0.45259566
-9.0021447,0.99400926,0.28651344,3,7,0,9.2052165,0.56368556,1.7561245,0.98990202,0.76622248,-0.24634562,-0.13832218,-0.62160888,-0.19710176,-1.2527043,4,7,4,8,6,2,8,4,5,4,-0.43361173,0.38205542,2.4556188,0.93818248,1.5174363
-9.234047,0.9820322,0.51410935,2,3,0,9.4016977,0.62384473,2.415335,1.506794,0.90854099,-0.17443575,-0.13060827,-0.68195348,-0.051032393,-1.462804,5,7,1,5,8,2,8,4,7,3,-0.83668535,0.16835586,1.2383667,0.20848628,1.0298804
