# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = WeightedAgent_model
# start_datetime = 2026-04-25 19:36:08 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b56443af65.json
# init = 2 (Default)
# random
#   seed = 1152880394
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-202604252136-2-99b090.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-profile-202604252136-2-54bede.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=WeightedAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,rho,kappa,weight_direct,weight_social,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,rho_prior,kappa_prior,wd_prior,ws_prior
-15.168992,0.0017172144,1,1,1,0,16.382827,0.7737621,0.46512744,0.35989798,0.10522945,-0.41204859,-0.43295243,-0.95951277,0.15048405,-1.3408842,5,7,4,7,8,6,8,4,8,3,-3.6662226,0.19449538,2.4193908,0.47056032,1.9488304
-15.168992,0,2.3423667,0,1,1,17.059351,0.7737621,0.46512744,0.35989798,0.10522945,-0.41204859,-0.43295243,-0.95951277,0.15048405,-1.3408842,3,5,2,4,5,4,8,4,7,5,-3.6662226,0.40059453,1.2740237,0.51036693,0.76365678
-16.342324,0.97528979,0.23116962,2,3,0,16.447398,0.7616976,0.38608931,0.2940833,0.09200601,-0.46137808,-0.45994841,-0.96549046,0.1016455,-1.2763173,1,8,5,8,6,4,5,4,7,1,-4.5997219,0.61462297,2.7551075,1.6933523,1.0617551
-12.324942,1,0.22554058,3,7,0,16.140087,0.74646239,0.7571672,0.56519684,0.19197037,-0.30550166,-0.35096913,-0.90196939,0.16983062,-1.4389963,3,8,4,5,4,5,7,1,6,3,-1.7074325,0.51065857,2.7863882,1.422893,1.3634952
-11.854029,0.9806041,0.30371042,3,7,0,14.840271,0.094291878,1.332727,0.12566533,1.2070617,-0.66554035,-0.26464342,-0.4792444,-1.374032,-0.42309792,2,8,3,6,8,3,8,3,4,6,-1.5111995,0.59941739,1.211787,0.72636618,0.48542078
-9.9707188,0.95913593,0.4469904,2,7,0,13.404961,0.42129412,4.805145,2.0243793,2.7807657,-0.28819513,-0.0069625556,-0.40230398,-0.64003768,-1.0199749,2,6,5,5,6,3,7,6,7,8,-2.951749,0.41562281,0.93550909,0.38881892,0.54669017
-11.612622,0.71355677,0.66910534,2,3,0,12.537726,0.13344898,1.1037769,0.14729791,0.956479,-0.63106601,-0.27462565,-0.50799628,-1.2085487,-0.48697424,3,8,3,8,8,6,4,3,8,8,-1.3966849,0.34819112,4.2974227,1.4963244,2.8010983
-11.612622,0.73272537,0.48883101,1,1,0,12.807297,0.13344898,1.1037769,0.14729791,0.956479,-0.63106601,-0.27462565,-0.50799628,-1.2085487,-0.48697424,1,7,1,8,3,1,6,2,3,6,-1.3966849,0.94886338,1.220579,1.1581627,0.062416285
-9.5392572,1,0.38431228,3,7,0,11.808383,0.52832009,3.9540042,2.0889798,1.8650244,-0.20220152,-0.037799228,-0.52579477,-0.31827334,-1.280666,3,6,3,7,8,5,6,1,7,5,-2.1273753,0.31652062,2.6421753,0.83630295,1.8058723
-8.7103055,1,0.71142826,1,1,0,9.1032138,0.48358205,2.1138108,1.022201,1.0916099,-0.28304245,-0.093996274,-0.52233079,-0.40960502,-1.0961311,7,8,1,8,3,5,8,5,7,5,-0.5760236,0.91671856,1.7318007,1.5875739,0.14422686
-8.7103055,0.0026234687,1.3341661,1,1,0,9.1447361,0.48358205,2.1138108,1.022201,1.0916099,-0.28304245,-0.093996274,-0.52233079,-0.40960502,-1.0961311,2,8,2,8,5,2,8,1,6,7,-0.5760236,0.39346434,1.1929298,0.46937533,0.72355446
-8.8496996,0.99758796,0.10773573,4,15,0,9.1704107,0.42360099,2.9085071,1.2320465,1.6764606,-0.30956719,-0.052310133,-0.44139615,-0.59729028,-0.99059159,1,8,2,8,4,5,7,3,5,6,-1.1920799,0.98793118,2.2487772,2.2216372,0.027140095
-10.08421,0.98235511,0.20347809,3,15,0,10.563058,0.18931061,1.614746,0.30568854,1.3090574,-0.56408209,-0.18964233,-0.43463359,-1.1659838,-0.53736155,5,8,3,6,7,4,7,3,6,5,-0.87901194,0.069192636,2.0347194,0.1407876,1.8939318
