trial,Choice_RL,Opponent_RA,Feedback_RL,Feedback_RA,RL_estimated_value_left,RL_estimated_value_right,true_alpha,true_tau,cumulative_rate
72,1,1,1,0,0.113632083968,0.886367916032,0.2,5,0.8333333333333334
73,1,0,0,1,0.113632083968,0.886367916032,0.2,5,0.8356164383561644
74,1,1,1,0,0.113632083968,0.886367916032,0.2,5,0.8378378378378378
75,1,1,1,0,0.113632083968,0.886367916032,0.2,5,0.84
76,1,1,1,0,0.113632083968,0.886367916032,0.2,5,0.8421052631578947
77,1,1,1,0,0.113632083968,0.886367916032,0.2,5,0.8441558441558441
78,1,1,1,0,0.113632083968,0.886367916032,0.2,5,0.8461538461538461
79,1,1,1,0,0.113632083968,0.886367916032,0.2,5,0.8481012658227848
80,1,1,1,0,0.113632083968,0.886367916032,0.2,5,0.85
81,1,1,1,0,0.113632083968,0.886367916032,0.2,5,0.8518518518518519
82,1,1,1,0,0.113632083968,0.886367916032,0.2,5,0.8536585365853658
83,1,1,1,0,0.113632083968,0.886367916032,0.2,5,0.8554216867469879
84,1,0,0,1,0.113632083968,0.886367916032,0.2,5,0.8571428571428571
85,1,1,1,0,0.113632083968,0.886367916032,0.2,5,0.8588235294117647
86,1,0,0,1,0.113632083968,0.886367916032,0.2,5,0.8604651162790697
87,1,1,1,0,0.113632083968,0.886367916032,0.2,5,0.8620689655172413
88,1,1,1,0,0.113632083968,0.886367916032,0.2,5,0.8636363636363636
89,1,1,1,0,0.113632083968,0.886367916032,0.2,5,0.8651685393258427
90,1,0,0,1,0.113632083968,0.886367916032,0.2,5,0.8666666666666667
91,1,1,1,0,0.113632083968,0.886367916032,0.2,5,0.8681318681318682
92,1,1,1,0,0.113632083968,0.886367916032,0.2,5,0.8695652173913043
93,1,0,0,1,0.113632083968,0.886367916032,0.2,5,0.8709677419354839
94,1,0,0,1,0.113632083968,0.886367916032,0.2,5,0.8723404255319149
95,0,1,0,1,0.113632083968,0.886367916032,0.2,5,0.8631578947368421
96,1,0,0,1,0.09090566717439999,0.9090943328256,0.2,5,0.8645833333333334
97,1,0,0,1,0.09090566717439999,0.9090943328256,0.2,5,0.865979381443299
98,1,1,1,0,0.09090566717439999,0.9090943328256,0.2,5,0.8673469387755102
99,1,1,1,0,0.09090566717439999,0.9090943328256,0.2,5,0.8686868686868687
100,1,1,1,0,0.09090566717439999,0.9090943328256,0.2,5,0.87
101,1,1,1,0,0.09090566717439999,0.9090943328256,0.2,5,0.8712871287128713
102,1,1,1,0,0.09090566717439999,0.9090943328256,0.2,5,0.8725490196078431
103,1,1,1,0,0.09090566717439999,0.9090943328256,0.2,5,0.8737864077669902
104,1,1,1,0,0.09090566717439999,0.9090943328256,0.2,5,0.875
105,1,1,1,0,0.09090566717439999,0.9090943328256,0.2,5,0.8761904761904762
106,1,1,1,0,0.09090566717439999,0.9090943328256,0.2,5,0.8773584905660378
107,1,1,1,0,0.09090566717439999,0.9090943328256,0.2,5,0.8785046728971962
108,1,0,0,1,0.09090566717439999,0.9090943328256,0.2,5,0.8796296296296297
109,1,1,1,0,0.09090566717439999,0.9090943328256,0.2,5,0.8807339449541285
110,1,1,1,0,0.09090566717439999,0.9090943328256,0.2,5,0.8818181818181818
111,1,1,1,0,0.09090566717439999,0.9090943328256,0.2,5,0.8828828828828829
112,1,1,1,0,0.09090566717439999,0.9090943328256,0.2,5,0.8839285714285714
113,1,1,1,0,0.09090566717439999,0.9090943328256,0.2,5,0.8849557522123894
114,1,1,1,0,0.09090566717439999,0.9090943328256,0.2,5,0.8859649122807017
115,1,1,1,0,0.09090566717439999,0.9090943328256,0.2,5,0.8869565217391304
116,1,1,1,0,0.09090566717439999,0.9090943328256,0.2,5,0.8879310344827587
117,1,1,1,0,0.09090566717439999,0.9090943328256,0.2,5,0.8888888888888888
118,1,1,1,0,0.09090566717439999,0.9090943328256,0.2,5,0.8898305084745762
119,1,0,0,1,0.09090566717439999,0.9090943328256,0.2,5,0.8907563025210085
120,1,0,0,1,0.09090566717439999,0.9090943328256,0.2,5,0.8916666666666667
1,1,0,0,1,0.5,0.5,0.2,10,1
2,0,1,0,1,0.5,0.5,0.2,10,0.5
3,1,1,1,0,0.4,0.6,0.2,10,0.6666666666666666
4,1,1,1,0,0.4,0.6,0.2,10,0.75
5,1,1,1,0,0.4,0.6,0.2,10,0.8
6,1,1,1,0,0.4,0.6,0.2,10,0.8333333333333334
7,1,0,0,1,0.4,0.6,0.2,10,0.8571428571428571
8,1,1,1,0,0.4,0.6,0.2,10,0.875
9,1,1,1,0,0.4,0.6,0.2,10,0.8888888888888888
10,1,1,1,0,0.4,0.6,0.2,10,0.9
11,1,1,1,0,0.4,0.6,0.2,10,0.9090909090909091
12,1,1,1,0,0.4,0.6,0.2,10,0.9166666666666666
13,1,1,1,0,0.4,0.6,0.2,10,0.9230769230769231
14,1,1,1,0,0.4,0.6,0.2,10,0.9285714285714286
15,1,0,0,1,0.4,0.6,0.2,10,0.9333333333333333
16,1,1,1,0,0.4,0.6,0.2,10,0.9375
17,1,1,1,0,0.4,0.6,0.2,10,0.9411764705882353
18,1,0,0,1,0.4,0.6,0.2,10,0.9444444444444444
19,0,1,0,1,0.4,0.6,0.2,10,0.8947368421052632
20,1,0,0,1,0.32,0.6799999999999999,0.2,10,0.9
21,1,1,1,0,0.32,0.6799999999999999,0.2,10,0.9047619047619048
22,1,1,1,0,0.32,0.6799999999999999,0.2,10,0.9090909090909091
23,1,1,1,0,0.32,0.6799999999999999,0.2,10,0.9130434782608695
24,1,1,1,0,0.32,0.6799999999999999,0.2,10,0.9166666666666666
25,1,0,0,1,0.32,0.6799999999999999,0.2,10,0.92
26,1,1,1,0,0.32,0.6799999999999999,0.2,10,0.9230769230769231
27,1,1,1,0,0.32,0.6799999999999999,0.2,10,0.9259259259259259
28,1,1,1,0,0.32,0.6799999999999999,0.2,10,0.9285714285714286
29,1,0,0,1,0.32,0.6799999999999999,0.2,10,0.9310344827586207
30,1,0,0,1,0.32,0.6799999999999999,0.2,10,0.9333333333333333
31,0,0,1,0,0.32,0.6799999999999999,0.2,10,0.9032258064516129
32,1,1,1,0,0.45599999999999996,0.544,0.2,10,0.90625
33,1,1,1,0,0.45599999999999996,0.544,0.2,10,0.9090909090909091
34,1,1,1,0,0.45599999999999996,0.544,0.2,10,0.9117647058823529
35,1,1,1,0,0.45599999999999996,0.544,0.2,10,0.9142857142857143
36,1,1,1,0,0.45599999999999996,0.544,0.2,10,0.9166666666666666
37,1,0,0,1,0.45599999999999996,0.544,0.2,10,0.918918918918919
38,0,1,0,1,0.45599999999999996,0.544,0.2,10,0.8947368421052632
39,1,0,0,1,0.36479999999999996,0.6352,0.2,10,0.8974358974358975
40,0,0,1,0,0.36479999999999996,0.6352,0.2,10,0.875
41,1,1,1,0,0.49183999999999994,0.5081600000000001,0.2,10,0.8780487804878049
42,0,0,1,0,0.49183999999999994,0.5081600000000001,0.2,10,0.8571428571428571
43,0,1,0,1,0.593472,0.406528,0.2,10,0.8372093023255814
44,0,1,0,1,0.4747776,0.5252224,0.2,10,0.8181818181818182
45,1,1,1,0,0.37982208,0.6201779199999999,0.2,10,0.8222222222222222
46,1,0,0,1,0.37982208,0.6201779199999999,0.2,10,0.8260869565217391
47,1,0,0,1,0.37982208,0.6201779199999999,0.2,10,0.8297872340425532
48,1,1,1,0,0.37982208,0.6201779199999999,0.2,10,0.8333333333333334
49,1,1,1,0,0.37982208,0.6201779199999999,0.2,10,0.8367346938775511
50,1,1,1,0,0.37982208,0.6201779199999999,0.2,10,0.84
51,1,1,1,0,0.37982208,0.6201779199999999,0.2,10,0.8431372549019608
52,1,1,1,0,0.37982208,0.6201779199999999,0.2,10,0.8461538461538461
53,1,1,1,0,0.37982208,0.6201779199999999,0.2,10,0.8490566037735849
54,1,0,0,1,0.37982208,0.6201779199999999,0.2,10,0.8518518518518519
55,1,1,1,0,0.37982208,0.6201779199999999,0.2,10,0.8545454545454545
56,1,1,1,0,0.37982208,0.6201779199999999,0.2,10,0.8571428571428571
57,1,1,1,0,0.37982208,0.6201779199999999,0.2,10,0.8596491228070176
58,1,1,1,0,0.37982208,0.6201779199999999,0.2,10,0.8620689655172413
59,1,1,1,0,0.37982208,0.6201779199999999,0.2,10,0.864406779661017
60,1,1,1,0,0.37982208,0.6201779199999999,0.2,10,0.8666666666666667
61,1,0,0,1,0.37982208,0.6201779199999999,0.2,10,0.8688524590163934
62,0,1,0,1,0.37982208,0.6201779199999999,0.2,10,0.8548387096774194
63,1,1,1,0,0.303857664,0.696142336,0.2,10,0.8571428571428571
64,1,1,1,0,0.303857664,0.696142336,0.2,10,0.859375
65,1,1,1,0,0.303857664,0.696142336,0.2,10,0.8615384615384616
66,1,0,0,1,0.303857664,0.696142336,0.2,10,0.8636363636363636
67,1,0,0,1,0.303857664,0.696142336,0.2,10,0.8656716417910447
68,1,1,1,0,0.303857664,0.696142336,0.2,10,0.8676470588235294
69,1,0,0,1,0.303857664,0.696142336,0.2,10,0.8695652173913043
70,1,1,1,0,0.303857664,0.696142336,0.2,10,0.8714285714285714
71,1,1,1,0,0.303857664,0.696142336,0.2,10,0.8732394366197183
72,1,0,0,1,0.303857664,0.696142336,0.2,10,0.875
73,1,1,1,0,0.303857664,0.696142336,0.2,10,0.8767123287671232
74,1,1,1,0,0.303857664,0.696142336,0.2,10,0.8783783783783784
75,1,1,1,0,0.303857664,0.696142336,0.2,10,0.88
76,1,1,1,0,0.303857664,0.696142336,0.2,10,0.881578947368421
77,1,1,1,0,0.303857664,0.696142336,0.2,10,0.8831168831168831
78,1,1,1,0,0.303857664,0.696142336,0.2,10,0.8846153846153846
79,1,1,1,0,0.303857664,0.696142336,0.2,10,0.8860759493670886
80,1,1,1,0,0.303857664,0.696142336,0.2,10,0.8875
81,1,1,1,0,0.303857664,0.696142336,0.2,10,0.8888888888888888
82,1,1,1,0,0.303857664,0.696142336,0.2,10,0.8902439024390244
83,1,1,1,0,0.303857664,0.696142336,0.2,10,0.891566265060241
84,1,1,1,0,0.303857664,0.696142336,0.2,10,0.8928571428571429
85,1,1,1,0,0.303857664,0.696142336,0.2,10,0.8941176470588236
86,1,1,1,0,0.303857664,0.696142336,0.2,10,0.8953488372093024
87,1,0,0,1,0.303857664,0.696142336,0.2,10,0.896551724137931
88,1,1,1,0,0.303857664,0.696142336,0.2,10,0.8977272727272727
89,1,0,0,1,0.303857664,0.696142336,0.2,10,0.898876404494382
90,1,1,1,0,0.303857664,0.696142336,0.2,10,0.9
91,1,1,1,0,0.303857664,0.696142336,0.2,10,0.9010989010989011
92,1,1,1,0,0.303857664,0.696142336,0.2,10,0.9021739130434783
93,1,1,1,0,0.303857664,0.696142336,0.2,10,0.9032258064516129
94,1,1,1,0,0.303857664,0.696142336,0.2,10,0.9042553191489362
95,1,1,1,0,0.303857664,0.696142336,0.2,10,0.9052631578947369
96,1,1,1,0,0.303857664,0.696142336,0.2,10,0.90625
97,1,1,1,0,0.303857664,0.696142336,0.2,10,0.9072164948453608
98,1,0,0,1,0.303857664,0.696142336,0.2,10,0.9081632653061225
99,1,0,0,1,0.303857664,0.696142336,0.2,10,0.9090909090909091
100,1,0,0,1,0.303857664,0.696142336,0.2,10,0.91
101,1,0,0,1,0.303857664,0.696142336,0.2,10,0.9108910891089109
102,1,0,0,1,0.303857664,0.696142336,0.2,10,0.9117647058823529
103,1,0,0,1,0.303857664,0.696142336,0.2,10,0.912621359223301
104,1,1,1,0,0.303857664,0.696142336,0.2,10,0.9134615384615384
105,1,1,1,0,0.303857664,0.696142336,0.2,10,0.9142857142857143
106,1,1,1,0,0.303857664,0.696142336,0.2,10,0.9150943396226415
107,1,0,0,1,0.303857664,0.696142336,0.2,10,0.9158878504672897
108,1,0,0,1,0.303857664,0.696142336,0.2,10,0.9166666666666666
109,1,0,0,1,0.303857664,0.696142336,0.2,10,0.9174311926605505
110,1,1,1,0,0.303857664,0.696142336,0.2,10,0.9181818181818182
111,1,1,1,0,0.303857664,0.696142336,0.2,10,0.918918918918919
112,1,1,1,0,0.303857664,0.696142336,0.2,10,0.9196428571428571
113,1,0,0,1,0.303857664,0.696142336,0.2,10,0.9203539823008849
114,1,0,0,1,0.303857664,0.696142336,0.2,10,0.9210526315789473
115,0,1,0,1,0.303857664,0.696142336,0.2,10,0.9130434782608695
116,1,0,0,1,0.24308613120000003,0.7569138688,0.2,10,0.9137931034482759
117,1,0,0,1,0.24308613120000003,0.7569138688,0.2,10,0.9145299145299145
118,1,0,0,1,0.24308613120000003,0.7569138688,0.2,10,0.9152542372881356
119,1,0,0,1,0.24308613120000003,0.7569138688,0.2,10,0.9159663865546218
120,1,1,1,0,0.24308613120000003,0.7569138688,0.2,10,0.9166666666666666
1,0,0,1,0,0.5,0.5,0.2,15,0
2,0,1,0,1,0.6,0.4,0.2,15,0
3,0,1,0,1,0.48,0.52,0.2,15,0
4,1,1,1,0,0.384,0.616,0.2,15,0.25
5,1,0,0,1,0.384,0.616,0.2,15,0.4
6,1,1,1,0,0.384,0.616,0.2,15,0.5
7,1,1,1,0,0.384,0.616,0.2,15,0.5714285714285714
8,1,0,0,1,0.384,0.616,0.2,15,0.625
9,1,1,1,0,0.384,0.616,0.2,15,0.6666666666666666
10,0,0,1,0,0.384,0.616,0.2,15,0.6
11,0,1,0,1,0.5072,0.4928,0.2,15,0.5454545454545454
12,1,0,0,1,0.40576,0.59424,0.2,15,0.5833333333333334
13,1,0,0,1,0.40576,0.59424,0.2,15,0.6153846153846154
14,1,1,1,0,0.40576,0.59424,0.2,15,0.6428571428571429
15,1,1,1,0,0.40576,0.59424,0.2,15,0.6666666666666666
16,1,1,1,0,0.40576,0.59424,0.2,15,0.6875
17,1,1,1,0,0.40576,0.59424,0.2,15,0.7058823529411765
18,1,1,1,0,0.40576,0.59424,0.2,15,0.7222222222222222
19,1,1,1,0,0.40576,0.59424,0.2,15,0.7368421052631579
20,1,1,1,0,0.40576,0.59424,0.2,15,0.75
21,1,1,1,0,0.40576,0.59424,0.2,15,0.7619047619047619
22,1,0,0,1,0.40576,0.59424,0.2,15,0.7727272727272727
23,1,1,1,0,0.40576,0.59424,0.2,15,0.782608695652174
24,1,1,1,0,0.40576,0.59424,0.2,15,0.7916666666666666
25,1,0,0,1,0.40576,0.59424,0.2,15,0.8
26,0,1,0,1,0.40576,0.59424,0.2,15,0.7692307692307693
27,1,1,1,0,0.324608,0.675392,0.2,15,0.7777777777777778
28,1,1,1,0,0.324608,0.675392,0.2,15,0.7857142857142857
29,1,1,1,0,0.324608,0.675392,0.2,15,0.7931034482758621
30,1,1,1,0,0.324608,0.675392,0.2,15,0.8
31,1,1,1,0,0.324608,0.675392,0.2,15,0.8064516129032258
32,1,0,0,1,0.324608,0.675392,0.2,15,0.8125
33,1,0,0,1,0.324608,0.675392,0.2,15,0.8181818181818182
34,1,1,1,0,0.324608,0.675392,0.2,15,0.8235294117647058
35,1,1,1,0,0.324608,0.675392,0.2,15,0.8285714285714286
36,1,1,1,0,0.324608,0.675392,0.2,15,0.8333333333333334
37,1,1,1,0,0.324608,0.675392,0.2,15,0.8378378378378378
38,1,1,1,0,0.324608,0.675392,0.2,15,0.8421052631578947
39,1,1,1,0,0.324608,0.675392,0.2,15,0.8461538461538461
40,1,1,1,0,0.324608,0.675392,0.2,15,0.85
41,1,0,0,1,0.324608,0.675392,0.2,15,0.8536585365853658
42,1,1,1,0,0.324608,0.675392,0.2,15,0.8571428571428571
43,1,0,0,1,0.324608,0.675392,0.2,15,0.8604651162790697
44,1,1,1,0,0.324608,0.675392,0.2,15,0.8636363636363636
45,1,1,1,0,0.324608,0.675392,0.2,15,0.8666666666666667
46,1,1,1,0,0.324608,0.675392,0.2,15,0.8695652173913043
47,1,1,1,0,0.324608,0.675392,0.2,15,0.8723404255319149
48,1,0,0,1,0.324608,0.675392,0.2,15,0.875
49,1,1,1,0,0.324608,0.675392,0.2,15,0.8775510204081632
50,1,1,1,0,0.324608,0.675392,0.2,15,0.88
51,1,0,0,1,0.324608,0.675392,0.2,15,0.8823529411764706
52,1,1,1,0,0.324608,0.675392,0.2,15,0.8846153846153846
53,1,1,1,0,0.324608,0.675392,0.2,15,0.8867924528301887
54,1,0,0,1,0.324608,0.675392,0.2,15,0.8888888888888888
55,1,1,1,0,0.324608,0.675392,0.2,15,0.8909090909090909
56,1,1,1,0,0.324608,0.675392,0.2,15,0.8928571428571429
57,1,1,1,0,0.324608,0.675392,0.2,15,0.8947368421052632
58,1,1,1,0,0.324608,0.675392,0.2,15,0.896551724137931
59,1,1,1,0,0.324608,0.675392,0.2,15,0.8983050847457628
60,1,1,1,0,0.324608,0.675392,0.2,15,0.9
61,1,1,1,0,0.324608,0.675392,0.2,15,0.9016393442622951
62,1,1,1,0,0.324608,0.675392,0.2,15,0.9032258064516129
63,1,1,1,0,0.324608,0.675392,0.2,15,0.9047619047619048
64,1,1,1,0,0.324608,0.675392,0.2,15,0.90625
65,1,1,1,0,0.324608,0.675392,0.2,15,0.9076923076923077
66,1,1,1,0,0.324608,0.675392,0.2,15,0.9090909090909091
67,1,1,1,0,0.324608,0.675392,0.2,15,0.9104477611940298
68,1,1,1,0,0.324608,0.675392,0.2,15,0.9117647058823529
69,1,1,1,0,0.324608,0.675392,0.2,15,0.9130434782608695
70,1,0,0,1,0.324608,0.675392,0.2,15,0.9142857142857143
71,1,1,1,0,0.324608,0.675392,0.2,15,0.9154929577464789
72,1,1,1,0,0.324608,0.675392,0.2,15,0.9166666666666666
73,1,1,1,0,0.324608,0.675392,0.2,15,0.9178082191780822
74,1,0,0,1,0.324608,0.675392,0.2,15,0.918918918918919
75,1,0,0,1,0.324608,0.675392,0.2,15,0.92
76,1,1,1,0,0.324608,0.675392,0.2,15,0.9210526315789473
77,1,1,1,0,0.324608,0.675392,0.2,15,0.922077922077922
78,1,1,1,0,0.324608,0.675392,0.2,15,0.9230769230769231
79,1,1,1,0,0.324608,0.675392,0.2,15,0.9240506329113924
80,1,1,1,0,0.324608,0.675392,0.2,15,0.925
81,1,1,1,0,0.324608,0.675392,0.2,15,0.9259259259259259
82,1,0,0,1,0.324608,0.675392,0.2,15,0.926829268292683
83,1,1,1,0,0.324608,0.675392,0.2,15,0.927710843373494
84,1,1,1,0,0.324608,0.675392,0.2,15,0.9285714285714286
85,1,1,1,0,0.324608,0.675392,0.2,15,0.9294117647058824
86,1,1,1,0,0.324608,0.675392,0.2,15,0.9302325581395349
87,1,1,1,0,0.324608,0.675392,0.2,15,0.9310344827586207
88,1,0,0,1,0.324608,0.675392,0.2,15,0.9318181818181818
89,1,1,1,0,0.324608,0.675392,0.2,15,0.9325842696629213
90,1,1,1,0,0.324608,0.675392,0.2,15,0.9333333333333333
91,1,1,1,0,0.324608,0.675392,0.2,15,0.9340659340659341
92,1,0,0,1,0.324608,0.675392,0.2,15,0.9347826086956522
93,1,0,0,1,0.324608,0.675392,0.2,15,0.9354838709677419
94,1,1,1,0,0.324608,0.675392,0.2,15,0.9361702127659575
95,1,1,1,0,0.324608,0.675392,0.2,15,0.9368421052631579
96,1,1,1,0,0.324608,0.675392,0.2,15,0.9375
97,1,1,1,0,0.324608,0.675392,0.2,15,0.9381443298969072
98,1,1,1,0,0.324608,0.675392,0.2,15,0.9387755102040817
99,1,0,0,1,0.324608,0.675392,0.2,15,0.9393939393939394
100,1,0,0,1,0.324608,0.675392,0.2,15,0.94
101,1,1,1,0,0.324608,0.675392,0.2,15,0.9405940594059405
102,1,1,1,0,0.324608,0.675392,0.2,15,0.9411764705882353
103,1,1,1,0,0.324608,0.675392,0.2,15,0.941747572815534
104,1,0,0,1,0.324608,0.675392,0.2,15,0.9423076923076923
105,1,0,0,1,0.324608,0.675392,0.2,15,0.9428571428571428
106,1,1,1,0,0.324608,0.675392,0.2,15,0.9433962264150944
107,1,1,1,0,0.324608,0.675392,0.2,15,0.9439252336448598
108,1,1,1,0,0.324608,0.675392,0.2,15,0.9444444444444444
109,1,0,0,1,0.324608,0.675392,0.2,15,0.944954128440367
110,1,1,1,0,0.324608,0.675392,0.2,15,0.9454545454545454
111,1,1,1,0,0.324608,0.675392,0.2,15,0.9459459459459459
112,1,1,1,0,0.324608,0.675392,0.2,15,0.9464285714285714
113,1,1,1,0,0.324608,0.675392,0.2,15,0.9469026548672567
114,1,1,1,0,0.324608,0.675392,0.2,15,0.9473684210526315
115,1,1,1,0,0.324608,0.675392,0.2,15,0.9478260869565217
116,1,1,1,0,0.324608,0.675392,0.2,15,0.9482758620689655
117,1,1,1,0,0.324608,0.675392,0.2,15,0.9487179487179487
118,1,1,1,0,0.324608,0.675392,0.2,15,0.9491525423728814
119,1,0,0,1,0.324608,0.675392,0.2,15,0.9495798319327731
120,1,1,1,0,0.324608,0.675392,0.2,15,0.95
1,0,0,1,0,0.5,0.5,0.2,20,0
2,0,1,0,1,0.6,0.4,0.2,20,0
3,0,0,1,0,0.48,0.52,0.2,20,0
4,0,1,0,1,0.584,0.41600000000000004,0.2,20,0
5,0,1,0,1,0.46719999999999995,0.5328,0.2,20,0
6,1,1,1,0,0.37376,0.62624,0.2,20,0.16666666666666666
7,1,0,0,1,0.37376,0.62624,0.2,20,0.2857142857142857
8,1,1,1,0,0.37376,0.62624,0.2,20,0.375
9,1,0,0,1,0.37376,0.62624,0.2,20,0.4444444444444444
10,1,1,1,0,0.37376,0.62624,0.2,20,0.5
11,1,1,1,0,0.37376,0.62624,0.2,20,0.5454545454545454
12,1,1,1,0,0.37376,0.62624,0.2,20,0.5833333333333334
13,1,1,1,0,0.37376,0.62624,0.2,20,0.6153846153846154
14,1,0,0,1,0.37376,0.62624,0.2,20,0.6428571428571429
15,1,1,1,0,0.37376,0.62624,0.2,20,0.6666666666666666
16,1,0,0,1,0.37376,0.62624,0.2,20,0.6875
17,1,1,1,0,0.37376,0.62624,0.2,20,0.7058823529411765
18,1,0,0,1,0.37376,0.62624,0.2,20,0.7222222222222222
19,1,1,1,0,0.37376,0.62624,0.2,20,0.7368421052631579
20,1,1,1,0,0.37376,0.62624,0.2,20,0.75
21,1,0,0,1,0.37376,0.62624,0.2,20,0.7619047619047619
22,1,1,1,0,0.37376,0.62624,0.2,20,0.7727272727272727
23,1,1,1,0,0.37376,0.62624,0.2,20,0.782608695652174
24,1,0,0,1,0.37376,0.62624,0.2,20,0.7916666666666666
25,1,1,1,0,0.37376,0.62624,0.2,20,0.8
26,1,1,1,0,0.37376,0.62624,0.2,20,0.8076923076923077
27,1,1,1,0,0.37376,0.62624,0.2,20,0.8148148148148148
28,1,1,1,0,0.37376,0.62624,0.2,20,0.8214285714285714
29,1,0,0,1,0.37376,0.62624,0.2,20,0.8275862068965517
30,1,1,1,0,0.37376,0.62624,0.2,20,0.8333333333333334
31,1,1,1,0,0.37376,0.62624,0.2,20,0.8387096774193549
32,1,0,0,1,0.37376,0.62624,0.2,20,0.84375
33,1,0,0,1,0.37376,0.62624,0.2,20,0.8484848484848485
34,1,0,0,1,0.37376,0.62624,0.2,20,0.8529411764705882
35,1,1,1,0,0.37376,0.62624,0.2,20,0.8571428571428571
36,1,1,1,0,0.37376,0.62624,0.2,20,0.8611111111111112
37,1,1,1,0,0.37376,0.62624,0.2,20,0.8648648648648649
38,1,1,1,0,0.37376,0.62624,0.2,20,0.868421052631579
39,1,0,0,1,0.37376,0.62624,0.2,20,0.8717948717948718
40,1,1,1,0,0.37376,0.62624,0.2,20,0.875
41,1,1,1,0,0.37376,0.62624,0.2,20,0.8780487804878049
42,1,1,1,0,0.37376,0.62624,0.2,20,0.8809523809523809
43,1,1,1,0,0.37376,0.62624,0.2,20,0.8837209302325582
44,1,1,1,0,0.37376,0.62624,0.2,20,0.8863636363636364
45,1,1,1,0,0.37376,0.62624,0.2,20,0.8888888888888888
46,1,0,0,1,0.37376,0.62624,0.2,20,0.8913043478260869
47,1,1,1,0,0.37376,0.62624,0.2,20,0.8936170212765957
48,1,0,0,1,0.37376,0.62624,0.2,20,0.8958333333333334
49,1,1,1,0,0.37376,0.62624,0.2,20,0.8979591836734694
50,1,1,1,0,0.37376,0.62624,0.2,20,0.9
51,1,1,1,0,0.37376,0.62624,0.2,20,0.9019607843137255
52,1,0,0,1,0.37376,0.62624,0.2,20,0.9038461538461539
53,1,1,1,0,0.37376,0.62624,0.2,20,0.9056603773584906
54,1,1,1,0,0.37376,0.62624,0.2,20,0.9074074074074074
55,1,1,1,0,0.37376,0.62624,0.2,20,0.9090909090909091
56,1,1,1,0,0.37376,0.62624,0.2,20,0.9107142857142857
57,1,0,0,1,0.37376,0.62624,0.2,20,0.9122807017543859
58,1,0,0,1,0.37376,0.62624,0.2,20,0.9137931034482759
59,0,1,0,1,0.37376,0.62624,0.2,20,0.8983050847457628
60,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9
61,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9016393442622951
62,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9032258064516129
63,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9047619047619048
64,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.90625
65,1,0,0,1,0.299008,0.7009920000000001,0.2,20,0.9076923076923077
66,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9090909090909091
67,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9104477611940298
68,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9117647058823529
69,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9130434782608695
70,1,0,0,1,0.299008,0.7009920000000001,0.2,20,0.9142857142857143
71,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9154929577464789
72,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9166666666666666
73,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9178082191780822
74,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.918918918918919
75,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.92
76,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9210526315789473
77,1,0,0,1,0.299008,0.7009920000000001,0.2,20,0.922077922077922
78,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9230769230769231
79,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9240506329113924
80,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.925
81,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9259259259259259
82,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.926829268292683
83,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.927710843373494
84,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9285714285714286
85,1,0,0,1,0.299008,0.7009920000000001,0.2,20,0.9294117647058824
86,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9302325581395349
87,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9310344827586207
88,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9318181818181818
89,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9325842696629213
90,1,0,0,1,0.299008,0.7009920000000001,0.2,20,0.9333333333333333
91,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9340659340659341
92,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9347826086956522
93,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9354838709677419
94,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9361702127659575
95,1,0,0,1,0.299008,0.7009920000000001,0.2,20,0.9368421052631579
96,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9375
97,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9381443298969072
98,1,1,1,0,0.299008,0.7009920000000001,0.2,20,0.9387755102040817
99,1,0,0,1,0.299008,0.7009920000000001,0.2,20,0.9393939393939394
